,Unnamed: 0,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
226,226,226,245.053586037,0.0206260740708377,0.1393164677870218,4.0,N1O7,H11_C9_N_O7,0,9,11,7,1,0,True
227,227,227,245.068866037,0.0170764398617422,0.2369129988860372,8.0,N1O4,H11_C13_N_O4,0,13,11,4,1,0,True
228,228,228,245.089846037,0.0141924747077556,-0.3727939018161288,3.0,N1O6,H15_C10_N_O6,0,10,15,6,1,0,True
229,229,229,245.170786037,0.0132818810924696,-0.1152298789754739,1.0,O4,H24_C12_13C_O4,0,13,24,4,0,0,True
230,230,230,246.016526037,0.0389412452910792,0.3575979281999679,9.0,O6,H6_C12_O6,0,12,6,6,0,0,True
231,231,231,246.052786037,0.0486939116567633,-0.1525404389325428,8.0,O5,H10_C13_O5,0,13,10,5,0,0,True
232,232,232,246.064076037,0.0128385568371587,0.0775692262995668,8.0,N2O4,H10_C12_N2_O4,0,12,10,4,2,0,True
233,233,233,246.073986037,0.0130319745427006,0.1342644972267217,3.0,O7,H14_C10_O7,0,10,14,7,0,0,True
234,234,234,246.089276037,0.0316649554351625,0.2720923117290568,7.0,O4,H14_C14_O4,0,14,14,4,0,0,True
235,235,235,246.110286037,0.0424677414656879,-0.2131930397596123,2.0,O6,H18_C11_O6,0,11,18,6,0,0,True
236,236,236,246.121636037,0.0175044540564682,0.2606475440688617,2.0,N2O5,H18_C10_N2_O5,0,10,18,5,2,0,True
237,237,237,246.125626037,0.0200948580527399,0.1277843371709267,6.0,O3,H18_C15_O3,0,15,18,3,0,0,True
238,238,238,246.146776037,0.0690039722416404,0.2113495080494672,1.0,O5,H22_C12_O5,0,12,22,5,0,0,True
239,239,239,246.183156037,0.0279756374033943,0.1889446896244758,0.0,O4,H26_C13_O4,0,13,26,4,0,0,True
240,240,240,247.048136037,0.0261547899918443,0.2570106418746983,8.0,N1O5,H9_C12_N_O5,0,12,9,5,1,0,True
241,241,241,247.084406037,0.0163490269039574,-0.2105110589968331,7.0,N1O4,H13_C13_N_O4,0,13,13,4,1,0,True
242,242,242,247.995796037,0.0198469540079226,0.3766555783606749,9.0,O7,H4_C11_O7,0,11,4,7,0,0,True
243,243,243,248.032096037,0.0674286683463435,0.0318547483564644,8.0,O6,H8_C12_O6,0,12,8,6,0,0,True
244,244,244,248.043426037,0.0182019204629306,0.4213818590848579,8.0,N2O5,H8_C11_N2_O5,0,11,8,5,2,0,True
245,245,245,248.053186037,0.0122413127694279,-0.1270977426579553,3.0,O8,H12_C9_O8,0,9,12,8,0,0,True
246,246,246,248.068536037,0.0528510694590081,0.2515151699775676,7.0,O5,H12_C13_O5,0,13,12,5,0,0,True
247,247,247,248.079796037,0.0139144359975144,0.3588079377250968,7.0,N2O4,H12_C12_N2_O4,0,12,12,4,2,0,True
248,248,248,248.089566037,0.0126942065711289,-0.149280764132051,2.0,O7,H16_C10_O7,0,10,16,7,0,0,True
249,249,249,248.104856037,0.0393267274942716,-0.0125551754534123,6.0,O4,H16_C14_O4,0,14,16,4,0,0,True
250,250,250,248.126026037,0.0513163496640646,0.1509595772311128,1.0,O6,H20_C11_O6,0,11,20,6,0,0,True
251,251,251,248.141246037,0.0216732810012039,0.0055492587853902,5.0,O3,H20_C15_O3,0,15,20,3,0,0,True
252,252,252,248.162316037,0.0176195677502038,-0.2339235098017975,0.0,O5,H24_C12_O5,0,12,24,5,0,0,True
253,253,253,249.027366037,0.0223210124665035,0.1161639399976297,8.0,N1O6,H7_C11_N_O6,0,11,7,6,1,0,True
254,254,254,249.063786037,0.0299423399937861,0.2546335660141595,7.0,N1O5,H11_C12_N_O5,0,12,11,5,1,0,True
255,255,255,250.011416037,0.055392733698396,0.2533284320586859,8.0,O7,H6_C11_O7,0,11,6,7,0,0,True
256,256,256,250.047706037,0.0946114108800341,-0.1286674472333651,7.0,O6,H10_C12_O6,0,12,10,6,0,0,True
257,257,257,250.068906037,0.0152204029768146,0.1535536770305798,2.0,O8,H14_C9_O8,0,9,14,8,0,0,True
258,258,258,250.084176037,0.0644805987611169,0.2092055595844235,6.0,O5,H14_C13_O5,0,13,14,5,0,0,True
259,259,259,250.095316037,0.0128638551497145,-0.1641814034784851,6.0,N2O4,H14_C12_N2_O4,0,12,14,4,2,0,True
260,260,260,250.120586037,0.0407686706279855,0.3070958741573321,5.0,O4,H18_C14_O4,0,14,18,4,0,0,True
261,261,261,250.156986037,0.0291550824789312,0.3649828111992969,4.0,O3,H22_C15_O3,0,15,22,3,0,0,True
262,262,262,251.043056037,0.0235797506699289,0.2742716769946763,7.0,N1O6,H9_C11_N_O6,0,11,9,6,1,0,True
263,263,263,251.079336037,0.0250711374713581,-0.1459857294172447,6.0,N1O5,H13_C12_N_O5,0,12,13,5,1,0,True
264,264,264,251.087566037,0.0124228974911647,0.3484003663816484,6.0,O5,H14_C12_13C_O5,0,13,14,5,0,0,True
265,265,265,251.152196037,0.0155330364771447,0.2083597151151324,4.0,N1O3,H21_C14_N_O3,0,14,21,3,1,0,True
266,266,266,251.990666037,0.0448669851256359,0.1935349462899756,8.0,O8,H4_C10_O8,0,10,4,8,0,0,True
267,267,267,252.024616037,0.0160705876927259,0.4549595264636381,11.0,O2S1,H8_C15_O2_S,0,15,8,2,0,1,True
268,268,268,252.027036037,0.1022890937512136,0.1319739362954351,7.0,O7,H8_C11_O7,0,11,8,7,0,0,True
269,269,269,252.063386037,0.0838154272981475,-0.0089144243951954,6.0,O6,H12_C12_O6,0,12,12,6,0,0,True
270,270,270,252.074696037,0.012626667540487,0.2950434976574355,6.0,N2O5,H12_C11_N2_O5,0,11,12,5,2,0,True
271,271,271,252.078706037,0.0161887536894636,0.2446577141492087,10.0,O3,H12_C16_O3,0,16,12,3,0,0,True
272,272,272,252.084396037,0.0217703418093906,-0.4826756510399639,1.0,O8,H16_C9_O8,0,9,16,8,0,0,True
273,273,273,252.099826037,0.0687780229329294,0.2072393337158987,5.0,O5,H16_C13_O5,0,13,16,5,0,0,True
274,274,274,252.136216037,0.0411358511495592,0.225025190295845,4.0,O4,H20_C14_O4,0,14,20,4,0,0,True
275,275,275,252.172586037,0.0198465474387354,0.1634951707169351,3.0,O3,H24_C15_O3,0,15,24,3,0,0,True
276,276,276,253.058606037,0.0244565687016971,-0.1233706314118594,6.0,N1O6,H11_C11_N_O6,0,11,11,6,1,0,True
277,277,277,253.095046037,0.0169044975047574,0.0919496464164515,5.0,N1O5,H15_C12_N_O5,0,12,15,5,1,0,True
278,278,278,253.103166037,0.0193209202299118,0.1477855871428408,5.0,O5,H16_C12_13C_O5,0,13,16,5,0,0,True
279,279,279,253.131476037,0.0122356511417919,0.2677027806041232,4.0,N1O4,H19_C13_N_O4,0,13,19,4,1,0,True
280,280,280,253.175856037,0.014575244426968,-0.1722557620870797,3.0,O3,H24_C14_13C_O3,0,15,24,3,0,0,True
281,281,281,254.006266037,0.0374422186298497,-0.0051376685796515,7.0,O8,H6_C10_O8,0,10,6,8,0,0,True
282,282,282,254.042686037,0.0736782617771563,0.1306355263817135,6.0,O7,H10_C11_O7,0,11,10,7,0,0,True
283,283,283,254.057966037,0.0191418052642821,0.2247794111489542,10.0,O4,H10_C15_O4,0,15,10,4,0,0,True
284,284,284,254.079096037,0.0949793559944075,0.227011985274827,5.0,O6,H14_C12_O6,0,12,14,6,0,0,True
285,285,285,254.090266037,0.0133560101848615,-0.0224369083846685,5.0,N2O5,H14_C11_N2_O5,0,11,14,5,2,0,True
286,286,286,254.094366037,0.0138896352770981,0.2817811394693529,9.0,O3,H14_C16_O3,0,16,14,3,0,0,True
287,287,287,254.115486037,0.084583685288749,0.2446564786969228,4.0,O5,H18_C13_O5,0,13,18,5,0,0,True
288,288,288,254.126716037,0.0133149163559749,0.2313452158959686,4.0,N2O4,H18_C12_N2_O4,0,12,18,4,2,0,True
289,289,289,254.151826037,0.0545585083401297,0.0655631725529804,3.0,O4,H22_C14_O4,0,14,22,4,0,0,True
290,290,290,254.188146037,0.0196368366247232,-0.1921608098987174,2.0,O3,H26_C15_O3,0,15,26,3,0,0,True
291,291,291,254.224606037,0.0928110132917783,0.1008832323545406,1.0,O2,H30_C16_O2,0,16,30,2,0,0,True
292,292,292,255.037876037,0.013291887549031,-0.1011065509551196,6.0,N1O7,H9_C10_N_O7,0,10,9,7,1,0,True
293,293,293,255.053046037,0.0125128585090683,-0.4385989571017878,10.0,N1O4,H9_C14_N_O4,0,14,9,4,1,0,True
294,294,294,255.074396037,0.0180525396617344,0.4261737033615474,5.0,N1O6,H13_C11_N_O6,0,11,13,6,1,0,True
295,295,295,255.082456037,0.0124678688978212,0.2463477927297855,5.0,O6,H14_C11_13C_O6,0,12,14,6,0,0,True
296,296,296,255.118806037,0.0134582775059225,0.1071304793584044,4.0,O5,H18_C12_13C_O5,0,13,18,5,0,0,True
297,297,297,256.037266037,0.0290079529787564,0.3614356669533271,10.0,O5,H8_C14_O5,0,14,8,5,0,0,True
298,298,298,256.058316037,0.0633922433880927,0.0512109906276908,5.0,O7,H12_C11_O7,0,11,12,7,0,0,True
299,299,299,256.069596037,0.0175201949590275,0.2332686149583916,5.0,N2O6,H12_C10_N2_O6,0,10,12,6,2,0,True
300,300,300,256.073636037,0.0260844231814827,0.3008236272081878,9.0,O4,H12_C15_O4,0,15,12,4,0,0,True
301,301,301,256.094656037,0.0734400911200435,-0.1264961967831947,4.0,O6,H16_C12_O6,0,12,16,6,0,0,True
302,302,302,256.10596603700003,0.0375210505747796,0.1726824278828659,4.0,N2O5,H16_C11_N2_O5,0,11,16,5,2,0,True
303,303,303,256.10999603700003,0.0175863018952192,0.2011830887416575,8.0,O3,H16_C16_O3,0,16,16,3,0,0,True
304,304,304,256.131126037,0.0694943796361023,0.2033997225789783,3.0,O5,H20_C13_O5,0,13,20,5,0,0,True
305,305,305,256.142336037,0.1811942696803759,0.1121134460162589,3.0,N2O4,H20_C12_N2_O4,0,12,20,4,2,0,True
306,306,306,256.167526037,0.0517260014952037,0.2599431749133707,2.0,O4,H24_C14_O4,0,14,24,4,0,0,True
307,307,307,256.203826037,0.0349766859878053,-0.0738435499011517,1.0,O3,H28_C15_O3,0,15,28,3,0,0,True
308,308,308,256.240206037,0.9474223270806632,-0.0953285214251509,0.0,O2,H32_C16_O2,0,16,32,2,0,0,True
309,309,309,257.053636037,0.0151641204512796,0.3273246831012047,5.0,N1O7,H11_C10_N_O7,0,10,11,7,1,0,True
310,310,310,257.068866037,0.0141194500271855,0.2258538768615072,9.0,N1O4,H11_C14_N_O4,0,14,11,4,1,0,True
311,311,311,257.090006037,0.016629110596528,0.2669570905562138,4.0,N1O6,H15_C11_N_O6,0,11,15,6,1,0,True
312,312,312,257.243636037,0.1441745795953241,0.1972177069365152,0.0,O2,H32_C15_13C_O2,0,16,32,2,0,0,True
313,313,313,258.016496037,0.0266276178201095,0.2246949357685585,10.0,O6,H6_C13_O6,0,13,6,6,0,0,True
314,314,314,258.037496037,0.0130830566235581,-0.2769093683270781,5.0,O8,H10_C10_O8,0,10,10,8,0,0,True
315,315,315,258.052866037,0.0386965149132005,0.1645670542881061,9.0,O5,H10_C14_O5,0,14,10,5,0,0,True
316,316,316,258.073976037,0.0297579578333139,0.0892728526714279,4.0,O7,H14_C11_O7,0,11,14,7,0,0,True
317,317,317,258.085256037,0.0251690660316905,0.2699069334239183,4.0,N2O6,H14_C10_N2_O6,0,10,14,6,2,0,True
318,318,318,258.089236037,0.0214990327294263,0.1044561190597432,8.0,O4,H14_C15_O4,0,15,14,4,0,0,True
319,319,319,258.110396037,0.0647636680065245,0.2228929979770723,3.0,O6,H18_C12_O6,0,12,18,6,0,0,True
320,320,320,258.121566037,0.0415208478970057,-0.0226598658018611,3.0,N2O5,H18_C11_N2_O5,0,11,18,5,2,0,True
321,321,321,258.125696037,0.014660011068391,0.39302944857986,7.0,O3,H18_C16_O3,0,16,18,3,0,0,True
322,322,322,258.146776037,0.1080617451163152,0.2015248875931184,2.0,O5,H22_C13_O5,0,13,22,5,0,0,True
323,323,323,258.183146037,0.0717606023534894,0.1414306105455702,1.0,O4,H26_C14_O4,0,14,26,4,0,0,True
324,324,324,258.219506037,0.0333141456949784,0.0426265241569686,0.0,O3,H30_C15_O3,0,15,30,3,0,0,True
325,325,325,259.047946037,0.0197092362810206,-0.4883497512734605,9.0,N1O5,H9_C13_N_O5,0,13,9,5,1,0,True
326,326,326,259.069266037,0.0131350489339391,0.2472929381902851,4.0,N1O7,H13_C10_N_O7,0,10,13,7,1,0,True
327,327,327,259.105536037,0.0169659562021826,-0.1985368619111829,3.0,N1O6,H17_C11_N_O6,0,11,17,6,1,0,True
328,328,328,259.113666037,0.015299113557808,-0.1053939008137644,3.0,O6,H18_C11_13C_O6,0,12,18,6,0,0,True
329,329,329,260.029716037,0.0348576765117091,0.4972547060621496,13.0,O1S1,H8_C17_O_S,0,17,8,1,0,1,True
330,330,330,260.032066037,0.053614133073129,-0.0849856723992308,9.0,O6,H8_C13_O6,0,13,8,6,0,0,True
331,331,331,260.053176037,0.0152049230067187,-0.1596865709682348,4.0,O8,H12_C10_O8,0,10,12,8,0,0,True
332,332,332,260.068536037,0.0474811643170608,0.2399098366845721,8.0,O5,H12_C14_O5,0,14,12,5,0,0,True
333,333,333,260.079746037,0.015006141015185,0.1500039914137634,8.0,N2O4,H12_C13_N2_O4,0,13,12,4,2,0,True
334,334,334,260.089536037,0.028348819371626,-0.2577381658397695,3.0,O7,H16_C11_O7,0,11,16,7,0,0,True
335,335,335,260.104906037,0.0232177827294263,0.1802541931061066,7.0,O4,H16_C15_O4,0,15,16,4,0,0,True
336,336,336,260.125966037,0.1035549317449221,-0.0866618598038575,2.0,O6,H20_C12_O6,0,12,20,6,0,0,True
337,337,337,260.137276037,0.0993792598741698,0.207878704592726,2.0,N2O5,H20_C11_N2_O5,0,11,20,5,2,0,True
338,338,338,260.141196037,0.0146202461746087,-0.1869100347756715,6.0,O3,H20_C16_O3,0,16,20,3,0,0,True
339,339,339,260.162386037,0.0487210425647597,0.0459290068002305,1.0,O5,H24_C13_O5,0,13,24,5,0,0,True
340,340,340,260.198826037,0.0245368812866519,0.2553470398511985,0.0,O4,H28_C14_O4,0,14,28,4,0,0,True
341,341,341,261.027356037,0.016414211474232,0.0725134726057388,9.0,N1O6,H7_C12_N_O6,0,12,7,6,1,0,True
342,342,342,261.063776037,0.0303861011592683,0.2046243291189713,8.0,N1O5,H11_C13_N_O5,0,13,11,5,1,0,True
343,343,343,261.100186037,0.0143933320226028,0.298398868178895,7.0,N1O4,H15_C14_N_O4,0,14,15,4,1,0,True
344,344,344,262.011356037,0.0328754211328595,0.012728456053374,9.0,O7,H6_C12_O7,0,12,6,7,0,0,True
345,345,345,262.047766037,0.0635982586702396,0.1061905635018184,8.0,O6,H10_C13_O6,0,13,10,6,0,0,True
346,346,346,262.058976037,0.0161882864383082,0.0169694625536229,8.0,N2O5,H10_C12_N2_O5,0,12,10,5,2,0,True
347,347,347,262.068896037,0.0156896505689541,0.1083646341067971,3.0,O8,H14_C10_O8,0,10,14,8,0,0,True
348,348,348,262.084176037,0.0535598955299234,0.199626703185871,7.0,O5,H14_C14_O5,0,14,14,5,0,0,True
349,349,349,262.095276037,0.0167491698706745,-0.3092806601810065,7.0,N2O4,H14_C13_N2_O4,0,13,14,4,2,0,True
350,350,350,262.105336037,0.0205116703561303,0.316250715190035,2.0,O7,H18_C11_O7,0,11,18,7,0,0,True
351,351,351,262.120566037,0.0344431215775369,0.2167361410740563,6.0,O4,H18_C15_O4,0,15,18,4,0,0,True
352,352,352,262.141686037,0.0582545802749621,0.1807533962022471,1.0,O6,H22_C12_O6,0,12,22,6,0,0,True
353,353,353,262.177986037,0.0169715146704726,-0.1454164805348653,0.0,O5,H26_C13_O5,0,13,26,5,0,0,True
354,354,354,263.043066037,0.02938107426502,0.2997760069038235,8.0,N1O6,H9_C12_N_O6,0,12,9,6,1,0,True
355,355,355,263.051136037,0.0147381937162608,0.1634168953599417,8.0,O6,H10_C12_13C_O6,0,13,10,6,0,0,True
356,356,356,263.079386037,0.0203027484077051,0.0507299344276056,7.0,N1O5,H13_C13_N_O5,0,13,13,5,1,0,True
357,357,357,263.115686037,0.0138342387082993,-0.2742595894778056,6.0,N1O4,H17_C14_N_O4,0,14,17,4,1,0,True
358,358,358,264.024556037,0.0128251703949667,0.2070299856045735,12.0,O2S1,H8_C16_O2_S,0,16,8,2,0,1,True
359,359,359,264.026986037,0.0820705840518078,-0.0633988225857801,8.0,O7,H8_C12_O7,0,12,8,7,0,0,True
360,360,360,264.063406037,0.0721906736669385,0.0672300652148559,7.0,O6,H12_C13_O6,0,13,12,6,0,0,True
361,361,361,264.084486037,0.0359563114101518,-0.1199426762161764,2.0,O8,H16_C10_O8,0,10,16,8,0,0,True
362,362,362,264.099786037,0.0555749737853897,0.0463650507911108,6.0,O5,H16_C14_O5,0,14,16,5,0,0,True
363,363,363,264.111096037,0.0135617220571672,0.3364682562976118,6.0,N2O4,H16_C13_N2_O4,0,13,16,4,2,0,True
364,364,364,264.136216037,0.0413205306516757,0.2148020472809031,5.0,O4,H20_C15_O4,0,15,20,4,0,0,True
365,365,365,265.022316037,0.0156363171870752,0.2425757986620126,8.0,N1O7,H7_C11_N_O7,0,11,7,7,1,0,True
366,366,366,265.058656037,0.0285347731950755,0.0708522418609844,7.0,N1O6,H11_C12_N_O6,0,12,11,6,1,0,True
367,367,367,265.095006037,0.0247428722960114,-0.063101905394183,6.0,N1O5,H15_C13_N_O5,0,13,15,5,1,0,True
368,368,368,265.131276037,0.0182417460386811,-0.498756698906599,5.0,N1O4,H19_C14_N_O4,0,14,19,4,1,0,True
369,369,369,266.006326037,0.0433323320808575,0.2206526471811341,8.0,O8,H6_C11_O8,0,11,6,8,0,0,True
370,370,370,266.021466037,0.0166128842382228,-0.2157156745500797,12.0,O5,H6_C15_O5,0,15,6,5,0,0,True
371,371,371,266.042706037,0.0978588124781544,0.1999190311996031,7.0,O7,H10_C12_O7,0,12,10,7,0,0,True
372,372,372,266.057916037,0.0207374072779525,0.0267122290270019,11.0,O4,H10_C16_O4,0,16,10,4,0,0,True
373,373,373,266.063726037,0.01756681691522,-0.2113816897150481,2.0,O9,H14_C9_O9,0,9,14,9,0,0,True
374,374,374,266.079066037,0.0931177485047963,0.1040254704714093,6.0,O6,H14_C13_O6,0,13,14,6,0,0,True
375,375,375,266.090256037,0.021186441706474,-0.0590062944397235,6.0,N2O5,H14_C12_N2_O5,0,12,14,5,2,0,True
376,376,376,266.115436037,0.0692505109421725,0.0457357910595106,5.0,O5,H18_C14_O5,0,14,18,5,0,0,True
377,377,377,266.126736037,0.013120982853703,0.2960657059029402,5.0,N2O4,H18_C13_N2_O4,0,13,18,4,2,0,True
378,378,378,266.136566037,0.0123567056002174,0.0478814324659311,0.0,O7,H22_C11_O7,0,11,22,7,0,0,True
379,379,379,266.151776037,0.0427703503048662,-0.1252555984676853,4.0,O4,H22_C15_O4,0,15,22,4,0,0,True
380,380,380,266.188206037,0.0152291836576177,0.0419064396111868,3.0,O3,H26_C16_O3,0,16,26,3,0,0,True
381,381,381,267.037956037,0.0220122383393529,0.2030198285268579,7.0,N1O7,H9_C11_N_O7,0,11,9,7,1,0,True
382,382,382,267.074386037,0.0229288758786749,0.3695824278834861,6.0,N1O6,H13_C12_N_O6,0,12,13,6,1,0,True
383,383,383,267.082496037,0.0155670547885354,0.3850458249695904,6.0,O6,H14_C12_13C_O6,0,13,14,6,0,0,True
384,384,384,267.110786037,0.0144129080255543,0.4237867054627908,5.0,N1O5,H17_C13_N_O5,0,13,17,5,1,0,True
385,385,385,267.118656037,0.0134031843469649,-0.4592303728485722,5.0,O5,H18_C13_13C_O5,0,14,18,5,0,0,True
386,386,386,267.985506037,0.0170809546001786,-0.0965388030635225,8.0,O9,H4_C10_O9,0,10,4,9,0,0,True
387,387,387,268.021936037,0.074891452095227,0.0694756565690076,7.0,O8,H8_C11_O8,0,11,8,8,0,0,True
388,388,388,268.037146037,0.0324851875315546,-0.1024447557819699,11.0,O5,H8_C15_O5,0,15,8,5,0,0,True
389,389,389,268.058316037,0.0774081517728843,0.0489184600447281,6.0,O7,H12_C12_O7,0,12,12,7,0,0,True
390,390,390,268.079456037,0.0180412467474465,0.0883506715653353,1.0,O9,H16_C9_O9,0,9,16,9,0,0,True
391,391,391,268.094666037,0.0870148355275933,-0.0835339259248608,5.0,O6,H16_C13_O6,0,13,16,6,0,0,True
392,392,392,268.105906037,0.0213563936949007,-0.0588386889407495,5.0,N2O5,H16_C12_N2_O5,0,12,16,5,2,0,True
393,393,393,268.131056037,0.0781042953124393,-0.0667695875242427,4.0,O5,H20_C14_O5,0,14,20,5,0,0,True
394,394,394,268.167416037,0.0495207641558895,-0.1618802187837125,3.0,O4,H24_C15_O4,0,15,24,4,0,0,True
395,395,395,268.203866037,0.0257871240145248,0.0786006566995537,2.0,O3,H28_C16_O3,0,16,28,3,0,0,True
396,396,396,268.240206037,0.0341323995592061,-0.0910639025076422,1.0,O2,H32_C17_O2,0,17,32,2,0,0,True
397,397,397,269.032376037,0.0148856266262767,-0.172588893055989,11.0,N1O5,H7_C14_N_O5,0,14,7,5,1,0,True
398,398,398,269.053496037,0.0231982370674589,-0.2076167039438478,6.0,N1O7,H11_C11_N_O7,0,11,11,7,1,0,True
399,399,399,269.068896037,0.0148360130490504,0.3272767729490344,10.0,N1O4,H11_C15_N_O4,0,15,11,4,1,0,True
400,400,400,269.089876037,0.0203151214610276,-0.2280576322450977,5.0,N1O6,H15_C12_N_O6,0,12,15,6,1,0,True
401,401,401,269.098056037,0.0190723729562313,0.0474362401427944,5.0,O6,H16_C12_13C_O6,0,13,16,6,0,0,True
402,402,402,269.134526037,0.0147251228203037,0.3613694661371974,4.0,O5,H20_C13_13C_O5,0,14,20,5,0,0,True
403,403,403,269.170706037,0.0135329405996349,-0.4021648626722342,3.0,O4,H24_C14_13C_O4,0,15,24,4,0,0,True
404,404,404,270.001206037,0.0148898258184783,0.0890921945724197,7.0,O9,H6_C10_O9,0,10,6,9,0,0,True
405,405,405,270.016376037,0.0197273377121441,-0.229708290082851,11.0,O6,H6_C14_O6,0,14,6,6,0,0,True
406,406,406,270.037596037,0.0310148270321177,0.1057149093992205,6.0,O8,H10_C11_O8,0,11,10,8,0,0,True
407,407,407,270.048776037,0.020755818187114,-0.0919574619775777,6.0,N2O7,H10_C10_N2_O7,0,10,10,7,2,0,True
408,408,408,270.052796037,0.043228159345994,-0.1019541377964943,10.0,O5,H10_C15_O5,0,15,10,5,0,0,True
409,409,409,270.073976037,0.0724114832129403,0.085306257119436,5.0,O7,H14_C12_O7,0,12,14,7,0,0,True
410,410,410,270.085196037,0.0245587814089867,0.0357627894514642,5.0,N2O6,H14_C11_N2_O6,0,11,14,6,2,0,True
411,411,411,270.089216037,0.0200995912462619,0.0257655602222098,9.0,O4,H14_C16_O4,0,16,14,4,0,0,True
412,412,412,270.095106037,0.0139952947201833,0.0874173559224709,0.0,O9,H18_C9_O9,0,9,18,9,0,0,True
413,413,413,270.110356037,0.0858023976659287,0.0649031019256382,4.0,O6,H18_C13_O6,0,13,18,6,0,0,True
414,414,414,270.121546037,0.0137312796128004,-0.095693958636577,4.0,N2O5,H18_C12_N2_O5,0,12,18,5,2,0,True
415,415,415,270.146756037,0.0694538986950949,0.1185392728263896,3.0,O5,H22_C14_O5,0,14,22,5,0,0,True
416,416,416,270.183096037,0.0421845933337216,-0.0499105984373399,2.0,O4,H26_C15_O4,0,15,26,4,0,0,True
417,417,417,270.219486037,0.054056219416288,-0.0332803532029025,1.0,O3,H30_C16_O3,0,16,30,3,0,0,True
418,418,418,270.255896037,0.1257515340401569,0.0573493502105247,0.0,O2,H34_C17_O2,0,17,34,2,0,0,True
419,419,419,271.048126037,0.0243750485455745,0.197359785390728,10.0,N1O5,H9_C14_N_O5,0,14,9,5,1,0,True
420,420,420,271.105626037,0.0136703245757116,0.1422250085148816,4.0,N1O6,H17_C12_N_O6,0,12,17,6,1,0,True
421,421,421,271.259326037,0.0237760022233873,0.3342152373051721,0.0,O2,H34_C16_13C_O2,0,17,34,2,0,0,True
422,422,422,272.029576037,0.0164955677890403,-0.039330282335109,14.0,O1S1,H8_C18_O_S,0,18,8,1,0,1,True
423,423,423,272.032106037,0.0482824393665773,0.0658047327426349,10.0,O6,H8_C14_O6,0,14,8,6,0,0,True
424,424,424,272.053206037,0.0240376750067963,-0.0423703882691199,5.0,O8,H12_C11_O8,0,11,12,8,0,0,True
425,425,425,272.068506037,0.0462195497883412,0.1190619248739008,9.0,O5,H12_C15_O5,0,15,12,5,0,0,True
426,426,426,272.079706037,0.0129227591362771,-0.0036276135241574,9.0,N2O4,H12_C14_N2_O4,0,14,12,4,2,0,True
427,427,427,272.089596037,0.0741135092624956,-0.0258554539113467,4.0,O7,H16_C12_O7,0,12,16,7,0,0,True
428,428,428,272.100886037,0.0220260798963066,0.182230204103615,4.0,N2O6,H16_C11_N2_O6,0,11,16,6,2,0,True
429,429,429,272.104896037,0.026375775515554,0.1355543414436437,8.0,O4,H16_C16_O4,0,16,16,4,0,0,True
430,430,430,272.125986037,0.0797806286166453,-0.0093449362581178,3.0,O6,H20_C13_O6,0,13,20,6,0,0,True
431,431,431,272.137266037,0.0523962945162918,0.1619660571518594,3.0,N2O5,H20_C12_N2_O5,0,12,20,5,2,0,True
432,432,432,272.162376037,0.0815578881704143,0.0071611662533405,2.0,O5,H24_C14_O5,0,14,24,5,0,0,True
433,433,433,272.198756037,0.0674650168453143,-0.0130750046190826,1.0,O4,H28_C15_O4,0,15,28,4,0,0,True
434,434,434,272.235106037,0.0535212775253407,-0.1435046369086735,0.0,O3,H32_C16_O3,0,16,32,3,0,0,True
435,435,435,273.027376037,0.0225227375334964,0.1425791091088619,10.0,N1O6,H7_C13_N_O6,0,13,7,6,1,0,True
436,436,436,273.063806037,0.0277859637752922,0.3054963644600846,9.0,N1O5,H11_C14_N_O5,0,14,11,5,1,0,True
437,437,437,273.084806037,0.0159424577168045,-0.1684751364876544,4.0,N1O7,H15_C11_N_O7,0,11,15,7,1,0,True
438,438,438,273.121146037,0.0130096314419977,-0.3350747509871845,3.0,N1O6,H19_C12_N_O6,0,12,19,6,1,0,True
439,439,439,273.165736037,0.0150711981533263,0.0260244936631199,2.0,O5,H24_C13_13C_O5,0,14,24,5,0,0,True
440,440,440,274.008936037,0.042732982348829,0.309241739541228,14.0,O2S1,H6_C17_O2_S,0,17,6,2,0,1,True
441,441,441,274.011286037,0.0356305766728805,-0.2432928983589147,10.0,O7,H6_C13_O7,0,13,6,7,0,0,True
442,442,442,274.022646037,0.0136398500912656,0.2187957853384681,10.0,N2O6,H6_C12_N2_O6,0,12,6,6,2,0,True
443,443,443,274.045306037,0.0216899382014835,0.2526115151696231,13.0,O1S1,H10_C18_O_S,0,18,10,1,0,1,True
