,Unnamed: 0,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
979,979,979,322.126416037,0.0160819352207852,0.1038815767864556,2.0,O9,H22_C13_O9,0,13,22,9,0,0,True
980,980,980,322.141656037,0.1011121002271932,0.0539607335174116,6.0,O6,H22_C17_O6,0,17,22,6,0,0,True
981,981,981,322.162726037,0.0178965323896073,-0.1305085804324736,1.0,O8,H26_C14_O8,0,14,26,8,0,0,True
982,982,982,322.178046037,0.0624249303371004,0.0678972396937096,5.0,O5,H26_C18_O5,0,18,26,5,0,0,True
983,983,983,322.214426037,0.0218829311332478,0.0507953669298106,4.0,O4,H30_C19_O4,0,19,30,4,0,0,True
984,984,984,323.064126037,0.0369148013029632,0.0291768700389546,8.0,N1O8,H13_C14_N_O8,0,14,13,8,1,0,True
985,985,985,323.100526037,0.0420910884888733,0.0740264966577053,7.0,N1O7,H17_C15_N_O7,0,15,17,7,1,0,True
986,986,986,323.108636037,0.021461191454037,0.0868160020706682,7.0,O7,H18_C15_13C_O7,0,16,18,7,0,0,True
987,987,987,323.111866037,0.0149895020194959,-0.3525002080629053,2.0,O7S1,H22_C12_13C_O7_S,0,13,22,7,0,1,True
988,988,988,323.136826037,0.0240524874752417,-0.190600374238726,6.0,N1O6,H21_C16_N_O6,0,16,21,6,1,0,True
989,989,989,323.144966037,0.0233037569420171,-0.0849680572906206,6.0,O6,H22_C16_13C_O6,0,17,22,6,0,0,True
990,990,990,324.011636037,0.0190635073206726,-0.3415278578438624,9.0,O10,H8_C13_O10,0,13,8,10,0,0,True
991,991,991,324.026986037,0.0349492395335741,-0.0516592776741953,13.0,O7,H8_C17_O7,0,17,8,7,0,0,True
992,992,992,324.048136037,0.0751714751058293,0.0118284895593697,8.0,O9,H12_C14_O9,0,14,12,9,0,0,True
993,993,993,324.063376037,0.0216984033360518,-0.03779199032654,12.0,O6,H12_C18_O6,0,18,12,6,0,0,True
994,994,994,324.069236037,0.0202506043924035,-0.0789800362539143,3.0,O11,H16_C11_O11,0,11,16,11,0,0,True
995,995,995,324.074616037,0.0185573590236514,-0.0173632852708141,12.0,N2O5,H12_C17_N2_O5,0,17,12,5,2,0,True
996,996,996,324.084556037,0.1183577760301371,0.1182561750550387,7.0,O8,H16_C15_O8,0,15,16,8,0,0,True
997,997,997,324.095786037,0.0244605919161909,0.1078230618453654,7.0,N2O7,H16_C14_N2_O7,0,14,16,7,2,0,True
998,998,998,324.099816037,0.0232333779952619,0.1303456462616595,11.0,O5,H16_C19_O5,0,19,16,5,0,0,True
999,999,999,324.105706037,0.073282724571828,0.1817215770464935,2.0,O10,H20_C12_O10,0,12,20,10,0,0,True
1000,1000,1000,324.120896037,0.1158102741854052,-0.0221614837782154,6.0,O7,H20_C16_O7,0,16,20,7,0,0,True
1001,1001,1001,324.141976037,0.0149707209503281,-0.1746487779306262,1.0,O9,H24_C13_O9,0,13,24,9,0,0,True
1002,1002,1002,324.157336037,0.0812366621033826,0.1459445605818384,5.0,O6,H24_C17_O6,0,17,24,6,0,0,True
1003,1003,1003,324.193636037,0.0749111373257213,-0.1178277293885195,4.0,O5,H28_C18_O5,0,18,28,5,0,0,True
1004,1004,1004,325.043386037,0.0156411231989591,0.0149518501184029,8.0,N1O9,H11_C13_N_O9,0,13,11,9,1,0,True
1005,1005,1005,325.058686037,0.0207427472911569,0.1500652100108141,12.0,N1O6,H11_C17_N_O6,0,17,11,6,1,0,True
1006,1006,1006,325.079736037,0.0289078155947803,-0.0942784080604964,7.0,N1O8,H15_C14_N_O8,0,14,15,8,1,0,True
1007,1007,1007,325.087986037,0.0209261828129247,0.3490901076537629,7.0,O8,H16_C14_13C_O8,0,15,16,8,0,0,True
1008,1008,1008,325.116186037,0.0323318017204551,0.1040981699030309,6.0,N1O7,H19_C15_N_O7,0,15,19,7,1,0,True
1009,1009,1009,325.124186037,0.0235703267602625,-0.2215245837314938,6.0,O7,H20_C15_13C_O7,0,16,20,7,0,0,True
1010,1010,1010,325.152666037,0.0145790370499825,0.394694595474254,5.0,N1O6,H23_C16_N_O6,0,16,23,6,1,0,True
1011,1011,1011,325.160736037,0.0197241276360247,0.2843793537547181,5.0,O6,H24_C16_13C_O6,0,17,24,6,0,0,True
1012,1012,1012,326.003876037,0.018137112120859,0.3377107087294783,17.0,O3S1,H6_C20_O3_S,0,20,6,3,0,1,True
1013,1013,1013,326.006236037,0.0195973690725853,-0.0960257704690061,13.0,O8,H6_C16_O8,0,16,6,8,0,0,True
1014,1014,1014,326.027436037,0.0321245545943531,0.1204407839236589,8.0,O10,H10_C13_O10,0,13,10,10,0,0,True
1015,1015,1015,326.042686037,0.0414267301642782,0.1017872857252913,12.0,O7,H10_C17_O7,0,17,10,7,0,0,True
1016,1016,1016,326.063746037,0.0732167936133442,-0.1111469779014377,7.0,O9,H14_C14_O9,0,14,14,9,0,0,True
1017,1017,1017,326.075076037,0.0138778447706707,0.1851690129887634,7.0,N2O8,H14_C13_N2_O8,0,13,14,8,2,0,True
1018,1018,1018,326.079056037,0.0381957005611868,0.0542169135618763,11.0,O6,H14_C18_O6,0,18,14,6,0,0,True
1019,1019,1019,326.084916037,0.1260717527865159,0.0132818164862427,2.0,O11,H18_C11_O11,0,11,18,11,0,0,True
1020,1020,1020,326.090366037,0.0210176062662627,0.2891805764066438,11.0,N2O5,H14_C17_N2_O5,0,17,14,5,2,0,True
1021,1021,1021,326.100186037,0.1239342668647326,0.0559674627923766,6.0,O8,H18_C15_O8,0,15,18,8,0,0,True
1022,1022,1022,326.111466037,0.0228352436016932,0.1989227818167102,6.0,N2O7,H18_C14_N2_O7,0,14,18,7,2,0,True
1023,1023,1023,326.115436037,0.0243762925259233,0.0373211404164196,10.0,O5,H18_C19_O5,0,19,18,5,0,0,True
1024,1024,1024,326.121286037,0.0419366164705425,-0.0342725251455879,1.0,O10,H22_C12_O10,0,12,22,10,0,0,True
1025,1025,1025,326.136516037,0.0983458580915763,-0.1142374380017298,5.0,O7,H22_C16_O7,0,16,22,7,0,0,True
1026,1026,1026,326.151726037,0.0170689881160433,-0.2555160478457504,9.0,O4,H22_C20_O4,0,20,22,4,0,0,True
1027,1027,1027,326.155216037,0.0218940420016311,0.1064370530338847,4.0,O4S1,H26_C17_O4_S,0,17,26,4,0,1,True
1028,1028,1028,326.172966037,0.0735279707464367,0.0834986428687557,4.0,O6,H26_C17_O6,0,17,26,6,0,0,True
1029,1029,1029,326.191536037,0.8580867218144393,-0.0944015909330574,3.0,O3S1,H30_C18_O3_S,0,18,30,3,0,1,True
1030,1030,1030,326.209306037,0.0887768821119266,-0.0560161825096895,3.0,O5,H30_C18_O5,0,18,30,5,0,0,True
1031,1031,1031,326.245676037,0.0138475280593421,-0.1035446673918415,2.0,O4,H34_C19_O4,0,19,34,4,0,0,True
1032,1032,1032,326.318456037,0.0298577918074488,-0.0759901854208003,0.0,O2,H42_C21_O2,0,21,42,2,0,0,True
1033,1033,1033,327.037856037,0.0185269512893704,-0.1400021408584788,12.0,N1O7,H9_C16_N_O7,0,16,9,7,1,0,True
1034,1034,1034,327.059026037,0.0197169975047574,-0.0159420762799677,7.0,N1O9,H13_C13_N_O9,0,13,13,9,1,0,True
1035,1035,1035,327.074326037,0.0229762199502893,0.1183400741567911,11.0,N1O6,H13_C17_N_O6,0,17,13,6,1,0,True
1036,1036,1036,327.095316037,0.0265865482640102,-0.3079285916828196,6.0,N1O8,H17_C14_N_O8,0,14,17,8,1,0,True
1037,1037,1037,327.131866037,0.016057371160045,0.1949366803349212,5.0,N1O7,H21_C15_N_O7,0,15,21,7,1,0,True
1038,1038,1038,327.139976037,0.0230200080585653,0.2075655834669351,5.0,O7,H22_C15_13C_O7,0,16,22,7,0,0,True
1039,1039,1039,327.176326037,0.0155480309914948,0.0990138877026127,4.0,O6,H26_C16_13C_O6,0,17,26,6,0,0,True
1040,1040,1040,327.179546037,0.0184095195444483,-0.3654048713671213,-1.0,O6S1,H30_C13_13C_O6_S,0,14,30,6,0,1,True
1041,1041,1041,327.194926037,0.1511805676919492,0.0133467840831706,3.0,O3S1,H30_C17_13C_O3_S,0,18,30,3,0,1,True
1042,1042,1042,327.212586037,0.0200376895704687,-0.2845642373326492,3.0,O5,H30_C17_13C_O5,0,18,30,5,0,0,True
1043,1043,1043,328.019556037,0.023900072575634,0.4268678419194331,16.0,O3S1,H8_C20_O3_S,0,20,8,3,0,1,True
1044,1044,1044,328.021946037,0.0449960435356712,0.0872533083790516,12.0,O8,H8_C16_O8,0,16,8,8,0,0,True
1045,1045,1045,328.043026037,0.027094086178104,-0.0634276551860685,7.0,O10,H12_C13_O10,0,13,12,10,0,0,True
1046,1046,1046,328.058306037,0.0556032212416016,0.0094891669885339,11.0,O7,H12_C17_O7,0,17,12,7,0,0,True
1047,1047,1047,328.079466037,0.0716101474814556,0.1026732954530359,6.0,O9,H16_C14_O9,0,14,16,9,0,0,True
1048,1048,1048,328.094706037,0.1461389398617422,0.0536582872516166,10.0,O6,H16_C18_O6,0,18,16,6,0,0,True
1049,1049,1049,328.100596037,0.0274609572216396,0.1044100510495404,1.0,O11,H20_C11_O11,0,11,20,11,0,0,True
1050,1050,1050,328.115796037,0.0970000351955415,-0.0665100560865743,5.0,O8,H20_C15_O8,0,15,20,8,0,0,True
1051,1051,1051,328.126946037,0.0131273119829896,-0.3206167652579753,5.0,N2O7,H20_C14_N2_O7,0,14,20,7,2,0,True
1052,1052,1052,328.131066037,0.0340539741834634,-0.0240848881964335,9.0,O5,H20_C19_O5,0,19,20,5,0,0,True
1053,1053,1053,328.152256037,0.0863496883374111,0.1605017154200067,4.0,O7,H24_C16_O7,0,16,24,7,0,0,True
1054,1054,1054,328.167406037,0.0151765056409957,-0.1627553468984861,8.0,O4,H24_C20_O4,0,20,24,4,0,0,True
1055,1055,1055,328.188576037,0.0633835233892578,-0.0391208009722667,3.0,O6,H28_C17_O6,0,17,28,6,0,0,True
1056,1056,1056,328.199786037,0.0155121982892539,-0.1103565618304101,3.0,N2O5,H28_C16_N2_O5,0,16,28,5,2,0,True
1057,1057,1057,328.224976037,0.095906885947027,0.0050361797257194,2.0,O5,H32_C18_O5,0,18,32,5,0,0,True
1058,1058,1058,328.261366037,0.0342347518350227,0.0187198391951431,1.0,O4,H36_C19_O4,0,19,36,4,0,0,True
1059,1059,1059,329.053646037,0.0199091894345411,0.286093167850308,11.0,N1O7,H11_C16_N_O7,0,16,11,7,1,0,True
1060,1060,1060,329.074706037,0.014450427686512,0.0750954099982291,6.0,N1O9,H15_C13_N_O9,0,13,15,9,1,0,True
1061,1061,1061,329.089876037,0.0273162428638005,-0.1864779334117997,10.0,N1O6,H15_C17_N_O6,0,17,15,6,1,0,True
1062,1062,1062,329.098056037,0.030454265214183,0.0387878316932238,10.0,O6,H16_C17_13C_O6,0,18,16,6,0,0,True
1063,1063,1063,329.110946037,0.013024516728805,-0.3670373210937593,5.0,N1O8,H19_C14_N_O8,0,14,19,8,1,0,True
1064,1064,1064,329.119256037,0.0141554708435279,0.2532121670379424,5.0,O8,H20_C14_13C_O8,0,15,20,8,0,0,True
1065,1065,1065,329.126356037,0.0137702435046021,0.1006421982378452,9.0,N1O5,H19_C18_N_O5,0,18,19,5,1,0,True
1066,1066,1066,329.192006037,0.0137301509281913,0.1893150468024796,3.0,O6,H28_C16_13C_O6,0,17,28,6,0,0,True
1067,1067,1067,329.228236037,0.023333788448095,-0.2830468040232681,2.0,O5,H32_C17_13C_O5,0,18,32,5,0,0,True
1068,1068,1068,329.264766037,0.0140194158025554,0.1558168540685481,1.0,O4,H36_C18_13C_O4,0,19,36,4,0,0,True
1069,1069,1069,329.998756037,0.0249310895568759,0.228652377251507,16.0,O4S1,H6_C19_O4_S,0,19,6,4,0,1,True
1070,1070,1070,330.001086037,0.0183444381335197,-0.290741467400663,12.0,O9,H6_C15_O9,0,15,6,9,0,0,True
1071,1071,1071,330.037606037,0.0641747252320478,0.1167957810537074,11.0,O8,H10_C16_O8,0,16,10,8,0,0,True
1072,1072,1072,330.048706037,0.017269657316789,-0.2873303191731945,11.0,N2O7,H10_C15_N2_O7,0,15,10,7,2,0,True
1073,1073,1073,330.052846037,0.0168626694240553,0.0680709173628682,15.0,O5,H10_C20_O5,0,20,10,5,0,0,True
1074,1074,1074,330.058766037,0.0237631558507126,0.2094142228619258,6.0,O10,H14_C13_O10,0,13,14,10,0,0,True
1075,1075,1075,330.073936037,0.0713456529865237,-0.0513854567714627,10.0,O7,H14_C17_O7,0,17,14,7,0,0,True
1076,1076,1076,330.085206037,0.029032608062449,0.0595573494813865,10.0,N2O6,H14_C16_N2_O6,0,16,14,6,2,0,True
1077,1077,1077,330.095106037,0.0509768037108237,0.0715278705607571,5.0,O9,H18_C14_O9,0,14,18,9,0,0,True
1078,1078,1078,330.106326037,0.0178648867431744,0.0309930442682735,5.0,N2O8,H18_C13_N2_O8,0,13,18,8,2,0,True
1079,1079,1079,330.110396037,0.0569918613344207,0.1742780617405581,9.0,O6,H18_C18_O6,0,18,18,6,0,0,True
1080,1080,1080,330.121616037,0.0157600173793157,0.1337416208224889,9.0,N2O5,H18_C17_N2_O5,0,17,18,5,2,0,True
1081,1081,1081,330.131436037,0.0654676273835877,-0.09661909319571,4.0,O8,H22_C15_O8,0,15,22,8,0,0,True
1082,1082,1082,330.142706037,0.0337584833391588,0.014305934771185,4.0,N2O7,H22_C14_N2_O7,0,14,22,7,2,0,True
1083,1083,1083,330.146746037,0.0425013653442852,0.0667067002980955,8.0,O5,H22_C19_O5,0,19,22,5,0,0,True
1084,1084,1084,330.167866037,0.0585331529865237,0.0381472616888391,3.0,O7,H26_C16_O7,0,16,26,7,0,0,True
1085,1085,1085,330.179036037,0.013837096829003,-0.1538104921841586,3.0,N2O6,H26_C15_N2_O6,0,15,26,6,2,0,True
1086,1086,1086,330.183096037,0.0410909889704454,-0.0408409763331701,7.0,O4,H26_C20_O4,0,20,26,4,0,0,True
1087,1087,1087,330.204226037,0.0789519677948658,-0.0391061014957948,2.0,O6,H30_C17_O6,0,17,30,6,0,0,True
1088,1088,1088,330.219576037,0.0142939956406074,0.2453125312396706,6.0,O3,H30_C21_O3,0,21,30,3,0,0,True
1089,1089,1089,330.240656037,0.0701284879995339,0.0956242044013202,1.0,O5,H34_C18_O5,0,18,34,5,0,0,True
1090,1090,1090,331.032866037,0.0210676203444794,0.1497555230555222,11.0,N1O8,H9_C15_N_O8,0,15,9,8,1,0,True
1091,1091,1091,331.069286037,0.0420829692415239,0.2539226788619815,10.0,N1O7,H13_C16_N_O7,0,16,13,7,1,0,True
1092,1092,1092,331.105606037,0.0270518697328051,0.056048582768854,9.0,N1O6,H17_C17_N_O6,0,17,17,6,1,0,True
1093,1093,1093,331.171246037,0.0162183422171734,0.1140044627838969,3.0,O7,H26_C15_13C_O7,0,16,26,7,0,0,True
1094,1094,1094,332.016876037,0.0412732169210454,0.1324661580493131,11.0,O9,H8_C15_O9,0,15,8,9,0,0,True
1095,1095,1095,332.032026037,0.0196677904967183,-0.1870271393136401,15.0,O6,H8_C19_O6,0,19,8,6,0,0,True
1096,1096,1096,332.050786037,0.0296193298768884,0.210428654364131,14.0,O3S1,H12_C20_O3_S,0,20,12,3,0,1,True
1097,1097,1097,332.053166037,0.0967442728358382,-0.1551769573448414,10.0,O8,H12_C16_O8,0,16,12,8,0,0,True
1098,1098,1098,332.064436037,0.0248937701464134,-0.0448918895296628,10.0,N2O7,H12_C15_N2_O7,0,15,12,7,2,0,True
1099,1099,1099,332.074436037,0.0175148852868072,0.2681477114018091,5.0,O10,H16_C13_O10,0,13,16,10,0,0,True
1100,1100,1100,332.089626037,0.1027594275505845,0.0691530184242908,9.0,O7,H16_C17_O7,0,17,16,7,0,0,True
1101,1101,1101,332.100876037,0.0266586627150568,0.1191957107734064,9.0,N2O6,H16_C16_N2_O6,0,16,16,6,2,0,True
1102,1102,1102,332.110706037,0.0356625500019418,-0.0796812615767299,4.0,O9,H20_C14_O9,0,14,20,9,0,0,True
1103,1103,1103,332.122026037,0.021467095809546,0.181129209420348,4.0,N2O8,H20_C13_N2_O8,0,13,20,8,2,0,True
1104,1104,1104,332.125976037,0.0756424217930793,-0.0377657904839449,8.0,O6,H20_C18_O6,0,18,20,6,0,0,True
1105,1105,1105,332.137266037,0.0174219629888539,0.1327071801066411,8.0,N2O5,H20_C17_N2_O5,0,17,20,5,2,0,True
1106,1106,1106,332.147186037,0.0522785047477571,0.2048158251408429,3.0,O8,H24_C15_O8,0,15,24,8,0,0,True
1107,1107,1107,332.162416037,0.0543229227348634,0.1262906277473877,7.0,O5,H24_C19_O5,0,19,24,5,0,0,True
1108,1108,1108,332.183486037,0.0451389738436444,-0.0526185096045972,2.0,O7,H28_C16_O7,0,16,28,7,0,0,True
1109,1109,1109,332.198746037,0.0423987460678084,-0.0408159277716779,6.0,O4,H28_C20_O4,0,20,28,4,0,0,True
1110,1110,1110,332.219936037,0.0642218205075925,0.1415116762373867,1.0,O6,H32_C17_O6,0,17,32,6,0,0,True
1111,1111,1111,332.256206037,0.0351350295157093,-0.2061511532544069,0.0,O5,H36_C18_O5,0,18,36,5,0,0,True
1112,1112,1112,333.048426037,0.04246471950367,-0.121603937581542,10.0,N1O8,H11_C15_N_O8,0,15,11,8,1,0,True
1113,1113,1113,333.056516037,0.0142353040409336,-0.1692415468317062,10.0,O8,H12_C15_13C_O8,0,16,12,8,0,0,True
1114,1114,1114,333.084876037,0.0437262915550118,0.0720296889773642,9.0,N1O7,H15_C16_N_O7,0,16,15,7,1,0,True
1115,1115,1115,333.093026037,0.0184608807623597,0.2045224448307614,9.0,O7,H16_C16_13C_O7,0,17,16,7,0,0,True
1116,1116,1116,333.121216037,0.0358286729581731,-0.0645891014083449,8.0,N1O6,H19_C17_N_O6,0,17,19,6,1,0,True
1117,1117,1117,333.129326037,0.0192253461299467,-0.0521809358732234,8.0,O6,H20_C17_13C_O6,0,18,20,6,0,0,True
1118,1118,1118,333.157726037,0.0138769163365567,0.3090908357992672,7.0,N1O5,H23_C18_N_O5,0,18,23,5,1,0,True
1119,1119,1119,333.993716037,0.0141680866247232,0.3617283627155243,15.0,O5S1,H6_C18_O5_S,0,18,6,5,0,1,True
1120,1120,1120,334.030026037,0.0133853074391238,0.1356375069960957,14.0,O4S1,H10_C19_O4_S,0,19,10,4,0,1,True
1121,1121,1121,334.032526037,0.0747811019359975,0.1314452833102491,10.0,O9,H10_C15_O9,0,15,10,9,0,0,True
1122,1122,1122,334.047836037,0.0175051579672997,0.292853266619176,14.0,O6,H10_C19_O6,0,19,10,6,0,0,True
1123,1123,1123,334.066376037,0.0234705231271117,0.0293324940793088,13.0,O3S1,H14_C20_O3_S,0,20,14,3,0,1,True
1124,1124,1124,334.068846037,0.1231248907724571,-0.0646603244028171,9.0,O8,H14_C16_O8,0,16,14,8,0,0,True
1125,1125,1125,334.080096037,0.028848662812148,-0.0149095982576193,9.0,N2O7,H14_C15_N2_O7,0,15,14,7,2,0,True
1126,1126,1126,334.089926037,0.0182851882597382,-0.2126044351836577,4.0,O10,H18_C13_O10,0,13,18,10,0,0,True
1127,1127,1127,334.105286037,0.1108713809274146,0.0984450152810041,8.0,O7,H18_C17_O7,0,17,18,7,0,0,True
1128,1128,1128,334.116556037,0.03290645995961,0.2080441652365153,8.0,N2O6,H18_C16_N2_O6,0,16,18,6,2,0,True
1129,1129,1129,334.126386037,0.0224361929104042,0.0103643415463924,3.0,O9,H22_C14_O9,0,14,22,9,0,0,True
1130,1130,1130,334.141606037,0.0924288807332323,-0.0976143030341765,7.0,O6,H22_C18_O6,0,18,22,6,0,0,True
1131,1131,1131,334.162796037,0.0677227756417725,0.0836568293622985,2.0,O8,H26_C15_O8,0,15,26,8,0,0,True
1132,1132,1132,334.178066037,0.0592720348363043,0.1253074461731342,6.0,O5,H26_C19_O5,0,19,26,5,0,0,True
1133,1133,1133,334.199086037,0.0345224268418191,-0.2021340058379697,1.0,O7,H30_C16_O7,0,16,30,7,0,0,True
1134,1134,1134,334.214406037,0.0364798572274651,-0.0108702675291571,5.0,O4,H30_C20_O4,0,20,30,4,0,0,True
1135,1135,1135,335.027716037,0.0193178315177288,-0.0449694138184459,10.0,N1O9,H9_C14_N_O9,0,14,9,9,1,0,True
1136,1136,1136,335.040416037,0.0152291836576177,-0.2081718999052417,18.0,N1O1S1,H9_C22_N_O_S,0,22,9,1,1,1,True
1137,1137,1137,335.064186037,0.0466992528836071,0.2072020912166612,9.0,N1O8,H13_C15_N_O8,0,15,13,8,1,0,True
1138,1138,1138,335.072256037,0.0168542467668647,0.1001545171998087,9.0,O8,H14_C15_13C_O8,0,16,14,8,0,0,True
1139,1139,1139,335.100456037,0.0435738584508136,-0.1375169718597109,8.0,N1O7,H17_C16_N_O7,0,16,17,7,1,0,True
1140,1140,1140,335.108526037,0.0190292523496058,-0.2445446582943899,8.0,O7,H18_C16_13C_O7,0,17,18,7,0,0,True
1141,1141,1141,335.136896037,0.0271726147131927,0.0250942230481911,7.0,N1O6,H21_C17_N_O6,0,17,21,6,1,0,True
1142,1142,1142,335.145096037,0.0142820534292593,0.3059659866163473,7.0,O6,H22_C17_13C_O6,0,18,22,6,0,0,True
1143,1143,1143,335.173236037,0.0136545836731523,-0.110683061827072,6.0,N1O5,H25_C18_N_O5,0,18,25,5,1,0,True
1144,1144,1144,335.181416037,0.0177712848071769,0.1104924026787454,6.0,O5,H26_C18_13C_O5,0,19,26,5,0,0,True
1145,1145,1145,336.011716037,0.0276053438968503,-0.0912438422244662,10.0,O10,H8_C14_O10,0,14,8,10,0,0,True
1146,1146,1146,336.027016037,0.0268814990387976,0.0394640887769152,14.0,O7,H8_C18_O7,0,18,8,7,0,0,True
1147,1147,1147,336.045786037,0.0178590976834051,0.4619400285224033,13.0,O4S1,H12_C19_O4_S,0,19,12,4,0,1,True
1148,1148,1148,336.048136037,0.0928849360654782,0.011406104015482,9.0,O9,H12_C15_O9,0,15,12,9,0,0,True
1149,1149,1149,336.059416037,0.0196984530952658,0.1501311899647181,9.0,N2O8,H12_C14_N2_O8,0,14,12,8,2,0,True
1150,1150,1150,336.063426037,0.0241817582721659,0.1123389131042073,13.0,O6,H12_C19_O6,0,19,12,6,0,0,True
1151,1151,1151,336.084566037,0.1338466906481805,0.1437882155457911,8.0,O8,H16_C16_O8,0,16,16,8,0,0,True
1152,1152,1152,336.095826037,0.0375136837838362,0.2229870001007861,8.0,N2O7,H16_C15_N2_O7,0,15,16,7,2,0,True
1153,1153,1153,336.105686037,0.0358981295390112,0.1157284795835934,3.0,O10,H20_C13_O10,0,13,20,10,0,0,True
1154,1154,1154,336.120896037,0.118113434016855,-0.0213702868949686,7.0,O7,H20_C17_O7,0,17,20,7,0,0,True
1155,1155,1155,336.132096037,0.0222464586003339,-0.1206757715360807,7.0,N2O6,H20_C16_N2_O6,0,16,20,6,2,0,True
1156,1156,1156,336.141996037,0.0349351552487475,-0.1089152810900255,2.0,O9,H24_C14_O9,0,14,24,9,0,0,True
1157,1157,1157,336.157336037,0.1091408161481999,0.1407346944291947,6.0,O6,H24_C18_O6,0,18,24,6,0,0,True
1158,1158,1158,336.178406037,0.0219173378092353,-0.0360493111519233,1.0,O8,H28_C15_O8,0,15,28,8,0,0,True
1159,1159,1159,336.193656037,0.0600517010369334,-0.0541324908525241,5.0,O5,H28_C19_O5,0,19,28,5,0,0,True
1160,1160,1160,336.230146037,0.0214437696609577,0.2566486110727881,4.0,O4,H32_C20_O4,0,20,32,4,0,0,True
1161,1161,1161,337.022216037,0.0153407292516214,-0.1059633409895023,14.0,N1O7,H7_C17_N_O7,0,17,7,7,1,0,True
1162,1162,1162,337.043236037,0.0204423836848032,-0.4306272445510632,9.0,N1O9,H11_C14_N_O9,0,14,11,9,1,0,True
1163,1163,1163,337.079836037,0.0485228673929084,0.2057435438464913,8.0,N1O8,H15_C15_N_O8,0,15,15,8,1,0,True
1164,1164,1164,337.087826037,0.0246555630801196,-0.1379907441280178,8.0,O8,H16_C15_13C_O8,0,16,16,8,0,0,True
1165,1165,1165,337.116126037,0.0377855268651209,-0.0775875075967906,7.0,N1O7,H19_C16_N_O7,0,16,19,7,1,0,True
1166,1166,1166,337.124316037,0.0172566106936191,0.1719751356551462,7.0,O7,H20_C16_13C_O7,0,17,20,7,0,0,True
1167,1167,1167,337.152486037,0.0236367917200668,-0.1532363015284792,6.0,N1O6,H23_C17_N_O6,0,17,23,6,1,0,True
1168,1168,1168,337.160646037,0.0225463003417608,0.0073229186427471,6.0,O6,H24_C17_13C_O6,0,18,24,6,0,0,True
1169,1169,1169,338.006396037,0.0181383378966173,0.3807472329213009,14.0,O8,H6_C17_O8,0,17,6,8,0,0,True
1170,1170,1170,338.027356037,0.047545402248631,-0.1205020814563133,9.0,O10,H10_C14_O10,0,14,10,10,0,0,True
1171,1171,1171,338.042726037,0.0380755927414656,0.2165022182638994,13.0,O7,H10_C18_O7,0,18,10,7,0,0,True
1172,1172,1172,338.061426037,0.0234949172783409,0.42938646298823,12.0,O4S1,H14_C19_O4_S,0,19,14,4,0,1,True
1173,1173,1173,338.063826037,0.1096963352945745,0.1294400544510472,8.0,O9,H14_C15_O9,0,15,14,9,0,0,True
1174,1174,1174,338.075066037,0.0261078949667948,0.1490172008418427,8.0,N2O8,H14_C14_N2_O8,0,14,14,8,2,0,True
1175,1175,1175,338.079026037,0.0297865026311701,-0.0364441418624295,12.0,O6,H14_C19_O6,0,19,14,6,0,0,True
1176,1176,1176,338.084866037,0.0667836918424016,-0.1350814678842076,3.0,O11,H18_C12_O11,0,12,18,11,0,0,True
1177,1177,1177,338.100146037,0.1451650549535904,-0.0643270943210522,7.0,O8,H18_C16_O8,0,16,18,8,0,0,True
1178,1178,1178,338.111456037,0.0298798618392947,0.1622867223073483,7.0,N2O7,H18_C15_N2_O7,0,15,18,7,2,0,True
1179,1179,1179,338.115426037,0.0151220253699172,0.006420884225817,11.0,O5,H18_C20_O5,0,20,18,5,0,0,True
1180,1180,1180,338.121296037,0.0236878191871529,-0.0034809993196446,2.0,O10,H22_C13_O10,0,13,22,10,0,0,True
1181,1181,1181,338.136596037,0.1351733805196318,0.1264074947682949,6.0,O7,H22_C17_O7,0,17,22,7,0,0,True
1182,1182,1182,338.147716037,0.0166134910579051,-0.2088939143208786,6.0,N2O6,H22_C16_N2_O6,0,16,22,6,2,0,True
1183,1183,1183,338.151706037,0.0165731193444405,-0.3055936084204925,10.0,O4,H22_C21_O4,0,21,22,4,0,0,True
1184,1184,1184,338.172926037,0.1078078274884461,-0.0377469601155778,5.0,O6,H26_C18_O6,0,18,26,6,0,0,True
1185,1185,1185,338.209346037,0.0537849224727173,0.0642412761325402,4.0,O5,H30_C19_O5,0,19,30,5,0,0,True
1186,1186,1186,338.318486037,0.0294023432948852,0.0153790001794173,1.0,O2,H42_C22_O2,0,22,42,2,0,0,True
1187,1187,1187,339.037966037,0.018258014874364,0.1894006171938247,13.0,N1O7,H9_C17_N_O7,0,17,9,7,1,0,True
1188,1188,1188,339.059056037,0.0246956435201367,0.0731023094609869,8.0,N1O9,H13_C14_N_O9,0,14,13,9,1,0,True
1189,1189,1189,339.067086037,0.0151636592683211,-0.1506516028376577,8.0,O9,H14_C14_13C_O9,0,15,14,9,0,0,True
1190,1190,1190,339.074186037,0.019740178016622,-0.2987369848866648,12.0,N1O6,H13_C18_N_O6,0,18,13,6,1,0,True
1191,1191,1191,339.095376037,0.0415104409394539,-0.1200901070082184,7.0,N1O8,H17_C15_N_O8,0,15,17,8,1,0,True
1192,1192,1192,339.103576037,0.0282812257272127,0.1575064487214388,7.0,O8,H18_C15_13C_O8,0,16,18,8,0,0,True
