,peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S,assign
782,782,381.996156037,0.0147550941674888,0.1555382143792217,15.0,O10,H6_C18_O10,0,18,6,10,0,0,True
783,783,382.017226037,0.0343075936565437,-3.402981677420476e-05,10.0,O12,H10_C15_O12,0,15,10,12,0,0,True
784,784,382.032456037,0.0254932829782875,-0.0683004797590859,14.0,O9,H10_C19_O9,0,19,10,9,0,0,True
785,785,382.053616037,0.1619638554619566,0.0117234855323499,9.0,O11,H14_C16_O11,0,16,14,11,0,0,True
786,786,382.064796037,0.0186692429933045,-0.1279913785937445,9.0,N2O10,H14_C15_N2_O10,0,15,14,10,2,0,True
787,787,382.068936037,0.0227149696278554,0.1790226673541825,13.0,O8,H14_C20_O8,0,20,14,8,0,0,True
788,788,382.089996037,0.1809945548726056,-0.002693082892831,8.0,O10,H18_C17_O10,0,17,18,10,0,0,True
789,789,382.101266037,0.0260415716424998,0.0931454646573843,8.0,N2O9,H18_C16_N2_O9,0,16,18,9,2,0,True
790,790,382.126386037,0.1240120329220637,0.0090624466435404,7.0,O9,H22_C18_O9,0,18,22,9,0,0,True
791,791,382.162796037,0.0561669569008707,0.0731494543613014,6.0,O8,H26_C19_O8,0,19,26,8,0,0,True
792,792,382.199326037,0.0225233876536744,0.4511965047122938,5.0,O7,H30_C20_O7,0,20,30,7,0,0,True
793,793,382.238886037,0.0942925336713314,-0.0654276708252333,-1.0,O6S1,H38_C18_O6_S,0,18,38,6,0,1,True
794,794,383.048926037,0.0313855980426361,0.1710120968961172,9.0,N1O11,H13_C15_N_O11,0,15,13,11,1,0,True
795,795,383.056986037,0.0274250893720475,0.0512691341795862,9.0,O11,H14_C15_13C_O11,0,16,14,11,0,0,True
796,796,383.085306037,0.0434846957845803,0.1566178577926383,8.0,N1O10,H17_C16_N_O10,0,16,17,10,1,0,True
797,797,383.093496037,0.0342730466800043,0.3762293057988287,8.0,O10,H18_C16_13C_O10,0,17,18,10,0,0,True
798,798,383.121616037,0.0395860733377994,-0.040483228613499,7.0,N1O9,H21_C17_N_O9,0,17,21,9,1,0,True
799,799,383.129716037,0.0328272595675201,-0.0557957244191305,7.0,O9,H22_C17_13C_O9,0,18,22,9,0,0,True
800,800,384.011826037,0.0394145867345282,0.2066108245197558,14.0,O10,H8_C18_O10,0,18,8,10,0,0,True
801,801,384.032926037,0.0556320715767471,0.1299706265113456,9.0,O12,H12_C15_O12,0,15,12,12,0,0,True
802,802,384.048146037,0.0393852280699649,0.0360189213548934,13.0,O9,H12_C19_O9,0,19,12,9,0,0,True
803,803,384.059366037,0.02151218010698,0.0011795052564619,13.0,N2O8,H12_C18_N2_O8,0,18,12,8,2,0,True
804,804,384.069296037,0.128585668492828,0.0895801886874856,8.0,O11,H16_C16_O11,0,16,16,11,0,0,True
805,805,384.084496037,0.0314174677248859,-0.0564328948304318,12.0,O8,H16_C20_O8,0,20,16,8,0,0,True
806,806,384.105666037,0.1425922528679828,0.0491973998016838,7.0,O10,H20_C17_O10,0,17,20,10,0,0,True
807,807,384.120936037,0.0237199164989745,0.0854340310495011,11.0,O7,H20_C21_O7,0,21,20,7,0,0,True
808,808,384.142036037,0.0914531124643782,0.0088222576813697,6.0,O9,H24_C18_O9,0,18,24,9,0,0,True
809,809,384.178456037,0.0444892185298713,0.0986026140466742,5.0,O8,H28_C19_O8,0,19,28,8,0,0,True
810,810,384.214786037,0.017838023844889,-0.0458779844440589,4.0,O7,H32_C20_O7,0,20,32,7,0,0,True
811,811,384.360376037,0.0585214986647109,0.0789389383101944,0.0,O3,H48_C24_O3,0,24,48,3,0,0,True
812,812,385.043506037,0.0213340062924994,0.324275044283571,13.0,N1O9,H11_C18_N_O9,0,18,11,9,1,0,True
813,813,385.072576037,0.0209936766429648,-0.1050061792922525,8.0,O11,H16_C15_13C_O11,0,16,16,11,0,0,True
814,814,385.079786037,0.0203472052593646,0.0502545205946962,12.0,N1O8,H15_C19_N_O8,0,19,15,8,1,0,True
815,815,385.108986037,0.0257268702780863,-0.0413986704336101,7.0,O10,H20_C16_13C_O10,0,17,20,10,0,0,True
816,816,385.145376037,0.0206585907309406,-0.029731630418092,6.0,O9,H24_C17_13C_O9,0,18,24,9,0,0,True
817,817,386.027466037,0.067095973416622,0.1794354187435509,13.0,O10,H10_C18_O10,0,18,10,10,0,0,True
818,818,386.038726037,0.0192842712302888,0.2483869972597389,13.0,N2O9,H10_C17_N2_O9,0,17,10,9,2,0,True
819,819,386.048576037,0.0333906119280458,0.1291003336844563,8.0,O12,H14_C15_O12,0,15,14,12,0,0,True
820,820,386.063816037,0.0586766395549613,0.0874440924433264,12.0,O9,H14_C19_O9,0,19,14,9,0,0,True
821,821,386.074996037,0.0196164268184101,-0.0508217319949463,12.0,N2O8,H14_C18_N2_O8,0,18,14,8,2,0,True
822,822,386.084926037,0.0848732677445071,0.0371187764112753,7.0,O11,H18_C16_O11,0,16,18,11,0,0,True
823,823,386.096156037,0.0175955780988179,0.0283634008379651,7.0,N2O10,H18_C15_N2_O10,0,15,18,10,2,0,True
824,824,386.100236037,0.0457267164842775,0.1767701587458273,11.0,O8,H18_C20_O8,0,20,18,8,0,0,True
825,825,386.111436037,0.0210232401410246,0.0903133052115036,11.0,N2O7,H18_C19_N2_O7,0,19,18,7,2,0,True
826,826,386.121306037,0.0959680427550451,0.0228503319868296,6.0,O10,H22_C17_O10,0,17,22,10,0,0,True
827,827,386.136626037,0.0136442483786784,0.1883866876918496,10.0,O7,H22_C21_O7,0,21,22,7,0,0,True
828,828,386.157706037,0.0527993857771201,0.0603768864377062,5.0,O9,H26_C18_O9,0,18,26,9,0,0,True
829,829,386.194136037,0.0343466252817536,0.1755774977481353,4.0,O8,H30_C19_O8,0,19,30,8,0,0,True
830,830,386.230416037,0.0144626304913778,-0.0976127162210542,3.0,O7,H34_C20_O7,0,20,34,7,0,0,True
831,831,387.022646037,0.0334765335553137,0.0007596455148832166,13.0,N1O10,H9_C17_N_O10,0,17,9,10,1,0,True
832,832,387.059046037,0.0444503965577697,0.0382008899152756,12.0,N1O9,H13_C18_N_O9,0,18,13,9,1,0,True
833,833,387.088276037,0.0214003699355601,0.0245189549823585,7.0,O11,H18_C15_13C_O11,0,16,18,11,0,0,True
834,834,387.095416037,0.0228168465795978,-0.0018651731631713,11.0,N1O8,H17_C19_N_O8,0,19,17,8,1,0,True
835,835,387.103566037,0.0132350561174257,0.1121431158074802,11.0,O8,H18_C19_13C_O8,0,20,18,8,0,0,True
836,836,387.124696037,0.0188231789806343,0.113614554850423,6.0,O10,H22_C16_13C_O10,0,17,22,10,0,0,True
837,837,388.006666037,0.0531087783392654,0.0121157712857043,13.0,O11,H8_C17_O11,0,17,8,11,0,0,True
838,838,388.017956037,0.0132009332667144,0.1580365006864033,13.0,N2O10,H8_C16_N2_O10,0,16,8,10,2,0,True
839,839,388.043066037,0.1174996724049694,0.0494610051070907,12.0,O10,H12_C18_O10,0,18,12,10,0,0,True
840,840,388.054336037,0.0131222338275526,0.1438277963524739,12.0,N2O9,H12_C17_N2_O9,0,17,12,9,2,0,True
841,841,388.064206037,0.0334174186082233,0.0767012251040099,7.0,O12,H16_C15_O12,0,15,16,12,0,0,True
842,842,388.079476037,0.0757869285436732,0.1125671484258601,11.0,O9,H16_C19_O9,0,19,16,9,0,0,True
843,843,388.090586037,0.0198406472029042,-0.2053515413105573,11.0,N2O8,H16_C18_N2_O8,0,18,16,8,2,0,True
844,844,388.100666037,0.0492451342242695,0.2686339115054896,6.0,O11,H20_C16_O11,0,16,20,11,0,0,True
845,845,388.115826037,0.0552119990421214,0.021068452856672,10.0,O8,H20_C20_O8,0,20,20,8,0,0,True
846,846,388.136986037,0.0519449963455414,0.0998333098673372,5.0,O10,H24_C17_O10,0,17,24,10,0,0,True
847,847,388.152296037,0.0301360944355291,0.2387439182293199,9.0,O7,H24_C21_O7,0,21,24,7,0,0,True
848,848,388.173436037,0.0324385578853352,0.2659661647316037,4.0,O9,H28_C18_O9,0,18,28,9,0,0,True
849,849,388.188486037,0.0131367770058042,-0.2649202736911124,8.0,O6,H28_C22_O6,0,22,28,6,0,0,True
850,850,388.209736037,0.0286312502112947,0.0456789161804244,3.0,O8,H32_C19_O8,0,19,32,8,0,0,True
851,851,388.246116037,0.0206338902210683,0.0314877585961383,2.0,O7,H36_C20_O7,0,20,36,7,0,0,True
852,852,389.001966037,0.0150107046828703,0.1432589160779148,13.0,N1O11,H7_C16_N_O11,0,16,7,11,1,0,True
853,853,389.038296037,0.0518281785975836,0.0005654970377803205,12.0,N1O10,H11_C17_N_O10,0,17,11,10,1,0,True
854,854,389.046436037,0.0272554655486915,0.0883005132741629,12.0,O10,H12_C17_13C_O10,0,18,12,10,0,0,True
855,855,389.049716037,0.0139882168350332,-0.1480402056932854,7.0,O10S1,H16_C14_13C_O10_S,0,15,16,10,0,1,True
856,856,389.074696037,0.0507426815564167,0.0378127905643695,11.0,N1O9,H15_C18_N_O9,0,18,15,9,1,0,True
857,857,389.082666037,0.0160748484344784,-0.3113862695688139,11.0,O9,H16_C18_13C_O9,0,19,16,9,0,0,True
858,858,389.085986037,0.0147164360621843,-0.4448965168727985,6.0,O9S1,H20_C15_13C_O9_S,0,16,20,9,0,1,True
859,859,389.103926037,0.0145376646158552,0.0242017605781488,6.0,O11,H20_C15_13C_O11,0,16,20,11,0,0,True
860,860,389.111116037,0.0262047251371722,0.1264523113443081,10.0,N1O8,H19_C19_N_O8,0,19,19,8,1,0,True
861,861,389.140346037,0.0136816582045571,0.112835896840166,5.0,O10,H24_C16_13C_O10,0,17,24,10,0,0,True
862,862,389.985796037,0.0163159085421908,-0.3329993073652131,13.0,O12,H6_C16_O12,0,16,6,12,0,0,True
863,863,390.022336037,0.1613888034940719,0.0631425375951205,12.0,O11,H10_C17_O11,0,17,10,11,0,0,True
864,864,390.033556037,0.0164248389956304,0.0288359803940408,12.0,N2O10,H10_C16_N2_O10,0,16,10,10,2,0,True
865,865,390.058706037,0.1343141119403635,0.023378532072797,11.0,O10,H14_C18_O10,0,18,14,10,0,0,True
866,866,390.062066037,0.0156798210119603,-0.0072526918871456,6.0,O10S1,H18_C15_O10_S,0,15,18,10,0,1,True
867,867,390.069946037,0.0270334959228531,0.0403491736577071,11.0,N2O9,H14_C17_N2_O9,0,17,14,9,2,0,True
868,868,390.079776037,0.0141888789576238,-0.1289710544024628,6.0,O12,H18_C15_O12,0,15,18,12,0,0,True
869,869,390.095106037,0.0998167581228548,0.0605262656515215,10.0,O9,H18_C19_O9,0,19,18,9,0,0,True
870,870,390.098446037,0.0136356477816311,-0.0213715283455309,5.0,O9S1,H22_C16_O9_S,0,16,22,9,0,1,True
871,871,390.106296037,0.0209905101580895,-0.0506759316776671,10.0,N2O8,H18_C18_N2_O8,0,18,18,8,2,0,True
872,872,390.116296037,0.0266933036322514,0.2157894988439236,5.0,O11,H22_C16_O11,0,16,22,11,0,0,True
873,873,390.131516037,0.067895621698712,0.1232994464838239,9.0,O8,H22_C20_O8,0,20,22,8,0,0,True
874,874,390.152566037,0.0168970356306011,-0.0802891041502174,4.0,O10,H26_C17_O10,0,17,26,10,0,0,True
875,875,390.167906037,0.0319226160449292,0.134800938884787,8.0,O7,H26_C21_O7,0,21,26,7,0,0,True
876,876,390.188946037,0.02943045508911,-0.0943978562138047,3.0,O9,H30_C18_O9,0,18,30,9,0,0,True
877,877,390.204266037,0.0162607673649325,0.0694174882044595,7.0,O6,H30_C22_O6,0,22,30,6,0,0,True
878,878,390.207686037,0.0136204153989089,0.1925615580570519,2.0,O6S1,H34_C19_O6_S,0,19,34,6,0,1,True
879,879,390.225506037,0.0178402143583986,0.3527678172955404,2.0,O8,H34_C19_O8,0,19,34,8,0,0,True
880,880,391.017506037,0.0264162072879897,-0.1389861046475526,12.0,N1O11,H9_C16_N_O11,0,16,9,11,1,0,True
881,881,391.025666037,0.0414688787395846,-0.0005447211854191667,12.0,O11,H10_C16_13C_O11,0,17,10,11,0,0,True
882,882,391.053966037,0.0560923324433864,0.05151718623717,11.0,N1O10,H13_C17_N_O10,0,17,13,10,1,0,True
883,883,391.062066037,0.0232727649761113,0.0365133857864655,11.0,O10,H14_C17_13C_O10,0,18,14,10,0,0,True
884,884,391.090366037,0.0461430730982961,0.0885677660539183,10.0,N1O9,H17_C18_N_O9,0,18,17,9,1,0,True
885,885,391.098466037,0.029498893575,0.0735645942380232,10.0,O9,H18_C18_13C_O9,0,19,18,9,0,0,True
886,886,391.126716037,0.0251437189527694,-0.002224342944422,9.0,N1O8,H21_C19_N_O8,0,19,21,8,1,0,True
887,887,391.134646037,0.0131806523407549,-0.4518571847177901,9.0,O8,H22_C19_13C_O8,0,20,22,8,0,0,True
888,888,391.163146037,0.0176028774007109,0.1115186859064004,8.0,N1O7,H25_C20_N_O7,0,20,25,7,1,0,True
889,889,391.171146037,0.0134264549463627,-0.159124722289942,8.0,O7,H26_C20_13C_O7,0,21,26,7,0,0,True
890,890,392.001616037,0.0154450288092408,0.1021960072457799,12.0,O12,H8_C16_O12,0,16,8,12,0,0,True
891,891,392.037976037,0.1400833919576841,0.0371214038376703,11.0,O11,H12_C17_O11,0,17,12,11,0,0,True
892,892,392.049196037,0.0291432640681796,0.0029919714127143,11.0,N2O10,H12_C16_N2_O10,0,16,12,10,2,0,True
893,893,392.053186037,0.0231321190679957,-0.0804151097321256,15.0,O8,H12_C21_O8,0,21,12,8,0,0,True
894,894,392.074356037,0.1815795183719151,0.023069603695584,10.0,O10,H16_C18_O10,0,18,16,10,0,0,True
895,895,392.085576037,0.0367537417796311,-0.011056259746277,10.0,N2O9,H16_C17_N2_O9,0,17,16,9,2,0,True
896,896,392.110746037,0.1271929790422487,0.0345234098002825,9.0,O9,H20_C19_O9,0,19,20,9,0,0,True
897,897,392.122076037,0.016778461134185,0.2809252697729286,9.0,N2O8,H20_C18_N2_O8,0,18,20,8,2,0,True
898,898,392.147106037,0.075471494598284,-0.0305268093300668,8.0,O8,H24_C20_O8,0,20,24,8,0,0,True
899,899,392.183486037,0.0326927393858529,-0.0445684241505198,7.0,O7,H28_C21_O7,0,21,28,7,0,0,True
900,900,392.204716037,0.0160165817390441,0.211861297437346,2.0,O9,H32_C18_O9,0,18,32,9,0,0,True
901,901,392.219976037,0.0174775385792986,0.2218474460763264,6.0,O6,H32_C22_O6,0,22,32,6,0,0,True
902,902,392.223196037,0.0180846024079777,-0.1655562462082825,1.0,O6S1,H36_C19_O6_S,0,19,36,6,0,1,True
903,903,393.033186037,0.0375801461359759,-0.0621321579345433,11.0,N1O11,H11_C16_N_O11,0,16,11,11,1,0,True
904,904,393.041376037,0.0364944466711184,0.1519254809771116,11.0,O11,H12_C16_13C_O11,0,17,12,11,0,0,True
905,905,393.069586037,0.0761990077523237,-0.0252576141554713,10.0,N1O10,H15_C17_N_O10,0,17,15,10,1,0,True
906,906,393.077636037,0.0376545127442353,-0.167384236547129,10.0,O10,H16_C17_13C_O10,0,18,16,10,0,0,True
907,907,393.105976037,0.0440311120296541,-0.0138283322285342,9.0,N1O9,H19_C18_N_O9,0,18,19,9,1,0,True
908,908,393.114076037,0.0333240795985762,-0.0287524681513792,9.0,O9,H20_C18_13C_O9,0,19,20,9,0,0,True
909,909,393.142416037,0.0216202719479868,0.1247792098281556,8.0,N1O8,H23_C19_N_O8,0,19,23,8,1,0,True
910,910,393.150416037,0.027466174151834,-0.1445019454682712,8.0,O8,H24_C19_13C_O8,0,20,24,8,0,0,True
911,911,393.178776037,0.0149875271702897,0.0598913304498083,7.0,N1O7,H27_C20_N_O7,0,20,27,7,1,0,True
912,912,394.017226037,0.0613707542893019,-3.2993420966342e-05,11.0,O12,H10_C16_O12,0,16,10,12,0,0,True
913,913,394.032386037,0.0235912834729772,-0.2438708172978528,15.0,O9,H10_C20_O9,0,20,10,9,0,0,True
914,914,394.053606037,0.2178392234462367,-0.0140107839389808,10.0,O11,H14_C17_O11,0,17,14,11,0,0,True
915,915,394.064886037,0.0233028176647568,0.1042950069887048,10.0,N2O10,H14_C16_N2_O10,0,16,14,10,2,0,True
916,916,394.068986037,0.0184971177914854,0.3004524695552939,14.0,O8,H14_C21_O8,0,21,14,8,0,0,True
917,917,394.090016037,0.2040601946268602,0.0481387480080642,9.0,O10,H18_C18_O10,0,18,18,10,0,0,True
918,918,394.101276037,0.0310169435352441,0.1156834618867444,9.0,N2O9,H18_C17_N2_O9,0,17,18,9,2,0,True
919,919,394.105126037,0.0168983634336196,-0.3225256197064348,13.0,O7,H18_C22_O7,0,22,18,7,0,0,True
920,920,394.109386037,0.0168354699109702,0.1261680175912723,9.0,N1O9,H19_C17_13C_N_O9,0,18,19,9,1,0,True
921,921,394.126386037,0.1391911203782818,0.0087865215505366,8.0,O9,H22_C19_O9,0,19,22,9,0,0,True
922,922,394.137706037,0.0219461716801444,0.2285571734246237,8.0,N2O8,H22_C18_N2_O8,0,18,22,8,2,0,True
923,923,394.147396037,0.0146013124077329,-0.2942173438910511,3.0,O11,H26_C16_O11,0,16,26,11,0,0,True
924,924,394.162796037,0.0739815116466723,0.0709224725042674,7.0,O8,H26_C20_O8,0,20,26,8,0,0,True
925,925,394.199216037,0.0266203539898267,0.1584148254595555,6.0,O7,H30_C21_O7,0,21,30,7,0,0,True
926,926,394.202536037,0.0164549326509752,0.0266335172433376,1.0,O7S1,H34_C18_O7_S,0,18,34,7,0,1,True
927,927,394.238976037,0.0265959812135488,0.1648517877182526,0.0,O6S1,H38_C19_O6_S,0,19,38,6,0,1,True
928,928,395.020716037,0.0220195671366497,0.3421263607039485,11.0,O12,H10_C15_13C_O12,0,16,10,12,0,0,True
929,929,395.048906037,0.0474118117756275,0.1151908013251978,10.0,N1O11,H13_C16_N_O11,0,16,13,11,1,0,True
930,930,395.056966037,0.047806697019601,-0.0009137922421942892,10.0,O11,H14_C16_13C_O11,0,17,14,11,0,0,True
931,931,395.085226037,0.0749312257679112,-0.0506270513900909,9.0,N1O10,H17_C17_N_O10,0,17,17,10,1,0,True
932,932,395.093356037,0.0400931302240689,0.0104557567534041,9.0,O10,H18_C17_13C_O10,0,18,18,10,0,0,True
933,933,395.121636037,0.0395998188703176,0.0113635892626373,8.0,N1O9,H21_C18_N_O9,0,18,21,9,1,0,True
934,934,395.129756037,0.0247496168956943,0.0471313528667086,8.0,O9,H22_C18_13C_O9,0,19,22,9,0,0,True
935,935,395.157946037,0.0144560685900723,-0.1797205413270264,7.0,N1O8,H25_C19_N_O8,0,19,25,8,1,0,True
936,936,395.166056037,0.0188941839097451,-0.1692579587796586,7.0,O8,H26_C19_13C_O8,0,20,26,8,0,0,True
937,937,396.011726037,0.0220864416585487,-0.0521676471017581,15.0,O10,H8_C19_O10,0,19,8,10,0,0,True
938,938,396.032886037,0.1153190246404358,0.0250307495534384,10.0,O12,H12_C16_O12,0,16,12,12,0,0,True
939,939,396.048096037,0.0299288872802738,-0.0913197169251656,14.0,O9,H12_C20_O9,0,20,12,9,0,0,True
940,940,396.069246037,0.2224149338598302,-0.0393744280634485,9.0,O11,H16_C17_O11,0,17,16,11,0,0,True
941,941,396.080366037,0.0262029997161899,-0.3256283600796559,9.0,N2O10,H16_C16_N2_O10,0,16,16,10,2,0,True
942,942,396.084636037,0.0145175186390228,0.2987366568939215,13.0,O8,H16_C21_O8,0,21,16,8,0,0,True
943,943,396.105636037,0.2043718234888262,-0.028030401369874,8.0,O10,H20_C18_O10,0,18,20,10,0,0,True
944,944,396.116906037,0.0215172334698289,0.064417851382559,8.0,N2O9,H20_C17_N2_O9,0,17,20,9,2,0,True
945,945,396.142016037,0.1290202167311417,-0.0419319317459936,7.0,O9,H24_C19_O9,0,19,24,9,0,0,True
946,946,396.178376037,0.0591171592921495,-0.1063132227563893,6.0,O8,H28_C20_O8,0,20,28,8,0,0,True
947,947,396.214896037,0.0299943400167266,0.233138635001963,5.0,O7,H32_C21_O7,0,21,32,7,0,0,True
948,948,396.254546037,0.0350088953524486,-0.0380639166028816,-1.0,O6S1,H40_C19_O6_S,0,19,40,6,0,1,True
949,949,397.007046037,0.0152933652688193,0.1268692848670581,15.0,N1O10,H7_C18_N_O10,0,18,7,10,1,0,True
950,950,397.036196037,0.0197057342228848,-0.0879693093307251,10.0,O12,H12_C15_13C_O12,0,16,12,12,0,0,True
951,951,397.043376037,0.0241253350042798,-0.0129456889393199,14.0,N1O9,H11_C19_N_O9,0,19,11,9,1,0,True
952,952,397.064496037,0.0475705601452222,-0.0366892537244481,9.0,N1O11,H15_C16_N_O11,0,16,15,11,1,0,True
953,953,397.072626037,0.0452411695249466,0.0240887924707515,9.0,O11,H16_C16_13C_O11,0,17,16,11,0,0,True
954,954,397.079746037,0.0154814723029772,-0.051999630252546,13.0,N1O8,H15_C20_N_O8,0,20,15,8,1,0,True
955,955,397.100916037,0.0465443057708553,0.0501736440527738,8.0,N1O10,H19_C17_N_O10,0,17,19,10,1,0,True
956,956,397.108996037,0.0324097197388336,-0.0149656645367494,8.0,O10,H20_C17_13C_O10,0,18,20,10,0,0,True
957,957,397.112236037,0.0139369819530435,-0.3472343269615259,3.0,O10S1,H24_C14_13C_O10_S,0,15,24,10,0,1,True
958,958,397.137286037,0.024841685937663,0.0111195805067508,7.0,N1O9,H23_C18_N_O9,0,18,23,9,1,0,True
959,959,397.145416037,0.0182852259736748,0.0718855081345509,7.0,O9,H24_C18_13C_O9,0,19,24,9,0,0,True
960,960,398.027436037,0.0537077235320656,0.0986540032714394,14.0,O10,H10_C19_O10,0,19,10,10,0,0,True
961,961,398.048526037,0.1099158206382572,-0.00040447330446362,9.0,O12,H14_C16_O12,0,16,14,12,0,0,True
962,962,398.059936037,0.0141159100367524,0.443297564042139,9.0,N2O11,H14_C15_N2_O11,0,15,14,11,2,0,True
963,963,398.063756037,0.0421964641877994,-0.0659216006121378,13.0,O9,H14_C20_O9,0,20,14,9,0,0,True
964,964,398.075056037,0.0136718551143951,0.1014356449321188,13.0,N2O8,H14_C19_N2_O8,0,19,14,8,2,0,True
965,965,398.084916037,0.1801451754273708,0.0108795883472579,8.0,O11,H18_C17_O11,0,17,18,11,0,0,True
966,966,398.096196037,0.0228479451239785,0.1279866537252533,8.0,N2O10,H18_C16_N2_O10,0,16,18,10,2,0,True
967,967,398.100306037,0.0278178057907639,0.347276799121601,12.0,O8,H18_C21_O8,0,21,18,8,0,0,True
968,968,398.121286037,0.1521525406326339,-0.0280743591669595,7.0,O10,H22_C18_O10,0,18,22,10,0,0,True
969,969,398.157716037,0.0936598608359778,0.0836728729701198,6.0,O9,H26_C19_O9,0,19,26,9,0,0,True
970,970,398.194126037,0.0425701021736711,0.1451729099926808,5.0,O8,H30_C20_O8,0,20,30,8,0,0,True
971,971,398.233836037,0.145382217629657,0.0259922666901015,-1.0,O7S1,H38_C18_O7_S,0,18,38,7,0,1,True
972,972,398.375986037,0.0226009159271974,-0.0244316935613506,0.0,O3,H50_C25_O3,0,25,50,3,0,0,True
973,973,399.022626037,0.0162629482392188,-0.0493856706444029,14.0,N1O10,H9_C18_N_O10,0,18,9,10,1,0,True
974,974,399.051946037,0.0194649464232325,0.1628835560445299,9.0,O12,H14_C15_13C_O12,0,16,14,12,0,0,True
975,975,399.059076037,0.0381253044624006,0.1122289974985124,13.0,N1O9,H13_C19_N_O9,0,19,13,9,1,0,True
976,976,399.067156037,0.013315705089513,0.0474080608404543,13.0,O9,H14_C19_13C_O9,0,20,14,9,0,0,True
977,977,399.088246037,0.0282451005134956,-0.0513896368215582,8.0,O11,H18_C16_13C_O11,0,17,18,11,0,0,True
978,978,399.095506037,0.0267843147694558,0.2237008403375335,12.0,N1O8,H17_C20_N_O8,0,20,17,8,1,0,True
979,979,399.116656037,0.0202896494566534,0.2752328131126769,7.0,N1O10,H21_C17_N_O10,0,17,21,10,1,0,True
980,980,399.124706037,0.0286846298204831,0.135253466465292,7.0,O10,H22_C17_13C_O10,0,18,22,10,0,0,True
981,981,399.152956037,0.0157001236261724,0.0609841406640731,6.0,N1O9,H25_C18_N_O9,0,18,25,9,1,0,True
982,982,399.160966037,0.0181135417663246,-0.1791883629724847,6.0,O9,H26_C18_13C_O9,0,19,26,9,0,0,True
983,983,399.197486037,0.0132908262540085,0.1577339593104604,5.0,O8,H30_C19_13C_O8,0,20,30,8,0,0,True
984,984,400.006656037,0.0832413086719554,-0.0132472795854495,14.0,O11,H8_C18_O11,0,18,8,11,0,0,True
985,985,400.027756037,0.0143646767035449,-0.0868114760350152,9.0,O13,H12_C15_O13,0,15,12,13,0,0,True
986,986,400.043046037,0.0892231600723337,-0.0020172827482331,13.0,O10,H12_C19_O10,0,19,12,10,0,0,True
987,987,400.046566037,0.0161785423798251,0.3680696512639734,8.0,O10S1,H16_C16_O10_S,0,16,16,10,0,1,True
988,988,400.054306037,0.0227178517556415,0.0645237400187764,13.0,N2O9,H12_C18_N2_O9,0,18,12,9,2,0,True
989,989,400.064166037,0.0752268679779266,-0.0255833960137712,8.0,O12,H16_C16_O12,0,16,16,12,0,0,True
990,990,400.079446037,0.0535216166367558,0.0342057062279592,12.0,O9,H16_C20_O9,0,20,16,9,0,0,True
991,991,400.100566037,0.1184898423466702,0.010639824988684,7.0,O11,H20_C17_O11,0,17,20,11,0,0,True
992,992,400.115906037,0.0411146083632586,0.2203786419853749,11.0,O8,H20_C21_O8,0,21,20,8,0,0,True
993,993,400.136976037,0.113791742714014,0.0718478964578254,6.0,O10,H24_C18_O10,0,18,24,10,0,0,True
994,994,400.173386037,0.0563700240096908,0.133044829825534,5.0,O9,H28_C19_O9,0,19,28,9,0,0,True
995,995,400.188526037,0.0197429464446846,-0.1570234924801357,9.0,O6,H28_C23_O6,0,23,28,6,0,0,True
996,996,400.209656037,0.0282367360774208,-0.1555859511044235,4.0,O8,H32_C20_O8,0,20,32,8,0,0,True
997,997,401.002106037,0.0134569630883123,0.4880971871408909,14.0,N1O11,H7_C17_N_O11,0,17,7,11,1,0,True
998,998,401.009846037,0.0240160623584108,-0.4242763655678135,14.0,O11,H8_C17_13C_O11,0,18,8,11,0,0,True
999,999,401.038276037,0.0266862766384184,-0.0493219754428909,13.0,N1O10,H11_C18_N_O10,0,18,11,10,1,0,True
1000,1000,401.046266037,0.0161840608352014,-0.3382327962296242,13.0,O10,H12_C18_13C_O10,0,19,12,10,0,0,True
1001,1001,401.074756037,0.0424794741955954,0.1862794873842718,12.0,N1O9,H15_C19_N_O9,0,19,15,9,1,0,True
1002,1002,401.095876037,0.0198069557074384,0.1627640767686246,7.0,N1O11,H19_C16_N_O11,0,16,19,11,1,0,True
1003,1003,401.103906037,0.0279650425178551,-0.0263846843401391,7.0,O11,H20_C16_13C_O11,0,17,20,11,0,0,True
1004,1004,401.111266037,0.0179020596155071,0.4966302792659539,11.0,N1O8,H19_C20_N_O8,0,20,19,8,1,0,True
1005,1005,401.132106037,0.0136035949541374,-0.2249234071788738,6.0,N1O10,H23_C17_N_O10,0,17,23,10,1,0,True
1006,1006,401.140296037,0.0230053729199721,-0.0151842138669352,6.0,O10,H24_C17_13C_O10,0,18,24,10,0,0,True
1007,1007,402.022316037,0.1143299945368978,0.0115093113621556,13.0,O11,H10_C18_O11,0,18,10,11,0,0,True
1008,1008,402.033456037,0.0222204413221543,-0.2207602344214578,13.0,N2O10,H10_C17_N2_O10,0,17,10,10,2,0,True
1009,1009,402.041516037,0.0153296183878943,-0.3348410415669576,13.0,N1O10,H11_C17_13C_N_O10,0,18,11,10,1,0,True
1010,1010,402.043376037,0.0246881644369379,-0.1611791261094067,8.0,O13,H14_C15_O13,0,15,14,13,0,0,True
1011,1011,402.058686037,0.11605763736018,-0.0270632134433907,12.0,O10,H14_C19_O10,0,19,14,10,0,0,True
