peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S
735,301.233296037,0.013306299516486077,-0.3935388337184989,1.0,O4,H32_C16_13C_O4,0,17,32,4,0,0
749,302.151866037,0.032387908268282264,0.18753152430458617,7.0,O4,H22_C18_O4,0,18,22,4,0,0
770,304.167406037,0.04176941944347353,-0.17559738140986475,6.0,O4,H24_C18_O4,0,18,24,4,0,0
792,306.183096037,0.04654970217289992,-0.044042274656568195,5.0,O4,H26_C18_O4,0,18,26,4,0,0
814,308.198746037,0.0626392590488951,-0.04399433871304711,4.0,O4,H28_C18_O4,0,18,28,4,0,0
837,310.214466037,0.05329569837663599,0.1817033252298468,3.0,O4,H30_C18_O4,0,18,30,4,0,0
847,311.21770603699997,0.014037735688764612,-0.1878845544128487,3.0,O4,H30_C17_13C_O4,0,18,30,4,0,0
859,312.136216037,0.01739391578313721,0.18176999992545892,9.0,O4,H20_C19_O4,0,19,20,4,0,0
866,312.230076037,0.0700254742902637,0.052182673092225636,2.0,O4,H32_C18_O4,0,18,32,4,0,0
876,313.233456037,0.014732762680104082,0.13233899251638664,2.0,O4,H32_C17_13C_O4,0,18,32,4,0,0
891,314.151876037,0.027105257728455474,0.21219991069904726,8.0,O4,H22_C19_O4,0,19,22,4,0,0
896,314.245686037,0.05128677934094528,-0.07567645665539927,1.0,O4,H34_C18_O4,0,18,34,4,0,0
904,315.249066037,0.013793642471552294,0.004374318965550435,1.0,O4,H34_C17_13C_O4,0,18,34,4,0,0
917,316.167476037,0.031864259291622975,0.05246902746418994,7.0,O4,H24_C19_O4,0,19,24,4,0,0
921,316.261386037,0.01784158486737349,0.08266896038165149,0.0,O4,H36_C18_O4,0,18,36,4,0,0
942,318.183216037,0.033911001398112546,0.3347599579697616,6.0,O4,H26_C19_O4,0,19,26,4,0,0
963,320.198756037,0.02600948095071653,-0.011114971327624595,5.0,O4,H28_C19_O4,0,19,28,4,0,0
983,322.214426037,0.021882931133247893,0.05079536692981062,4.0,O4,H30_C19_O4,0,19,30,4,0,0
1026,326.151726037,0.017068988116043342,-0.25551604784575044,9.0,O4,H22_C20_O4,0,20,22,4,0,0
1031,326.245676037,0.01384752805934211,-0.10354466739184157,2.0,O4,H34_C19_O4,0,19,34,4,0,0
1054,328.167406037,0.015176505640995767,-0.16275534689848611,8.0,O4,H24_C20_O4,0,20,24,4,0,0
1058,328.261366037,0.03423475183502272,0.018719839195143164,1.0,O4,H36_C19_O4,0,19,36,4,0,0
1068,329.264766037,0.014019415802555439,0.15581685406854817,1.0,O4,H36_C18_13C_O4,0,19,36,4,0,0
1086,330.183096037,0.041090988970445455,-0.040840976333170104,7.0,O4,H26_C20_O4,0,20,26,4,0,0
1109,332.198746037,0.04239874606780846,-0.040815927771677904,6.0,O4,H28_C20_O4,0,20,28,4,0,0
1134,334.214406037,0.03647985722746514,-0.010870267529157113,5.0,O4,H30_C20_O4,0,20,30,4,0,0
1160,336.230146037,0.021443769660957707,0.25664861107278814,4.0,O4,H32_C20_O4,0,20,32,4,0,0
1183,338.151706037,0.01657311934444056,-0.3055936084204925,10.0,O4,H22_C21_O4,0,21,22,4,0,0
1216,340.261356037,0.02103499165016117,-0.011329526486063803,2.0,O4,H36_C20_O4,0,20,36,4,0,0
1243,342.277056037,0.04965274136859684,0.13460148488795795,1.0,O4,H38_C20_O4,0,20,38,4,0,0
1254,343.280356037,0.01631082153675871,-0.025544718416179897,1.0,O4,H38_C19_13C_O4,0,20,38,4,0,0
1270,344.198846037,0.01628398797040662,0.25113680944287986,7.0,O4,H28_C21_O4,0,21,28,4,0,0
1325,348.230196037,0.014294001708804226,0.39138765540643816,5.0,O4,H32_C21_O4,0,21,32,4,0,0
1347,350.245726037,0.013344856839100548,0.04630748862430925,4.0,O4,H34_C21_O4,0,21,34,4,0,0
1427,356.292726037,0.0395145199813585,0.18523252133956125,1.0,O4,H40_C21_O4,0,21,40,4,0,0
1629,370.308276037,0.08177118528874908,-0.09202332816872351,1.0,O4,H42_C22_O4,0,22,42,4,0,0
1643,371.311666037,0.02184335435356713,0.0029166873229988194,1.0,O4,H42_C21_13C_O4,0,22,42,4,0,0
1824,384.323906037,0.0910929368616257,-0.140899379867643,1.0,O4,H44_C23_O4,0,23,44,4,0,0
1835,385.327346037,0.01935553929278807,0.08047443379247375,1.0,O4,H44_C22_13C_O4,0,23,44,4,0,0
2019,398.339566037,0.16345718523049438,-0.11102336745139722,1.0,O4,H46_C24_O4,0,24,46,4,0,0
2031,399.343006037,0.04757334022680493,0.1025058643737937,1.0,O4,H46_C23_13C_O4,0,24,46,4,0,0
2199,412.355316037,0.1190962998563051,0.13508010650445748,1.0,O4,H48_C25_O4,0,25,48,4,0,0
2209,413.358626037,0.03588440934599402,0.026275005133558564,1.0,O4,H48_C24_13C_O4,0,25,48,4,0,0
2368,426.370966037,0.21068813351974833,0.13046620062282038,1.0,O4,H50_C26_O4,0,26,50,4,0,0
2374,427.374326037,0.05853950032040079,0.14223362586848748,1.0,O4,H50_C25_13C_O4,0,26,50,4,0,0
2520,440.386606037,0.09930397782438152,0.10343865895430454,1.0,O4,H52_C27_O4,0,27,52,4,0,0
2525,441.389826037,0.03394338736455785,-0.20228604007195744,1.0,O4,H52_C26_13C_O4,0,27,52,4,0,0
2656,454.402196037,0.06396939565614199,-0.031956271673348864,1.0,O4,H54_C28_O4,0,28,54,4,0,0
2779,468.417886037,0.02646533603246728,0.054235759965793294,1.0,O4,H56_C29_O4,0,29,56,4,0,0
860,312.13962603699997,0.015110344091032662,0.30367499700535294,4.0,O4S1,H24_C16_O4_S,0,16,24,4,0,1
928,317.998816037,0.02838611450930133,0.42596070547740983,15.0,O4S1,H6_C18_O4_S,0,18,6,4,0,1
1027,326.155216037,0.02189404200163113,0.10643705303388479,4.0,O4S1,H26_C17_O4_S,0,17,26,4,0,1
1069,329.998756037,0.024931089556875997,0.22865237725150708,16.0,O4S1,H6_C19_O4_S,0,19,6,4,0,1
1120,334.03002603699997,0.01338530743912385,0.13563750699609575,14.0,O4S1,H10_C19_O4_S,0,19,10,4,0,1
1147,336.04578603699997,0.01785909768340518,0.4619400285224033,13.0,O4S1,H12_C19_O4_S,0,19,12,4,0,1
1172,338.061426037,0.023494917278340906,0.42938646298823,12.0,O4S1,H14_C19_O4_S,0,19,14,4,0,1
1212,340.170886037,0.03725267850207775,0.16062809094657543,4.0,O4S1,H28_C18_O4_S,0,18,28,4,0,1
1284,346.030036037,0.03138894957085712,0.1598329458867601,15.0,O4S1,H10_C20_O4_S,0,20,10,4,0,1
1312,348.04569603699997,0.018461074944658044,0.18742653832353356,14.0,O4S1,H12_C20_O4_S,0,20,12,4,0,1
1362,352.076996037,0.018837060419822128,0.18486013215747515,12.0,O4S1,H16_C20_O4_S,0,20,16,4,0,1
1395,354.186446037,0.01649802540875374,-0.10004053060218981,4.0,O4S1,H30_C19_O4_S,0,19,30,4,0,1
1409,356.014486037,0.027557811711134413,0.4364457235603321,17.0,O4S1,H8_C21_O4_S,0,21,8,4,0,1
1440,358.030126037,0.022990680463318963,0.40585132216003655,16.0,O4S1,H10_C21_O4_S,0,21,10,4,0,1
1472,360.045776037,0.025451382820692064,0.4033737087838741,15.0,O4S1,H12_C21_O4_S,0,21,12,4,0,1
1501,362.061356037,0.03587510680026409,0.20758636278572248,14.0,O4S1,H14_C21_O4_S,0,21,14,4,0,1
1528,364.076956037,0.01784566876383549,0.06890026844149076,13.0,O4S1,H16_C21_O4_S,0,21,16,4,0,1
1582,368.014326037,0.024214350557303196,-0.012551141927828522,18.0,O4S1,H8_C22_O4_S,0,22,8,4,0,1
1610,370.029966037,0.023390944793972582,-0.03970759483633979,17.0,O4S1,H10_C22_O4_S,0,22,10,4,0,1
1646,372.045776037,0.022784992863800535,0.3903632546484531,16.0,O4S1,H12_C22_O4_S,0,22,12,4,0,1
1677,374.06136603699997,0.024061796089168513,0.22766050630130116,15.0,O4S1,H14_C22_O4_S,0,22,14,4,0,1
1706,376.076966037,0.029122781467241447,0.09329207355818424,14.0,O4S1,H16_C22_O4_S,0,22,16,4,0,1
1754,380.014456037,0.019030593421103734,0.3299374483876735,19.0,O4S1,H8_C23_O4_S,0,23,8,4,0,1
1778,382.029986037,0.021130541477338925,0.013891579801624563,18.0,O4S1,H10_C23_O4_S,0,23,10,4,0,1
1808,384.045616037,0.0213973479552604,-0.03845116143835187,17.0,O4S1,H12_C23_O4_S,0,23,12,4,0,1
1838,386.061336037,0.028670191075381567,0.14287626045347526,16.0,O4S1,H14_C23_O4_S,0,23,14,4,0,1
1874,388.076996037,0.024267174210648956,0.16771156415259755,15.0,O4S1,H16_C23_O4_S,0,23,16,4,0,1
1905,390.092646037,0.02768730703134102,0.16665528218548425,14.0,O4S1,H18_C23_O4_S,0,23,18,4,0,1
1925,392.014416037,0.016268319886209172,0.21780066362284584,20.0,O4S1,H8_C24_O4_S,0,24,8,4,0,1
1952,394.029886037,0.016755371567827877,-0.2403193345217552,19.0,O4S1,H10_C24_O4_S,0,24,10,4,0,1
2065,402.092536037,0.01500855615752068,-0.11188718011561274,15.0,O4S1,H18_C24_O4_S,0,24,18,4,0,1
2112,406.029986037,0.015126849586391704,0.013070463315886467,20.0,O4S1,H10_C25_O4_S,0,25,10,4,0,1
2257,418.030016037,0.015614926793273524,0.08446044222724468,21.0,O4S1,H10_C26_O4_S,0,26,10,4,0,1
2265,418.123996037,0.01435540579245796,0.27471037551886096,14.0,O4S1,H22_C25_O4_S,0,25,22,4,0,1
5,202.084166037,0.04978101091304517,0.20941274528212003,2.0,O5,H14_C9_O5,0,9,14,5,0,0
10,204.005926037,0.02128006184706202,0.25827190917371523,8.0,O5,H4_C10_O5,0,10,4,5,0,0
14,204.09982603699999,0.05541340804497262,0.2559776801001814,1.0,O5,H16_C9_O5,0,9,16,5,0,0
17,206.021556037,0.0697142061342188,0.15830867732955686,7.0,O5,H6_C10_O5,0,10,6,5,0,0
26,208.037246037,0.11056990077284555,0.34869236826822664,6.0,O5,H8_C10_O5,0,10,8,5,0,0
33,210.052866037,0.09201834901355392,0.20217291396934314,5.0,O5,H10_C10_O5,0,10,10,5,0,0
41,212.068516037,0.06194024525224281,0.19990237491777307,4.0,O5,H12_C10_O5,0,10,12,5,0,0
54,214.084186037,0.04530278481688609,0.29109576539872806,3.0,O5,H14_C10_O5,0,10,14,5,0,0
64,216.099846037,0.0764529326381607,0.3343130562516946,2.0,O5,H16_C10_O5,0,10,16,5,0,0
70,218.02156603699999,0.0399656236649967,0.1954623149762853,8.0,O5,H6_C11_O5,0,11,6,5,0,0
75,218.115456037,0.1168618320128937,0.14749527874443594,1.0,O5,H18_C10_O5,0,10,18,5,0,0
79,220.037226037,0.08107371281408987,0.23878232323234144,7.0,O5,H8_C11_O5,0,11,8,5,0,0
90,222.052886037,0.09401153928307895,0.2813158663934318,6.0,O5,H10_C11_O5,0,11,10,5,0,0
103,224.068536037,0.083144321138685,0.27845498127916357,5.0,O5,H12_C11_O5,0,11,12,5,0,0
116,226.084196037,0.06139374344634743,0.3198764056269679,4.0,O5,H14_C11_O5,0,11,14,5,0,0
125,228.099846037,0.07484470877509806,0.3167253342750231,3.0,O5,H16_C11_O5,0,11,16,5,0,0
134,230.021616037,0.03963835974212591,0.4026360723129614,9.0,O5,H6_C12_O5,0,12,6,5,0,0
140,230.11549603699999,0.08124003602081634,0.31362946526346763,2.0,O5,H18_C11_O5,0,11,18,5,0,0
145,232.037246037,0.047866949930094375,0.3126265340913161,8.0,O5,H8_C12_O5,0,12,8,5,0,0
151,232.131146037,0.11807092022991184,0.31058736070955195,1.0,O5,H20_C11_O5,0,11,20,5,0,0
156,234.052846037,0.05902866373451396,0.09599114212186258,7.0,O5,H10_C12_O5,0,12,10,5,0,0
169,236.068536037,0.08326448964037439,0.2643003640165469,6.0,O5,H12_C12_O5,0,12,12,5,0,0
181,238.084176037,0.07912194405607985,0.21975000968942732,5.0,O5,H14_C12_O5,0,12,14,5,0,0
195,240.099786037,0.07270535384869316,0.050999628927782675,4.0,O5,H16_C12_O5,0,12,16,5,0,0
202,242.02156603699999,0.030226883811021787,0.17607934991145438,10.0,O5,H6_C13_O5,0,13,6,5,0,0
208,242.115426037,0.08787584590663715,0.008966797418322674,3.0,O5,H18_C12_O5,0,12,18,5,0,0
216,244.037216037,0.039876609285797504,0.17432177238528515,9.0,O5,H8_C13_O5,0,13,8,5,0,0
222,244.131116037,0.1484013456833275,0.1724360280653977,2.0,O5,H20_C12_O5,0,12,20,5,0,0
231,246.052786037,0.04869391165676337,-0.15254043893254282,8.0,O5,H10_C13_O5,0,13,10,5,0,0
238,246.146776037,0.06900397224164045,0.21134950804946723,1.0,O5,H22_C12_O5,0,12,22,5,0,0
246,248.068536037,0.05285106945900812,0.2515151699775676,7.0,O5,H12_C13_O5,0,13,12,5,0,0
252,248.162316037,0.01761956775020389,-0.23392350980179757,0.0,O5,H24_C12_O5,0,12,24,5,0,0
258,250.084176037,0.06448059876111693,0.20920555958442355,6.0,O5,H14_C13_O5,0,13,14,5,0,0
264,251.087566037,0.012422897491164705,0.34840036638164845,6.0,O5,H14_C12_13C_O5,0,13,14,5,0,0
273,252.09982603699999,0.06877802293292944,0.20723933371589873,5.0,O5,H16_C13_O5,0,13,16,5,0,0
278,253.103166037,0.01932092022991184,0.1477855871428408,5.0,O5,H16_C12_13C_O5,0,13,16,5,0,0
287,254.115486037,0.08458368528874907,0.24465647869692284,4.0,O5,H18_C13_O5,0,13,18,5,0,0
296,255.11880603699998,0.01345827750592256,0.10713047935840445,4.0,O5,H18_C12_13C_O5,0,13,18,5,0,0
297,256.037266037,0.029007952978756458,0.36143566695332713,10.0,O5,H8_C14_O5,0,14,8,5,0,0
304,256.131126037,0.06949437963610237,0.20339972257897834,3.0,O5,H20_C13_O5,0,13,20,5,0,0
315,258.052866037,0.03869651491320051,0.16456705428810614,9.0,O5,H10_C14_O5,0,14,10,5,0,0
322,258.146776037,0.1080617451163152,0.20152488759311843,2.0,O5,H22_C13_O5,0,13,22,5,0,0
332,260.068536037,0.047481164317060856,0.2399098366845721,8.0,O5,H12_C14_O5,0,14,12,5,0,0
339,260.162386037,0.048721042564759794,0.04592900680023055,1.0,O5,H24_C13_O5,0,13,24,5,0,0
348,262.084176037,0.05355989552992349,0.19962670318587103,7.0,O5,H14_C14_O5,0,14,14,5,0,0
353,262.177986037,0.01697151467047264,-0.14541648053486536,0.0,O5,H26_C13_O5,0,13,26,5,0,0
362,264.099786037,0.055574973785389725,0.04636505079111087,6.0,O5,H16_C14_O5,0,14,16,5,0,0
370,266.021466037,0.016612884238222842,-0.21571567455007973,12.0,O5,H6_C15_O5,0,15,6,5,0,0
376,266.115436037,0.06925051094217251,0.04573579105951065,5.0,O5,H18_C14_O5,0,14,18,5,0,0
385,267.118656037,0.013403184346964931,-0.4592303728485722,5.0,O5,H18_C13_13C_O5,0,14,18,5,0,0
388,268.037146037,0.032485187531554625,-0.10244475578196992,11.0,O5,H8_C15_O5,0,15,8,5,0,0
393,268.131056037,0.07810429531243931,-0.06676958752424277,4.0,O5,H20_C14_O5,0,14,20,5,0,0
402,269.134526037,0.014725122820303702,0.36136946613719745,4.0,O5,H20_C13_13C_O5,0,14,20,5,0,0
408,270.052796037,0.04322815934599402,-0.10195413779649437,10.0,O5,H10_C15_O5,0,15,10,5,0,0
415,270.146756037,0.06945389869509495,0.11853927282638964,3.0,O5,H22_C14_O5,0,14,22,5,0,0
425,272.068506037,0.046219549788341294,0.1190619248739008,9.0,O5,H12_C15_O5,0,15,12,5,0,0
432,272.162376037,0.08155788817041439,0.0071611662533405665,2.0,O5,H24_C14_O5,0,14,24,5,0,0
439,273.165736037,0.015071198153326342,0.026024493663119954,2.0,O5,H24_C13_13C_O5,0,14,24,5,0,0
448,274.084096037,0.056745395452250574,-0.10099455023543036,8.0,O5,H14_C15_O5,0,15,14,5,0,0
456,274.178086037,0.06780629223464989,0.22567449106845028,1.0,O5,H26_C14_O5,0,14,26,5,0,0
469,276.099806037,0.053495342052118526,0.11678747791497598,7.0,O5,H16_C15_O5,0,15,16,5,0,0
476,276.193686037,0.013817187075226223,0.04272726215132831,0.0,O5,H28_C14_O5,0,14,28,5,0,0
486,278.115436037,0.0748895163404404,0.04376240367571541,6.0,O5,H18_C15_O5,0,15,18,5,0,0
494,279.118806037,0.014980417928851606,0.09791887691324647,6.0,O5,H18_C14_13C_O5,0,15,18,5,0,0
497,280.037176037,0.020241775166025867,0.009073795311049345,12.0,O5,H8_C16_O5,0,16,8,5,0,0
505,280.131076037,0.08816238009243077,0.007485781377719001,5.0,O5,H20_C15_O5,0,15,20,5,0,0
513,281.134376037,0.016736020088158762,-0.18760779371630634,5.0,O5,H20_C14_13C_O5,0,15,20,5,0,0
517,282.052886037,0.026841133393529847,0.22147264968055014,11.0,O5,H10_C16_O5,0,16,10,5,0,0
525,282.14669603699997,0.10640024855334188,-0.09915763818953927,4.0,O5,H22_C15_O5,0,15,22,5,0,0
534,283.150046037,0.02179131956580838,-0.11589968107829177,4.0,O5,H22_C14_13C_O5,0,15,22,5,0,0
541,284.068476037,0.037165836537341256,0.008424025156793222,10.0,O5,H12_C16_O5,0,16,12,5,0,0
547,284.162386037,0.07113096018291973,0.04204990028448639,3.0,O5,H24_C15_O5,0,15,24,5,0,0
554,285.165716037,0.016301901287428637,-0.04520529402699753,3.0,O5,H24_C14_13C_O5,0,15,24,5,0,0
564,286.08419603699997,0.03511894879412793,0.2527892171981546,9.0,O5,H14_C16_O5,0,16,14,5,0,0
570,286.178066037,0.07435030243892966,0.14632498081372686,2.0,O5,H26_C15_O5,0,15,26,5,0,0
576,287.087566037,0.014253217357955648,0.3047119079685005,9.0,O5,H14_C15_13C_O5,0,16,14,5,0,0
587,288.099726037,0.04795433803254495,-0.1657585749296573,8.0,O5,H16_C16_O5,0,16,16,5,0,0
593,288.193656037,0.07761329323468873,-0.063148510138485,1.0,O5,H28_C15_O5,0,15,28,5,0,0
607,290.115406037,0.06482575779641928,-0.061454854274536765,7.0,O5,H18_C16_O5,0,16,18,5,0,0
613,290.209216037,0.012994946405685657,-0.37308601533064034,0.0,O5,H30_C15_O5,0,15,30,5,0,0
618,292.037196037,0.018373347023185365,0.0771853733944783,13.0,O5,H8_C17_O5,0,17,8,5,0,0
625,292.131076037,0.06831892743407511,0.007178284558992155,6.0,O5,H20_C16_O5,0,16,20,5,0,0
640,294.052836037,0.021125650510699444,0.04239714264018514,12.0,O5,H10_C17_O5,0,17,10,5,0,0
648,294.146726037,0.09370356615790905,0.006877520151894861,5.0,O5,H22_C16_O5,0,16,22,5,0,0
657,295.150016037,0.01948303210804303,-0.21283075250186634,5.0,O5,H22_C15_13C_O5,0,16,22,5,0,0
661,296.068456037,0.030195996689191814,-0.05946935466762561,11.0,O5,H12_C17_O5,0,17,12,5,0,0
670,296.162406037,0.07282013379160356,0.10787662226047157,4.0,O5,H24_C16_O5,0,16,24,5,0,0
679,297.165756037,0.01894530491475397,0.09122518130739582,4.0,O5,H24_C15_13C_O5,0,16,24,5,0,0
685,298.084116037,0.029106846382383783,-0.025767894316917006,10.0,O5,H14_C17_O5,0,17,14,5,0,0
692,298.17803603699997,0.056727694522117365,0.03982520021278774,3.0,O5,H26_C16_O5,0,16,26,5,0,0
712,300.09977603699997,0.03636610887801468,0.007480845176153613,9.0,O5,H16_C17_O5,0,17,16,5,0,0
720,300.193646037,0.10109597096003728,-0.09393603214831651,2.0,O5,H28_C16_O5,0,16,28,5,0,0
734,301.19710603699997,0.01758127742824964,0.2555170632390024,2.0,O5,H28_C15_13C_O5,0,16,28,5,0,0
746,302.11544603699997,0.03552885548953357,0.0733858538048265,8.0,O5,H18_C17_O5,0,17,18,5,0,0
752,302.209356037,0.07514241451124315,0.1049835135384764,1.0,O5,H30_C16_O5,0,16,30,5,0,0
760,304.037246037,0.01759553769078411,0.2385924782380556,14.0,O5,H8_C18_O5,0,18,8,5,0,0
768,304.131096037,0.045839334779991456,0.07265616797033525,7.0,O5,H20_C17_O5,0,17,20,5,0,0
772,304.225036037,0.04236617805545846,0.20265590495760133,0.0,O5,H32_C16_O5,0,16,32,5,0,0
782,306.052786037,0.022309009573187308,-0.12263570770613148,13.0,O5,H10_C18_O5,0,18,10,5,0,0
790,306.146746037,0.0626185240203503,0.071936090542736,6.0,O5,H22_C17_O5,0,17,22,5,0,0
799,307.149996037,0.013289393520136705,-0.26963047725536865,6.0,O5,H22_C16_13C_O5,0,17,22,5,0,0
804,308.068496037,0.027294445900811683,0.07268838028814996,12.0,O5,H12_C18_O5,0,18,12,5,0,0
813,308.162416037,0.07107127946716377,0.1361262693058748,5.0,O5,H24_C17_O5,0,17,24,5,0,0
820,309.165696037,0.016064313177210767,-0.1063863179771531,5.0,O5,H24_C16_13C_O5,0,17,24,5,0,0
829,310.084086037,0.02240308482853703,-0.12151865148022319,11.0,O5,H14_C18_O5,0,18,14,5,0,0
836,310.178006037,0.07296232984776108,-0.058434188253532304,4.0,O5,H26_C17_O5,0,17,26,5,0,0
846,311.181296037,0.015196463940347198,-0.26661306802010576,4.0,O5,H26_C16_13C_O5,0,17,26,5,0,0
855,312.099736037,0.034606083003223424,-0.12097094497204582,10.0,O5,H16_C18_O5,0,18,16,5,0,0
865,312.19370603699997,0.06617274578624413,0.10186304003700988,3.0,O5,H28_C17_O5,0,17,28,5,0,0
871,313.103006037,0.015089511971338693,-0.3915484605055677,10.0,O5,H16_C17_13C_O5,0,18,16,5,0,0
888,314.11535603699997,0.033253688250029126,-0.21593659380697275,9.0,O5,H18_C18_O5,0,18,18,5,0,0
895,314.209346037,0.06445374092197756,0.06914816590723019,2.0,O5,H30_C17_O5,0,17,30,5,0,0
914,316.131106037,0.049213124781544916,0.10153066041423404,8.0,O5,H20_C18_O5,0,18,20,5,0,0
920,316.224936037,0.06135535603324401,-0.12126494661247722,1.0,O5,H32_C17_O5,0,17,32,5,0,0
933,318.052826037,0.014576100042720105,0.007756573121374568,14.0,O5,H10_C19_O5,0,19,10,5,0,0
940,318.146706037,0.06387394898831023,-0.05650537827138217,7.0,O5,H22_C18_O5,0,18,22,5,0,0
949,319.150066037,0.01815687623791215,-0.0401597912411453,7.0,O5,H22_C17_13C_O5,0,18,22,5,0,0
954,320.068366037,0.017001964882131345,-0.33620004797870834,13.0,O5,H12_C19_O5,0,19,12,5,0,0
961,320.162336037,0.0638826325779642,-0.118849082815269,6.0,O5,H24_C18_O5,0,18,24,5,0,0
982,322.178046037,0.06242493033710047,0.06789723969370964,5.0,O5,H26_C18_O5,0,18,26,5,0,0
998,324.099816037,0.023233377995261952,0.1303456462616595,11.0,O5,H16_C19_O5,0,19,16,5,0,0
1003,324.193636037,0.07491113732572138,-0.11782772938851953,4.0,O5,H28_C18_O5,0,18,28,5,0,0
1023,326.115436037,0.024376292525923337,0.037321140416419665,10.0,O5,H18_C19_O5,0,19,18,5,0,0
1030,326.209306037,0.08877688211192668,-0.056016182509689566,3.0,O5,H30_C18_O5,0,18,30,5,0,0
1042,327.212586037,0.020037689570468756,-0.28456423733264924,3.0,O5,H30_C17_13C_O5,0,18,30,5,0,0
1052,328.131066037,0.03405397418346343,-0.02408488819643351,9.0,O5,H20_C19_O5,0,19,20,5,0,0
1057,328.224976037,0.09590688594702707,0.005036179725719446,2.0,O5,H32_C18_O5,0,18,32,5,0,0
1067,329.228236037,0.023333788448095073,-0.2830468040232681,2.0,O5,H32_C17_13C_O5,0,18,32,5,0,0
1073,330.052846037,0.0168626694240553,0.0680709173628682,15.0,O5,H10_C20_O5,0,20,10,5,0,0
1083,330.146746037,0.04250136534428522,0.06670670029809558,8.0,O5,H22_C19_O5,0,19,22,5,0,0
1089,330.240656037,0.07012848799953396,0.09562420440132029,1.0,O5,H34_C18_O5,0,18,34,5,0,0
1107,332.162416037,0.05432292273486349,0.12629062774738772,7.0,O5,H24_C19_O5,0,19,24,5,0,0
1111,332.25620603699997,0.03513502951570935,-0.20615115325440694,0.0,O5,H36_C18_O5,0,18,36,5,0,0
1132,334.178066037,0.059272034836304326,0.12530744617313425,6.0,O5,H26_C19_O5,0,19,26,5,0,0
1144,335.181416037,0.017771284807176976,0.11049240267874542,6.0,O5,H26_C18_13C_O5,0,19,26,5,0,0
1159,336.193656037,0.060051701036933476,-0.054132490852524154,5.0,O5,H28_C19_O5,0,19,28,5,0,0
1179,338.115426037,0.015122025369917278,0.006420884225817021,11.0,O5,H18_C20_O5,0,20,18,5,0,0
1185,338.209346037,0.053784922472717385,0.06424127613254027,4.0,O5,H30_C19_O5,0,19,30,5,0,0
1209,340.131086037,0.016439260990718085,0.03556569941318053,10.0,O5,H20_C20_O5,0,20,20,5,0,0
1215,340.224916037,0.03105152141830751,-0.17149537627063086,3.0,O5,H32_C19_O5,0,19,32,5,0,0
1238,342.146796037,0.02601161088780147,0.2105032132614171,9.0,O5,H22_C20_O5,0,20,22,5,0,0
1242,342.240616037,0.031657309507165325,-0.02460549573484273,2.0,O5,H34_C19_O5,0,19,34,5,0,0
1251,343.150066037,0.01461384422696027,-0.0373510055663567,9.0,O5,H22_C19_13C_O5,0,20,22,5,0,0
1268,344.162376037,0.041136045331857544,0.00566302466047485,8.0,O5,H24_C20_O5,0,20,24,5,0,0
1272,344.256246037,0.024850018447318344,-0.08277264498696199,1.0,O5,H36_C19_O5,0,19,36,5,0,0
1298,346.17803603699997,0.06416139340362732,0.03430315834064107,7.0,O5,H26_C20_O5,0,20,26,5,0,0
1308,347.181466037,0.01626048584411045,0.25069022540899616,7.0,O5,H26_C19_13C_O5,0,20,26,5,0,0
1323,348.193656037,0.05947306206066255,-0.052266891411041905,6.0,O5,H28_C20_O5,0,20,28,5,0,0
1346,350.209306037,0.05381538482076974,-0.05217736852885688,5.0,O5,H30_C20_O5,0,20,30,5,0,0
1369,352.131136037,0.020396981436172277,0.17634623468228255,11.0,O5,H20_C21_O5,0,21,20,5,0,0
1373,352.225076037,0.04389502990407394,0.2886023935185562,4.0,O5,H32_C20_O5,0,20,32,5,0,0
1398,354.240696037,0.02321853518583246,0.20206317571069926,3.0,O5,H34_C20_O5,0,20,34,5,0,0
1423,356.162356037,0.02417817196784341,-0.05068194231556546,9.0,O5,H24_C21_O5,0,21,24,5,0,0
1426,356.256346037,0.0295225057283778,0.2007122140823568,2.0,O5,H36_C20_O5,0,20,36,5,0,0
1455,358.178086037,0.034247725639830674,0.17274926200295243,8.0,O5,H26_C21_O5,0,21,26,5,0,0
1459,358.271996037,0.023460947512524758,0.19937645356287176,1.0,O5,H38_C20_O5,0,20,38,5,0,0
1486,360.193696037,0.030516342867684183,0.06052576778122608,7.0,O5,H28_C21_O5,0,21,28,5,0,0
1513,362.209406037,0.028425406083731408,0.22563467056972317,6.0,O5,H30_C21_O5,0,21,30,5,0,0
1535,364.131086037,0.014894346625111654,0.03322155243247041,12.0,O5,H20_C22_O5,0,22,20,5,0,0
1542,364.224976037,0.01480467688065556,0.004538403675052667,5.0,O5,H32_C21_O5,0,21,32,5,0,0
1567,366.146596037,0.014327310041166648,-0.349523937731268,11.0,O5,H22_C22_O5,0,22,22,5,0,0
1571,366.240676037,0.018101097372713502,0.14083361946297202,4.0,O5,H34_C21_O5,0,21,34,5,0,0
1596,368.162466037,0.013980846343547322,0.24975115201887493,10.0,O5,H24_C22_O5,0,22,24,5,0,0
1599,368.256326037,0.017712684230455553,0.13986182000429062,3.0,O5,H36_C21_O5,0,21,36,5,0,0
1625,370.178086037,0.023304630762359703,0.16714927858354434,9.0,O5,H26_C22_O5,0,22,26,5,0,0
1628,370.272046037,0.019986874490271467,0.3279507628725046,2.0,O5,H38_C21_O5,0,21,38,5,0,0
