peakNo,mw,relativeAbundance,errorPPM,DBE,class,formula,z,C,H,O,N,S
4826,453.163506037,0.005247486211446396,0.021246194493471555,8.0,N1O10,H27_C21_N_O10,0,21,27,10,1,0
4854,454.166866037,0.0012335131364093648,0.032560719748452364,8.0,N1O10,H27_C20_13C_N_O10,0,21,27,10,1,0
4874,455.085246037,0.0070168698087549105,-4.3946096323615116E-6,14.0,N1O10,H17_C22_N_O10,0,22,17,10,1,0
4885,455.179166037,0.0037763701348270304,0.04295890831749348,7.0,N1O10,H29_C21_N_O10,0,21,29,10,1,0
4910,456.182546037,7.936949279355337E-4,0.0980177790675698,7.0,N1O10,H29_C20_13C_N_O10,0,21,29,10,1,0
4929,457.100896037,0.0077296786293849125,-1.6626524414264473E-4,13.0,N1O10,H19_C22_N_O10,0,22,19,10,1,0
4939,457.194806037,0.002477137036231921,0.02073514360830675,6.0,N1O10,H31_C21_N_O10,0,21,31,10,1,0
4972,459.022666037,8.94802562067449E-4,0.04421132446198788,19.0,N1O10,H9_C23_N_O10,0,23,9,10,1,0
4987,459.116546037,0.007669014048905763,-3.267143163472941E-4,12.0,N1O10,H21_C22_N_O10,0,22,21,10,1,0
4998,459.210486037,0.0018148820326678767,0.0858125004543851,5.0,N1O10,H33_C21_N_O10,0,21,33,10,1,0
5020,460.119906037,0.0017289405436557489,0.010888466215911967,12.0,N1O10,H21_C21_13C_N_O10,0,22,21,10,1,0
5042,461.038296037,0.001309343862008301,4.7718391883391385E-4,18.0,N1O10,H11_C23_N_O10,0,23,11,10,1,0
5059,461.13219603699997,0.007325248092857252,-4.857609606505765E-4,11.0,N1O10,H23_C22_N_O10,0,22,23,10,1,0
5070,461.226116037,9.655779059597895E-4,0.041914365658827016,4.0,N1O10,H35_C21_N_O10,0,21,35,10,1,0
5092,462.135566037,0.0018957681399734087,0.03231952086830788,11.0,N1O10,H23_C21_13C_N_O10,0,22,23,10,1,0
5115,463.05393603699997,0.0024872477996451124,-0.021280458438959596,17.0,N1O10,H13_C23_N_O10,0,23,13,10,1,0
5129,463.147846037,0.006430445530789803,-6.434228737650516E-4,10.0,N1O10,H25_C22_N_O10,0,22,25,10,1,0
5145,464.057346037,0.001081851685211492,0.09763017533894644,17.0,N1O10,H13_C22_13C_N_O10,0,23,13,10,1,0
5177,465.069586037,0.0037662593714138386,-0.02134734293199633,16.0,N1O10,H15_C23_N_O10,0,23,15,10,1,0
