mass,I
352.148281,1
352.184654,1
352.184663,1
352.99391,1
353.015026,1
353.030282,1
353.030286,1
353.040855,1
353.051419,1
353.05903,1
353.059035,1
353.06668,1
353.066685,1
353.087808,1
353.103058,1
353.115245,1
353.115254,1
353.1242,1
353.124208,1
353.124212,1
353.139444,1
353.13945,1
353.149167,1
353.151651,1
353.160576,1
353.175823,1
353.196948,1
353.196953,1
353.542522,1
353.556683,1
354.018382,1
354.01839,1
354.025527,1
354.030479,1
354.033641,1
354.038106,1
354.04665,1
354.04666,1
354.048694,1
354.054757,1
354.054762,1
354.054768,1
354.061911,1
354.070025,1
354.074481,1
354.083044,1
354.08305,1
354.085063,1
354.091164,1
354.091166,1
354.098309,1
354.106411,1
354.119431,1
354.119438,1
354.127544,1
354.163924,1
354.550342,1
354.586735,1
355.009553,1
355.009558,1
355.012886,1
355.03068,1
355.030686,1
355.03069,1
355.038311,1
355.045938,1
355.056498,1
355.061203,1
355.06707,1
355.067078,1
355.074693,1
355.082328,1
355.092029,1
355.103459,1
355.118708,1
355.128444,1
355.128449,1
355.130909,1
355.139851,1
355.155094,1
355.17623,1
355.191484,1
355.212603,1
355.53998,1
355.57636,1
356.012904,1
356.017344,1
356.034018,1
356.034038,1
356.035583,1
356.04615,1
356.049297,1
356.053766,1
356.062322,1
356.06233,1
356.070422,1
356.077574,1
356.077579,1
356.08568,1
356.09014,1
356.090148,1
356.098693,1
356.106807,1
356.106813,1
356.106817,1
356.113958,1
356.122052,1
356.122063,1
356.143192,1
356.179575,1
356.56599,1
356.988819,1
357.009942,1
357.025205,1
357.028585,1
357.040458,1
357.046338,1
357.061587,1
357.064942,1
357.076856,1
357.082724,1
357.082728,1
357.097979,1
357.107692,1
357.119108,1
357.134351,1
357.134359,1
357.155494,1
357.170748,1
357.170754,1
357.191877,1
357.207147,1
358.014825,1
358.014834,1
358.020472,1
358.028559,1
358.028567,1
358.043575,1
358.048283,1
358.049674,1
358.04968,1
358.051213,1
358.05122,1
358.056837,1
358.064933,1
358.064945,1
358.069413,1
358.072114,1
358.08465,1
358.086085,1
358.0861,1
358.093233,1
358.09816,1
358.101323,1
358.114345,1
358.122444,1
358.122448,1
358.137719,1
358.137725,1
358.158828,1
358.158838,1
358.534685,1
358.5529,1
358.581668,1
359.004468,1
359.007855,1
359.007859,1
359.025595,1
359.025602,1
359.040851,1
359.040858,1
359.056106,1
359.061986,1
359.077249,1
359.080612,1
359.092495,1
359.098368,1
359.11363,1
359.134755,1
359.134762,1
359.150012,1
359.186388,1
359.186393,1
359.524335,1
359.560733,1
360.027553,1
360.030476,1
360.03611,1
360.044219,1
360.048679,1
360.051364,1
360.059464,1
360.065325,1
360.065332,1
360.066865,1
360.072495,1
360.080585,1
360.080591,1
360.095839,1
360.101737,1
360.101743,1
360.108869,1
360.116989,1
360.121443,1
360.138113,1
360.153365,1
360.15337,1
360.532162,1
360.550363,1
360.568547,1
360.983727,1
360.998997,1
361.020117,1
361.020124,1
361.035375,1
361.041235,1
361.041242,1
361.056506,1
361.071765,1
361.07763,1
361.092889,1
361.104135,1
361.108149,1
361.114034,1
361.12928,1
361.150402,1
361.165671,1
361.202056,1
361.539987,1
361.558173,1
362.023478,1
362.027947,1
362.027953,1
362.035587,1
362.035591,1
362.0432,1
362.046135,1
362.051752,1
362.051765,1
362.053775,1
362.059861,1
362.059866,1
362.064312,1
362.067007,1
362.075113,1
362.079586,1
362.088125,1
362.096243,1
362.124518,1
362.132629,1
362.169025,1
362.566015,1
362.999382,1
363.014645,1
363.035772,1
363.035777,1
363.051031,1
363.056893,1
363.061579,1
363.072156,1
363.072161,1
363.083407,1
363.087407,1
363.093293,1
363.108539,1
363.108545,1
363.1238,1
363.144931,1
363.144948,1
363.16019,1
363.181319,1
363.181328,1
364.025382,1
364.03101,1
364.031017,1
364.039142,1
364.043577,1
364.046275,1
364.058854,1
364.06179,1
364.067404,1
364.069438,1
364.069445,1
364.075518,1
364.079988,1
364.082649,1
364.095242,1
364.098167,1
364.103779,1
364.103787,1
364.111895,1
364.111908,1
364.140167,1
364.148282,1
364.184661,1
365.015058,1
365.030283,1
365.030288,1
365.051428,1
365.059057,1
365.066664,1
365.066672,1
365.07724,1
365.087807,1
365.09904,1
365.103056,1
365.124197,1
365.139457,1
365.149177,1
365.160575,1
365.175836,1
365.196952,1
365.196959,1
365.524327,1
366.0123,1
366.018398,1
366.0305,1
366.030505,1
366.033632,1
366.03811,1
366.046692,1
366.048683,1
366.054771,1
366.066879,1
366.070031,1
366.074523,1
366.083059,1
366.085056,1
366.091164,1
366.098296,1
366.106409,1
366.119449,1
366.127553,1
366.142806,1
366.155842,1
366.16394,1
366.200307,1
366.9943,1
367.009559,1
367.030691,1
367.038306,1
367.045932,1
367.04594,1
367.049327,1
367.067066,1
367.067073,1
367.074712,1
367.082327,1
367.103462,1
367.114698,1
367.118712,1
367.128445,1
367.139846,1
367.139854,1
367.1551,1
367.176233,1
367.176235,1
367.212626,1
367.55816,1
368.012922,1
368.017381,1
368.025951,1
368.027948,1
368.034035,1
368.041191,1
368.046147,1
368.0493,1
368.062316,1
368.064335,1
368.07044,1
368.077565,1
368.085686,1
368.098715,1
368.10681,1
368.106823,1
368.122053,1
368.135105,1
368.135129,1
368.143195,1
368.143202,1
368.179577,1
369.009946,1
369.025219,1
369.028596,1
369.035767,1
369.040476,1
369.046341,1
369.053974,1
369.061603,1
369.061612,1
369.071332,1
369.07685,1
369.082714,1
369.08272,1
369.09033,1
369.097974,1
369.107689,1
369.107697,1
369.119113,1
369.119116,1
369.134362,1
369.144103,1
369.155489,1
369.155496,1
369.170745,1
369.19187,1
369.207147,1
369.537445,1
370.020418,1
370.028576,1
370.033019,1
370.04359,1
370.049679,1
370.051233,1
370.056851,1
370.056857,1
370.061792,1
370.064949,1
370.06943,1
370.077963,1
370.07797,1
370.086076,1
370.093223,1
370.101331,1
370.1058,1
370.114355,1
370.122468,1
370.122473,1
370.129604,1
370.137716,1
370.158851,1
370.174113,1
370.563468,1
371.004469,1
371.007863,1
371.007875,1
371.017532,1
371.019711,1
371.025607,1
371.040847,1
371.040855,1
371.044218,1
371.051413,1
371.056117,1
371.061988,1
371.061997,1
371.06961,1
371.077232,1
371.077244,1
371.080642,1
371.098372,1
371.113628,1
371.134748,1
371.134754,1
371.15001,1
371.171142,1
371.171148,1
371.18639,1
371.1864,1
372.012285,1
372.028935,1
372.030511,1
372.036097,1
372.041055,1
372.044204,1
372.04421,1
372.048695,1
372.065343,1
372.066874,1
372.072488,1
372.072495,1
372.077427,1
372.080601,1
372.085071,1
372.093595,1
372.093604,1
372.101722,1
372.101731,1
372.108874,1
372.116975,1
372.138116,1
372.145271,1
372.153372,1
372.17449,1
372.189742,1
373.020115,1
373.020124,1
373.035379,1
373.038314,1
373.041249,1
373.041254,1
373.056502,1
373.056505,1
373.059899,1
373.059913,1
373.071763,1
373.074697,1
373.077641,1
373.092901,1
373.096279,1
373.108145,1
373.114019,1
373.114032,1
373.129275,1
373.144526,1
373.150406,1
373.165659,1
373.165664,1
373.186805,1
373.186809,1
373.202062,1
374.01535,1
374.023478,1
374.027952,1
374.043211,1
374.044596,1
374.04614,1
374.051758,1
374.05987,1
374.064316,1
374.064325,1
374.080992,1
374.088133,1
374.088137,1
374.093088,1
374.096249,1
374.100715,1
374.117378,1
374.124512,1
374.12452,1
374.132632,1
374.153747,1
374.169023,1
374.547815,1
374.566008,1
374.999376,1
374.999382,1
375.014635,1
375.017587,1
375.035772,1
375.035776,1
375.035779,1
375.051028,1
375.056894,1
375.056907,1
375.056912,1
375.061599,1
375.072159,1
375.087417,1
375.090325,1
375.093295,1
375.093298,1
375.108551,1
375.123796,1
375.129683,1
375.144919,1
375.144924,1
375.144928,1
375.181311,1
375.217692,1
375.53744,1
376.025399,1
376.031018,1
376.039128,1
376.039132,1
376.043588,1
376.043593,1
376.051228,1
376.054371,1
376.058855,1
376.061785,1
376.067422,1
376.07551,1
376.075516,1
376.079965,1
376.103793,1
376.111885,1
376.111893,1
376.140187,1
376.148277,1
376.148282,1
376.184684,1
376.18469,1
376.581645,1
377.015045,1
377.015052,1
377.030286,1
377.040855,1
377.051419,1
377.051422,1
377.05905,1
377.066683,1
377.072525,1
377.072538,1
377.077244,1
377.087811,1
377.099037,1
377.108945,1
377.124203,1
377.160571,1
377.160577,1
377.160582,1
377.19696,1
377.196965,1
378.012297,1
378.018387,1
378.030488,1
378.033653,1
378.038119,1
378.046658,1
378.048685,1
378.054776,1
378.059228,1
378.059235,1
378.061915,1
378.074512,1
378.083056,1
378.083063,1
378.091157,1
378.091165,1
378.09562,1
378.098313,1
378.119453,1
378.127547,1
378.127554,1
378.155812,1
378.163934,1
378.200335,1
378.532175,1
379.009551,1
379.012959,1
379.030695,1
379.045942,1
379.045947,1
379.056498,1
379.067079,1
379.078308,1
379.082323,1
379.082328,1
379.092057,1
379.103444,1
379.103451,1
379.114716,1
379.139836,1
379.139842,1
379.139845,1
379.155099,1
379.176228,1
379.176233,1
379.212607,1
379.558192,1
380.009728,1
380.009735,1
380.012908,1
380.017368,1
380.02595,1
380.02795,1
380.034045,1
380.034061,1
380.041186,1
380.046123,1
380.046132,1
380.053767,1
380.056705,1
380.062313,1
380.062322,1
380.064325,1
380.064334,1
380.070433,1
380.077558,1
380.085698,1
380.093062,1
380.098715,1
380.098723,1
380.106806,1
380.106813,1
380.113947,1
380.122065,1
380.135076,1
380.135081,1
380.143192,1
380.17958,1
380.179584,1
380.543747,1
381.009957,1
381.025212,1
381.028592,1
381.046341,1
381.053962,1
381.053983,1
381.057552,1
381.061588,1
381.076872,1
381.082728,1
381.090332,1
381.093974,1
381.097984,1
381.1077,1
381.119106,1
381.119111,1
381.134353,1
381.134359,1
381.155496,1
381.170748,1
381.170752,1
381.191881,1
381.207121,1
381.555628,1
382.025407,1
382.033027,1
382.043588,1
382.049687,1
382.056836,1
382.061804,1
382.069405,1
382.077969,1
382.077977,1
382.086076,1
382.086089,1
382.093231,1
382.098167,1
382.114362,1
382.122459,1
382.122463,1
382.150755,1
382.158848,1
382.158855,1
382.195243,1
382.195247,1
383.004475,1
383.004482,1
383.007843,1
383.01504,1
383.01753,1
383.025604,1
383.040863,1
383.04422,1
383.05611,1
383.061992,1
383.077249,1
383.080636,1
383.098377,1
383.113622,1
383.113626,1
383.12335,1
383.123354,1
383.134765,1
383.150026,1
383.150034,1
383.162184,1
383.171144,1
383.186398,1
383.207502,1
383.553112,1
383.58947,1
384.007832,1
384.012295,1
384.027553,1
384.028946,1
384.036097,1
384.044211,1
384.048677,1
384.059235,1
384.065348,1
384.065352,1
384.072491,1
384.077438,1
384.08059,1
384.093618,1
384.093625,1
384.101722,1
384.116983,1
384.13812,1
384.174497,1
384.189745,1
384.56092,1
385.00486,1
385.020125,1
385.023496,1
385.035374,1
385.041251,1
385.041257,1
385.041261,1
385.05651,1
385.059892,1
385.071762,1
385.077629,1
385.077635,1
385.092891,1
385.092895,1
385.096287,1
385.102625,1
385.114027,1
385.129277,1
385.129282,1
385.138972,1
385.138983,1
385.141412,1
385.141442,1
385.150405,1
385.150412,1
385.150416,1
385.165655,1
385.186796,1
385.202046,1
385.550547,1
386.015358,1
386.023481,1
386.027943,1
386.027951,1
386.044608,1
386.04613,1
386.051751,1
386.051757,1
386.056703,1
386.059872,1
386.064331,1
386.080987,1
386.080996,1
386.088138,1
386.093085,1
386.096248,1
386.100728,1
386.109278,1
386.117391,1
386.117395,1
386.124526,1
386.132622,1
386.13263,1
386.153756,1
386.153763,1
386.169017,1
386.169034,1
386.547842,1
386.566011,1
386.594738,1
386.999382,1
387.020515,1
387.035777,1
387.051027,1
387.056899,1
387.072146,1
387.093285,1
387.093291,1
387.108549,1
387.111888,1
387.111895,1
387.129667,1
387.144925,1
387.166054,1
387.16606,1
387.181305,1
387.181314,1
387.202438,1
387.217704,1
387.537432,1
387.53744,1
387.573855,1
388.002753,1
388.039136,1
388.03914,1
388.043578,1
388.043585,1
388.060221,1
388.060241,1
388.060247,1
388.061773,1
388.06741,1
388.067416,1
388.075502,1
388.079974,1
388.09665,1
388.10378,1
388.10379,1
388.10873,1
388.111902,1
388.133021,1
388.148285,1
388.14829,1
388.184662,1
389.015049,1
389.030288,1
389.036173,1
389.051428,1
389.066673,1
389.072546,1
389.087808,1
389.10306,1
389.10894,1
389.124198,1
389.145323,1
389.160566,1
389.160573,1
389.181698,1
389.196963,1
389.553097,1
390.010267,1
390.018379,1
390.018395,1
390.038106,1
390.04106,1
390.046672,1
390.046676,1
390.048656,1
390.054768,1
390.059216,1
390.074499,1
390.077443,1
390.083059,1
390.091162,1
390.095624,1
390.106417,1
390.11228,1
390.119441,1
390.119459,1
390.12755,1
390.155812,1
390.163928,1
390.163935,1
390.200324,1
390.200327,1
390.550357,1
390.56091,1
390.994303,1
391.012931,1
391.030685,1
391.03069,1
391.045922,1
391.04593,1
391.061204,1
391.067072,1
391.078376,1
391.082325,1
391.088213,1
391.103463,1
391.124602,1
391.139846,1
391.176224,1
391.212612,1
391.550545,1
392.02594,1
392.027942,1
392.034049,1
392.038513,1
392.046134,1
392.046142,1
392.049289,1
392.06232,1
392.070426,1
392.074877,1
392.077559,1
392.082526,1
392.090163,1
392.098715,1
392.106805,1
392.111285,1
392.143204,1
392.179577,1
392.179583,1
393.001891,1
393.009956,1
393.025208,1
393.028137,1
393.028588,1
393.035775,1
393.046341,1
393.053967,1
393.061592,1
393.08273,1
393.090337,1
393.093972,1
393.097973,1
393.119095,1
393.119102,1
393.134343,1
393.155498,1
393.191868,1
393.191875,1
393.228262,1
393.584397,1
394.013278,1
394.028558,1
394.033027,1
394.035947,1
394.041589,1
394.041595,1
394.041603,1
394.043603,1
394.043612,1
394.049706,1
394.049717,1
394.05417,1
394.056833,1
394.064949,1
394.072327,1
394.077974,1
394.086074,1
394.101317,1
394.114348,1
394.122465,1
394.122471,1
394.150767,1
394.150794,1
394.158852,1
394.158857,1
394.15886,1
394.195224,1
394.195232,1
394.545283,1
394.56346,1
395.004476,1
395.00785,1
395.025603,1
395.02561,1
395.025632,1
395.033212,1
395.03322,1
395.040845,1
395.040852,1
395.056116,1
395.061992,1
395.062003,1
395.069607,1
395.069614,1
395.073227,1
395.077235,1
395.077243,1
395.080605,1
395.098369,1
395.098373,1
395.113617,1
395.134756,1
395.134758,1
395.150004,1
395.159743,1
395.162202,1
395.171153,1
395.207535,1
396.028945,1
396.028961,1
396.030494,1
396.041041,1
396.04421,1
396.051607,1
396.057237,1
396.059255,1
396.065348,1
396.072481,1
396.077441,1
396.085045,1
396.093628,1
396.10173,1
396.10888,1
396.113798,1
396.116979,1
396.129984,1
396.138118,1
396.138123,1
396.174493,1
397.004848,1
397.004854,1
397.020116,1
397.020123,1
397.02348,1
397.030689,1
397.030698,1
397.035384,1
397.041256,1
397.048879,1
397.048884,1
397.056512,1
397.071773,1
397.077648,1
397.077659,1
397.08525,1
397.09289,1
397.096268,1
397.114028,1
397.114032,1
397.129275,1
397.13899,1
397.14147,1
397.150409,1
397.165682,1
397.186791,1
397.202033,1
398.015373,1
398.023466,1
398.023475,1
398.027955,1
398.038522,1
398.04461,1
398.046155,1
398.051765,1
398.0567,1
398.059881,1
398.072874,1
398.08098,1
398.088126,1
398.096232,1
398.109285,1
398.117387,1
398.132622,1
398.132631,1
398.153756,1
398.190157,1
398.190161,1
398.999384,1
398.99939,1
399.00274,1
399.012445,1
399.020514,1
399.035772,1
399.039131,1
399.051028,1
399.056885,1
399.056899,1
399.056908,1
399.064515,1
399.072164,1
399.075546,1
399.09329,1
399.10854,1
399.111888,1
399.120725,1
399.129673,1
399.144923,1
399.144932,1
399.15464,1
399.157123,1
399.16605,1
399.166062,1
399.181303,1
399.181311,1
399.202443,1
399.217685,1
400.025397,1
400.031026,1
400.036005,1
400.039138,1
400.039159,1
400.043584,1
400.060265,1
400.061791,1
400.067399,1
400.075505,1
400.079987,1
400.096643,1
400.096648,1
400.103791,1
400.1119,1
400.124928,1
400.133022,1
400.13304,1
400.148275,1
400.169412,1
400.169432,1
400.184666,1
400.527092,1
400.545245,1
401.015037,1
401.015042,1
401.018391,1
401.018401,1
401.030296,1
401.03321,1
401.036168,1
401.036175,1
401.04249,1
401.051418,1
401.051425,1
401.066685,1
401.07255,1
401.087803,1
401.087807,1
401.091178,1
401.103065,1
401.108935,1
401.108945,1
401.124195,1
401.124202,1
401.139438,1
401.145321,1
401.145327,1
401.160573,1
401.160579,1
401.181702,1
401.181714,1
401.196972,1
401.553088,1
402.010295,1
402.018401,1
402.022852,1
402.022858,1
402.041074,1
402.046661,1
402.054778,1
402.05478,1
402.059246,1
402.05925,1
402.075914,1
402.083048,1
402.083053,1
402.091154,1
402.091161,1
402.091168,1
402.095623,1
402.095634,1
402.112288,1
402.112293,1
402.119435,1
402.127546,1
402.148673,1
402.16393,1
402.200318,1
402.560915,1
402.57913,1
402.994309,1
402.994319,1
402.994326,1
403.030686,1
403.030691,1
403.045952,1
403.051812,1
403.05182,1
403.067071,1
403.067079,1
403.082332,1
403.088202,1
403.103461,1
403.124585,1
403.139846,1
403.139849,1
403.160958,1
403.176246,1
403.176251,1
403.197325,1
403.21262,1
403.550552,1
403.568742,1
404.025957,1
404.034045,1
404.034051,1
404.038502,1
404.03851,1
404.046157,1
404.05377,1
404.05669,1
404.062324,1
404.07042,1
404.070425,1
404.074871,1
404.074877,1
404.085649,1
404.091545,1
404.093105,1
404.098701,1
404.098707,1
404.106806,1
404.127918,1
404.127927,1
404.135092,1
404.143207,1
404.143211,1
404.171485,1
404.179585,1
404.540188,1
405.009943,1
405.009952,1
405.02521,1
405.035781,1
405.046341,1
405.053952,1
405.061596,1
405.067448,1
405.082724,1
405.082729,1
405.093994,1
405.097974,1
405.10387,1
405.107724,1
405.119114,1
405.130342,1
405.134376,1
405.15549,1
405.155496,1
405.191879,1
405.22826,1
405.52981,1
405.548032,1
405.548037,1
405.566175,1
406.013244,1
406.017767,1
406.025385,1
406.033016,1
406.03596,1
406.041576,1
406.041582,1
406.04159,1
406.043592,1
406.049694,1
406.0497,1
406.054148,1
406.054155,1
406.056837,1
406.06493,1
406.069422,1
406.072347,1
406.077975,1
406.086067,1
406.086075,1
406.090541,1
406.101324,1
406.114367,1
406.122469,1
406.126922,1
406.150742,1
406.150751,1
406.158851,1
406.195229,1
406.195236,1
406.195243,1
406.537622,1
406.98921,1
407.004443,1
407.025612,1
407.033248,1
407.040867,1
407.061988,1
407.061994,1
407.069585,1
407.069597,1
407.073237,1
407.077241,1
407.098379,1
407.098383,1
407.113645,1
407.12581,1
407.134756,1
407.150008,1
407.159747,1
407.162215,1
407.171152,1
407.171157,1
407.207528,1
407.207535,1
408.022875,1
408.028941,1
408.028953,1
408.033428,1
408.036117,1
408.04106,1
408.0516,1
408.05161,1
408.057233,1
408.057239,1
408.065349,1
408.065354,1
408.072501,1
408.080613,1
408.085074,1
408.093617,1
408.101725,1
408.101731,1
408.101737,1
408.116996,1
408.12437,1
408.130001,1
408.138114,1
408.138118,1
408.166395,1
408.174513,1
408.174517,1
408.210876,1
408.210912,1
408.542728,1
408.987102,1
409.00488,1
409.004893,1
409.020138,1
409.020143,1
409.023494,1
409.030677,1
409.030686,1
409.041256,1
409.048875,1
409.056505,1
409.059897,1
409.077633,1
409.077642,1
409.085252,1
409.114025,1
409.129287,1
409.150411,1
409.150415,1
409.165676,1
409.186803,1
409.223175,1
409.550552,1
409.568753,1
409.586953,1
410.020305,1
410.027944,1
410.038524,1
410.044611,1
410.051773,1
410.056703,1
410.059871,1
410.072897,1
410.074879,1
410.080984,1
410.080991,1
410.088137,1
410.096254,1
410.109276,1
410.117381,1
410.145663,1
410.153765,1
410.190173,1
410.99938,1
410.999384,1
411.002772,1
411.020507,1
411.020515,1
411.02814,1
411.02815,1
411.035779,1
411.035789,1
411.039125,1
411.046331,1
411.046336,1
411.056899,1
411.056907,1
411.064518,1
411.072164,1
411.075484,1
411.07551,1
411.093284,1
411.093293,1
411.108541,1
411.108547,1
411.108554,1
411.12076,1
411.120766,1
411.129668,1
411.129676,1
411.144912,1
411.144923,1
411.154651,1
411.166061,1
411.166069,1
411.181304,1
411.18131,1
411.202448,1
411.238815,1
411.529817,1
411.54802,1
411.566192,1
412.02388,1
412.039154,1
412.043602,1
412.052146,1
412.060258,1
412.060264,1
412.067408,1
412.067412,1
412.075532,1
412.079987,1
412.088544,1
412.096634,1
412.103786,1
412.111914,1
412.1249,1
412.126957,1
412.133024,1
412.133031,1
412.169413,1
412.205798,1
412.574035,1
413.015044,1
413.018401,1
413.018408,1
413.030315,1
413.036163,1
413.036178,1
413.043775,1
413.051411,1
413.051423,1
413.06667,1
413.072547,1
413.072555,1
413.080167,1
413.087808,1
413.087813,1
413.091172,1
413.097523,1
413.108939,1
413.108942,1
413.124204,1
413.12754,1
413.13388,1
413.145326,1
413.145329,1
413.160579,1
413.160585,1
413.181707,1
413.196965,1
413.21809,1
413.553103,1
413.58185,1
414.022831,1
414.022837,1
414.039505,1
414.046658,1
414.051618,1
414.051635,1
414.054773,1
414.054778,1
414.059242,1
414.067718,1
414.075911,1
414.07592,1
414.083036,1
414.087987,1
414.091183,1
414.104162,1
414.104182,1
414.112289,1
414.127534,1
414.14055,1
414.148671,1
414.163918,1
414.163925,1
414.185063,1
414.535093,1
414.55328,1
414.994313,1
415.015437,1
415.030697,1
415.045939,1
415.051814,1
415.051821,1
415.059433,1
415.06707,1
415.067076,1
415.082329,1
415.088204,1
415.103459,1
415.106824,1
415.124585,1
415.139845,1
415.13985,1
415.139854,1
415.160972,1
415.160989,1
415.176223,1
415.197346,1
415.212626,1
415.212632,1
415.532373,1
416.025907,1
416.025912,1
416.034036,1
416.038513,1
416.053759,1
416.055148,1
416.055158,1
416.056693,1
416.062296,1
416.062315,1
416.067243,1
416.070413,1
416.070438,1
416.074878,1
416.091554,1
416.091558,1
416.098711,1
416.098715,1
416.106828,1
416.111275,1
416.127932,1
416.143211,1
416.16434,1
416.179572,1
416.179582,1
416.21595,1
416.55837,1
416.576572,1
417.009939,1
417.009959,1
417.025208,1
417.031085,1
417.04633,1
417.046337,1
417.06747,1
417.067479,1
417.082728,1
417.097969,1
417.103866,1
417.103877,1
417.119107,1
417.140239,1
417.140242,1
417.155492,1
417.155499,1
417.1766,1
417.191876,1
417.191881,1
417.228265,1
417.228271,1
417.228277,1
418.013306,1
418.017764,1
418.041582,1
418.041586,1
418.043587,1
418.049695,1
418.054144,1
418.054152,1
418.06178,1
418.07235,1
418.077977,1
418.086092,1
418.107193,1
418.114352,1
418.122465,1
418.122475,1
418.143576,1
418.143595,1
418.150746,1
418.150755,1
418.158854,1
418.195223,1
419.007835,1
419.025597,1
419.025607,1
419.033237,1
419.04085,1
419.040858,1
419.04672,1
419.046745,1
419.05141,1
419.061989,1
419.073215,1
419.077251,1
419.083111,1
419.089425,1
419.098383,1
419.109638,1
419.113626,1
419.119498,1
419.119513,1
419.119519,1
419.134762,1
419.171146,1
419.20752,1
419.563645,1
419.581865,1
420.028971,1
420.028986,1
420.033423,1
420.041052,1
420.041057,1
420.051607,1
420.057233,1
420.057253,1
420.059253,1
420.065338,1
420.069797,1
420.077415,1
420.085028,1
420.093609,1
420.10172,1
420.10173,1
420.124387,1
420.130018,1
420.130039,1
420.138115,1
420.166403,1
420.174497,1
420.210884,1
420.553286,1
420.560935,1
420.589675,1
421.004873,1
421.004879,1
421.020124,1
421.023498,1
421.03068,1
421.03069,1
421.041259,1
421.041262,1
421.056509,1
421.059433,1
421.067054,1
421.07764,1
421.077648,1
421.092885,1
421.09289,1
421.095813,1
421.11403,1
421.129279,1
421.141468,1
421.150409,1
421.150414,1
421.186789,1
421.186797,1
421.202048,1
421.223174,1
422.020295,1
422.023467,1
422.036499,1
422.038534,1
422.044612,1
422.044618,1
422.049078,1
422.059865,1
422.064333,1
422.067265,1
422.072876,1
422.080994,1
422.081,1
422.09308,1
422.093108,1
422.109278,1
422.117383,1
422.140022,1
422.145669,1
422.145684,1
422.153764,1
422.153771,1
422.18206,1
422.190142,1
422.226535,1
422.558382,1
423.020508,1
423.020514,1
423.028142,1
423.035778,1
423.035782,1
423.039158,1
423.046323,1
423.046333,1
423.051023,1
423.0569,1
423.056905,1
423.07215,1
423.072157,1
423.075522,1
423.082722,1
423.093288,1
423.100902,1
423.104505,1
423.108523,1
423.108532,1
423.129679,1
423.144924,1
423.144932,1
423.154637,1
423.154662,1
423.157147,1
423.166054,1
423.166061,1
423.202446,1
423.202451,1
423.238812,1
424.023855,1
424.023862,1
424.030997,1
424.035975,1
424.039121,1
424.043595,1
424.052145,1
424.054185,1
424.054191,1
424.060271,1
424.060285,1
424.067386,1
424.072363,1
424.075503,1
424.079992,1
424.088553,1
424.096644,1
424.108753,1
424.124909,1
424.124916,1
424.124923,1
424.133017,1
424.133024,1
424.16941,1
424.169415,1
424.205812,1
424.574043,1
425.015052,1
425.015056,1
425.018429,1
425.036179,1
425.036188,1
425.043777,1
425.051431,1
425.061965,1
425.066688,1
425.07256,1
425.080172,1
425.087808,1
425.087815,1
425.091178,1
425.098345,1
425.108948,1
425.108953,1
425.124196,1
425.136365,1
425.145325,1
425.145329,1
425.160577,1
425.170314,1
425.181714,1
425.218093,1
425.2181,1
425.545442,1
425.563668,1
426.018409,1
426.022852,1
426.033432,1
426.039532,1
426.04108,1
426.046672,1
426.051607,1
426.054769,1
426.054777,1
426.059242,1
426.067817,1
426.075909,1
426.075916,1
426.083062,1
426.087992,1
426.091169,1
426.091172,1
426.104204,1
426.112293,1
426.112299,1
426.12439,1
426.127549,1
426.127556,1
426.140593,1
426.140598,1
426.148681,1
426.163922,1
426.185066,1
426.553308,1
427.007388,1
427.015452,1
427.030691,1
427.051825,1
427.067078,1
427.070461,1
427.07763,1
427.082332,1
427.088213,1
427.10346,1
427.103467,1
427.124608,1
427.139848,1
427.152027,1
427.160979,1
427.176233,1
427.197347,1
427.233737,1
427.561103,1
428.020335,1
428.034041,1
428.038529,1
428.04911,1
428.055182,1
428.05674,1
428.062314,1
428.062342,1
428.070445,1
428.070455,1
428.070462,1
428.074895,1
428.083467,1
428.091566,1
428.098717,1
428.098724,1
428.10681,1
428.119856,1
428.119865,1
428.127948,1
428.135081,1
428.143188,1
428.164325,1
428.179582,1
428.200708,1
428.215966,1
429.009957,1
429.009974,1
429.025228,1
429.02814,1
429.031097,1
429.031102,1
429.046351,1
429.04636,1
429.061597,1
429.067469,1
429.082735,1
429.103855,1
429.119106,1
429.119115,1
429.122465,1
429.140236,1
429.140245,1
429.155495,1
429.176622,1
429.191888,1
429.213,1
429.228283,1
429.54799,1
430.013307,1
430.013332,1
430.017753,1
430.035962,1
430.041602,1
430.041607,1
430.049696,1
430.049702,1
430.054162,1
430.070842,1
430.070853,1
430.077975,1
430.077978,1
430.086077,1
430.09054,1
430.107205,1
430.10721,1
430.114348,1
430.122459,1
430.122465,1
430.143591,1
430.150754,1
430.158854,1
430.179974,1
430.195238,1
430.55582,1
431.0256,1
431.025608,1
431.025613,1
431.040856,1
431.046737,1
431.06199,1
431.061998,1
431.077252,1
431.083123,1
431.098374,1
431.113626,1
431.119504,1
431.134761,1
431.1559,1
431.155904,1
431.171148,1
431.19227,1
431.207526,1
431.2439,1
431.545473,1
431.563663,1
432.020852,1
432.028943,1
432.028952,1
432.033436,1
432.057233,1
432.05724,1
432.065331,1
432.065339,1
432.069812,1
432.072473,1
432.086453,1
432.093626,1
432.101733,1
432.101737,1
432.122861,1
432.13,1
432.138133,1
432.138153,1
432.174508,1
432.210873,1
432.210882,1
432.210888,1
433.004848,1
433.004855,1
433.020097,1
433.020109,1
433.030683,1
433.041256,1
433.041259,1
433.04886,1
433.056512,1
433.05943,1
433.062459,1
