Name,m/z,I,I %,Res.,S/N
FA-HQ-250-NaOD,208.84474,3576907,1.4,1252454,4.4
FA-HQ-250-NaOD,208.84975,3580757,1.4,991443,4.4
FA-HQ-250-NaOD,208.86438,3645789,1.4,1024814,4.5
FA-HQ-250-NaOD,208.86579,4056944,1.6,880921,5.3
FA-HQ-250-NaOD,208.87872,3393182,1.3,1280231,4.0
FA-HQ-250-NaOD,208.88924,3408062,1.3,1300450,4.1
FA-HQ-250-NaOD,208.89133,3964960,1.6,1006839,5.2
FA-HQ-250-NaOD,208.89668,5018877,2.0,1071112,7.2
FA-HQ-250-NaOD,208.90431,3821376,1.5,979100,4.9
FA-HQ-250-NaOD,208.95371,3640860,1.4,1060629,4.5
FA-HQ-250-NaOD,208.95991,3591009,1.4,1186808,4.4
FA-HQ-250-NaOD,208.96448,3509721,1.4,1140108,4.3
FA-HQ-250-NaOD,208.96724,3681655,1.5,919086,4.6
FA-HQ-250-NaOD,208.96947,4310031,1.7,1100764,5.8
FA-HQ-250-NaOD,209.00916999999998,9822281,3.9,979925,16.5
FA-HQ-250-NaOD,209.00964,4091665,1.6,1114463,5.4
FA-HQ-250-NaOD,209.02515,3523438,1.4,1076487,4.3
FA-HQ-250-NaOD,209.03545,3865702,1.5,982056,5.0
FA-HQ-250-NaOD,209.04554,5479526,2.2,1385434,8.1
FA-HQ-250-NaOD,209.08123999999998,3721807,1.5,1326817,4.7
FA-HQ-250-NaOD,209.08205,4116304,1.6,1034724,5.4
FA-HQ-250-NaOD,209.0915,3406185,1.3,1066933,4.1
FA-HQ-250-NaOD,209.11828,3859208,1.5,971916,5.0
FA-HQ-250-NaOD,209.11934,3393609,1.3,717887,4.0
FA-HQ-250-NaOD,209.1356,3478239,1.4,1093274,4.2
FA-HQ-250-NaOD,209.13988,3464673,1.4,903497,4.2
FA-HQ-250-NaOD,209.14543,3679182,1.5,996255,4.6
FA-HQ-250-NaOD,209.16167,3803223,1.5,1031494,4.8
FA-HQ-250-NaOD,209.1772,3903971,1.5,734517,5.0
FA-HQ-250-NaOD,209.18676000000002,3500809,1.4,853140,4.3
FA-HQ-250-NaOD,209.18705,3392838,1.3,1160079,4.0
FA-HQ-250-NaOD,209.19272,3391670,1.3,970065,4.0
FA-HQ-250-NaOD,209.19904,3379739,1.3,677883,4.0
FA-HQ-250-NaOD,209.21786,3706302,1.5,1119617,4.7
FA-HQ-250-NaOD,209.22098,3714355,1.5,768889,4.7
FA-HQ-250-NaOD,209.22634,3588259,1.4,763472,4.4
FA-HQ-250-NaOD,209.24681,4134340,1.6,1122346,5.5
FA-HQ-250-NaOD,209.25572,3433610,1.4,1585938,4.1
FA-HQ-250-NaOD,209.25983,4258381,1.7,1054318,5.7
FA-HQ-250-NaOD,209.26076,4128331,1.6,701412,5.5
FA-HQ-250-NaOD,209.28444,3742666,1.5,1255547,4.7
FA-HQ-250-NaOD,209.29668999999998,4046047,1.6,923168,5.3
FA-HQ-250-NaOD,209.30038000000002,4583611,1.8,891407,6.4
FA-HQ-250-NaOD,209.32538,3475438,1.4,1000258,4.2
FA-HQ-250-NaOD,209.3329,3887404,1.5,818734,5.0
FA-HQ-250-NaOD,209.33655,3966446,1.6,1098149,5.2
FA-HQ-250-NaOD,209.35105,4059535,1.6,1082339,5.3
FA-HQ-250-NaOD,209.35213000000002,4067831,1.6,687189,5.4
