mass	z	intensity	Res.	
410.56180		906562	855075	
410.56593		1001538	760646	
410.94227		1112283	651192	
410.96241		21881948	619137	
410.98161		844509	797455	
410.99926		1297502	700193	
411.01448		1337055	468749	
411.02506		1326560	654707	
411.03416		942433	760212	
411.03564		12072033	603095	
411.04329		2088545	591725	
411.04701		748450	672526	
411.04931		727138	1103170	
411.05090		10177634	607021	
411.05379		1508962	639180	
411.05513		761954	666740	
411.06147		1139042	780712	
411.07053		1197155	925144	
411.07204		12885091	623293	
411.07952		818020	699334	
411.08727		5453924	585992	
411.09308		714917	591740	
411.09770		708069	651286	
411.10840		4200550	593370	
411.12367		2181991	684565	
411.14484		1549416	602973	
411.16003		988009	614672	
411.18120		1793642	647097	
411.21760		1664621	638564	
411.25397		2473839	602167	
411.27512		1464176	772524	
411.29037		2247025	661827	
411.31145		6186099	627495	
411.32674		1331316	662540	
411.34634		2305141	606483	
411.34786		32089206	602981	
411.38283		1716855	686186	
411.38425		18865272	616256	
411.52257		714368	677845	
411.53314		712705	535081	
411.53720		832769	718545	
411.54096		1607298	690350	
411.54490		1177474	664562	
411.55909		1181443	737838	
411.56315		886531	655546	
411.57715		784004	900262	
411.59543		703493	866034	
411.66493		755594	648098	
411.96576		1582493	608026	
412.01472		1397536	626078	
412.03096		1513121	739529	
412.03291		2241953	616081	
412.03832		767521	942063	
412.03906		1895329	737950	
412.04362		1051810	680232	
412.04614		5921954	627924	
412.05111		1734050	610437	
412.05427		3131043	575885	
412.06171		1070115	696325	
412.06732		1922467	684541	
412.06929		1268899	640551	
412.07539		2639524	639933	
412.07975		704804	644454	
412.08254		3182756	616871	
412.09061		1520293	541581	
412.09543		712549	702167	
412.11178		1172390	672070	
412.11887		939559	826456	
412.14010		816680	675877	
412.25728		798063	638698	
412.30667		1561010	734344	
412.31485		1721267	630684	
412.35122		9032885	614538	
412.38761		4994232	643343	
412.51245		680255	831135	
412.53042		1183041	454079	
412.53458		938433	514342	
412.54868		1290690	653585	
412.55282		937410	683614	
412.56693		1238723	740644	
412.58517		681412	779650	
412.91560		2106585	654670	
412.95452		756059	819609	
412.95824		2121435	660558	
413.01341		925407	776174	
413.01492		8256735	640168	
413.02250		2031583	649387	
413.02860		1528032	694410	
413.03018		15254752	629925	
413.04068		2038497	575348	
413.04937		976097	468649	
413.05131		7866593	643981	
413.05892		1814754	551247	
413.06537		1361890	994222	
413.06656		12477666	641261	
413.06774		986082	886733	
413.07697		1163747	720434	
413.08769		7177444	641599	
413.09548		745956	674793	
413.10295		4840165	637436	
413.12409		1757158	735431	
413.13770		688487	697303	
413.13933		2615015	672382	
413.16041		946024	560125	
413.17565		777705	707533	
413.19685		1269738	716763	
413.23323		1826796	673731	
413.23903		720237	772097	
413.26964		2567407	692006	
413.29075		2845936	664674	
413.30601		4432625	651576	
413.32714		7668978	633753	
413.34234		2986227	663670	
413.35463		872180	857732	
413.36352		40248564	605528	
413.37109		782773	537497	
413.39099		847606	718112	
413.52021		1230846	754712	
413.52425		819326	775558	
413.53838		1439231	690628	
413.53938		685791	508020	
413.54241		753408	793495	
413.55663		879232	704861	
413.56056		1010049	673502	
413.57479		820610	898944	
413.59298		675139	741882	
414.01210		1351708	708369	
414.01819		1424925	704984	
414.02542		5195037	664562	
414.03033		1953822	558863	
414.03354		3781406	667740	
414.03799		836702	487759	
414.04098		844062	748086	
414.04652		732959	655175	
414.04859		2039583	647872	
414.05462		766367	770380	
414.05955		893855	799050	
414.06181		6887712	659429	
414.06676		1787168	668531	
414.06990		3129120	639287	
414.08500		1062945	649732	
414.09104		1911841	703812	
414.09817		2272546	647955	
414.10311		818978	735239	
414.10623		1405986	611593	
414.14270		887972	759895	
414.27297		723756	875016	
414.29400		719790	838201	
414.30940		1340719	746406	
414.33051		1811504	655930	
414.34577		978737	770734	
414.36686		11201842	628737	
414.45086		687671	736073	
414.51391		755771	753201	
414.52807		855996	699344	
414.53192		813244	612180	
414.54613		1352509	585082	
414.55021		1080509	737204	
414.55380		822077	713710	
414.56440		1031870	696778	
414.56832		1105342	529275	
414.58661		752703	968514	
415.00943		6277465	648638	
415.02000		1108058	668432	
415.02820		1540186	542412	
415.03059		3124570	660672	
415.03824		2117979	619631	
415.04428		2037595	687894	
415.04583		26125660	639565	
415.05640		1752156	653238	
415.05711		1704540	726999	
415.06518		1411164	478294	
415.06694		6286685	639547	
415.07457		1248093	602015	
415.08222		10014045	640852	
415.09283		1016542	729966	
415.10335		2805087	634870	
415.11539		885983	694891	
415.11859		4918624	642033	
415.13721		687777	664398	
415.15501		2190690	699311	
415.17606		953443	722069	
415.19136		1236324	603401	
415.21252		1070565	731928	
415.22776		923110	804053	
415.23353		984679	735439	
415.24879		1651048	651916	
415.27001		2222185	617969	
415.28527		3376490	678225	
415.30641		2743147	687109	
415.32165		14263660	639045	
415.34278		2738029	647282	
415.35800		943342	821558	
415.37022		1209455	727509	
415.53578		898041	679172	
415.53969		897401	695673	
415.54342		1211001	620952	
415.55403		785146	781502	
415.55815		773114	716391	
415.57220		890235	708723	
415.57618		792571	758146	
416.00470		751893	941887	
416.00965		1050773	726032	
416.01280		1326229	726266	
416.01727		799254	633570	
416.02783		1412502	656682	
416.03545		1402007	725970	
416.04107		9989527	628367	
416.04605		1834903	655969	
416.04758		777624	1119040	
416.04918		5965208	643240	
416.05355		1384728	601379	
416.06055		709016	660864	
416.06419		1267481	455257	
416.07034		1132185	817550	
416.07743		4067225	655776	
416.08234		947610	680657	
416.08557		2667418	630669	
416.10071		699035	752214	
416.11387		2207132	670108	
416.12196		855580	811595	
416.15027		724638	827347	
416.15843		920094	794915	
416.26518		1002533	536562	
416.28871		1037734	580180	
416.30981		791079	625393	
416.32500		4392360	657639	
416.33800		740777	711457	
416.42769		820910	644103	
416.51492		812595	743430	
416.52551		752436	677156	
416.52957		874164	713807	
416.53318		932277	707807	
416.54369		700853	756066	
416.54768		973109	624037	
416.55131		701238	579135	
416.56950		837815	690597	
416.60240		714297	776596	
417.02351		2920914	635643	
417.02399		2686930	1042529	
417.02508		35288528	625281	
417.03559		1520595	813677	
417.03635		1747667	775488	
417.04063		738259	544837	
417.04316		1711827	688942	
417.04436		2082003	575591	
417.04628		2124755	642692	
417.05247		849876	827261	
417.05391		1343444	630175	
417.05993		1800148	531751	
417.06146		19281364	628852	
417.07191		1306965	637884	
417.07676		807253	757318	
417.08260		3368917	638080	
417.09784		9132502	625365	
417.11236		1090007	656504	
417.11898		1762776	634225	
417.13108		1068760	636458	
417.13424		4200921	632617	
417.17060		2103515	679402	
417.20069		750684	830168	
417.20701		1143261	776686	
417.21287		1000797	627151	
417.22819		1161822	709434	
417.24336		1097695	710820	
417.26453		2602976	619068	
417.28563		956386	598914	
417.30089		5192163	646316	
417.31402		707427	637448	
417.32206		1246436	686749	
417.33729		3783141	648008	
417.35034		3405797	691744	
417.35849		1371366	691391	
417.52267		1096432	719903	
417.54096		937457	521368	
417.54490		862193	659971	
417.55145		922353	770110	
417.55241		691697	755408	
417.55550		964338	661002	
417.55901		936946	583759	
417.57715		765811	662227	
417.84618		679491	678921	
417.86881		695428	485364	
418.01464		795533	808355	
418.02031		6660622	640751	
418.02422		677390	939346	
418.02843		8712718	622771	
418.03132		779150	922783	
418.03286		1943822	654273	
418.04352		1434127	707158	
418.05117		1444111	581510	
418.05672		6733328	658585	
418.06174		1191696	605104	
418.06480		4368400	632185	
418.06929		1093136	750573	
418.07141		719953	442437	
418.08001		813585	724253	
418.08597		913681	686518	
418.09307		3423762	648550	
418.10123		2382866	628849	
418.12943		1058964	639781	
418.13752		978708	764515	
418.16579		746262	770070	
418.17405		748247	644772	
418.26779		970396	608976	
418.28089		2245149	664140	
418.30425		1497887	725059	
418.34063		1423649	648409	
418.35365		1164705	696111	
418.51230		732971	571635	
418.51635		683691	852044	
418.53049		1089068	638061	
418.53468		718364	453056	
418.54514		781357	737201	
418.54868		1553453	663936	
418.55278		1095341	557324	
418.55935		734382	582021	
418.56690		1002158	542591	
418.58178		744111	441016	
418.58499		729519	739829	
418.98658		951367	591443	
419.00267		696648	640657	
419.00431		4829769	632842	
419.02239		1521738	741057	
419.03917		3002955	455427	
419.04072		36894284	618159	
419.05209		1319499	742598	
419.05599		1342284	663273	
419.05881		1535820	710552	
419.06017		789196	489840	
419.06184		5836364	593249	
419.06803		907468	706707	
419.07483		801613	1199986	
419.07550		1403981	677753	
419.07709		15642189	606505	
419.09233		1139406	602337	
419.09827		1846094	627944	
419.10929		732751	697231	
419.11127		769615	880049	
419.11197		1032783	635515	
419.11348		9546319	622831	
419.12035		1640016	687274	
419.14989		2913873	629311	
419.18626		1855572	763182	
419.19878		676308	801290	
419.22269		1981270	591196	
419.24373		1097047	631859	
419.25900		1381976	701301	
419.28018		3058777	623771	
419.28330		691545	733326	
419.29323		1776730	663371	
419.29534		715610	771576	
419.30127		2911835	624235	
419.31654		3377244	617331	
419.32964		1468508	638102	
419.33767		892381	713686	
419.34730		1551709	616418	
419.35286		1147998	746187	
419.51991		851176	729902	
419.52431		694088	432517	
419.53831		1062633	636754	
419.54238		1078889	712743	
419.55658		953450	858070	
419.57470		1013611	629507	
420.00771		997765	804022	
420.01225		1038982	371570	
420.03037		1870215	589747	
420.03439		795463	570120	
420.03596		7677575	613377	
420.04098		686471	854925	
420.04247		1022088	907432	
420.04408		8262280	636782	
420.04849		2154888	544783	
420.05126		1022344	732752	
420.05927		792649	472995	
420.06516		937737	618666	
420.06678		1251593	573003	
420.07041		797193	865531	
420.07236		5143178	610099	
420.08043		4043402	636772	
420.08489		790986	599154	
420.10873		2095244	622947	
420.11689		2578572	635716	
420.14513		1181326	752836	
420.15315		950030	779917	
420.28358		905622	716387	
420.29656		1221783	725588	
420.31992		1318297	637219	
420.52647		683749	706578	
420.52794		1036837	551779	
420.53199		1253670	587771	
420.53556		746790	688435	
420.54619		1138982	669712	
420.55023		1103399	553612	
420.56419		981799	574544	
421.01842		5937860	498550	
421.01997	1-	67667648	600559	
421.03526		1811909	668141	
421.03689		986949	703775	
421.03818		1717061	466309	
421.03931		1312453	568079	
421.04119		931141	657422	
421.05389		966854	771862	
421.05491		1622982	587119	
421.05636		18536134	608997	
421.07163		4350663	646292	
421.07446		1525703	623689	
421.07571		766215	573538	
421.09274		9200328	602689	
421.10803		1527753	746228	
421.11401		1038665	673391	
421.12914		4181707	605044	
421.16395		703821	768880	
421.16554		1874381	684896	
421.20194		1963471	601082	
421.22295		805456	581449	
421.22642		3978449	603312	
421.23831		2012625	661475	
421.25078		761298	898664	
421.25946		1080531	772325	
421.27459		1300819	654297	
421.29022		866004	720142	
421.29579		2815701	625307	
421.30888		932054	651400	
421.31694		1243606	735473	
421.32667		904407	728345	
421.33220		2707159	617542	
421.36866		794585	531038	
421.40502		909532	510941	
421.53586		1156068	698441	
421.53987		1041892	556209	
421.55388		1259237	708920	
421.55815		1090789	812184	
421.57200		730214	873491	
421.57615		715494	694319	
422.00941		850946	632968	
422.01524		3316994	612328	
422.01725		838402	470627	
422.02191		1193474	764822	
422.02333	1-	14743298	602655	
422.02781		1970435	629072	
422.03052		1247875	513886	
422.03546		1062531	454346	
422.03848		754307	683391	
422.04439		687492	951529	
422.04603		1836804	627198	
422.05160		3739908	543576	
422.05802		926853	747032	
422.05972		4043013	612785	
422.06425		1691653	590976	
422.06687		2113541	651021	
422.07134		712326	708823	
422.07493		1143174	627031	
422.08236		1214470	728426	
422.08795		2794247	590650	
422.09609		2370311	640392	
422.10053		743943	735516	
422.11118		684232	633901	
422.12440		785417	675417	
422.13254		1034761	693397	
422.16066		735755	700627	
422.22987		890640	647275	
422.44985		686494	696203	
422.52537		830755	552882	
422.52943		864675	798679	
422.54358		1311396	590449	
422.54752		770596	708973	
422.55129		759460	746053	
422.58391		781606	821775	
422.70771		801966	713826	
422.98149		933568	692889	
422.99921		2566465	565592	
423.01456		927426	603857	
423.01726		777154	680896	
423.02424		1292867	451422	
423.02664	1-	1285315	536051	
423.03410		1665859	777561	
423.03562		12166979	599443	
423.04331		917956	448955	
423.04715		693572	442463	
423.04939		918852	647519	
423.05086		9648964	568053	
423.05372		1359877	404723	
423.06136		900421	686915	
423.07055		1165382	716385	
423.07200		15779654	588128	
423.08730		3131207	655111	
423.09022		805447	882544	
423.09306		900039	700451	
423.10839		4895048	581699	
423.12364		1360457	595844	
423.14480		2487115	601288	
423.17971		1235021	646487	
423.18116		1847117	561827	
423.20245		741326	571339	
423.21758		1621583	546673	
423.23873		706577	527868	
423.25391		1784402	637746	
423.27508		1109331	647921	
423.29031		1637716	617106	
423.31145		2587990	603609	
423.32673		839382	700735	
423.34784		8123224	596190	
423.35908		1177817	679514	
423.38420		3589978	601904	
423.42060		8858461	572835	
423.50202		686306	429791	
423.53307		769188	499668	
423.53729		761060	788496	
423.54076		969701	500571	
423.55545		1028198	648969	
423.55905		753766	646591	
423.56959		682854	843645	
424.02535		1054725	663078	
424.03085		2557829	624015	
424.03289		1030021	771983	
424.03503		733701	749707	
424.03898		2532230	654070	
424.04347		1483782	575471	
424.04612		4662150	630058	
424.05110		1180166	472979	
424.05423		2976135	594536	
424.06030		733063	950343	
424.06167		1533063	602315	
424.06723		2538120	580102	
424.07538		3416968	621078	
424.07991		779912	610565	
424.08246		1707145	640797	
424.08744		761609	538906	
424.09049		790281	700289	
424.10374		1125258	743931	
424.11185		912139	761083	
424.11893		752523	843026	
424.18456		880591	575711	
424.22086		704914	757046	
424.29377		738199	630747	
424.31475		716824	737306	
424.35120		1934491	605078	
424.38085		689373	489509	
424.38758		1166493	663115	
424.42396		2877856	623673	
424.53050		818727	702704	
424.53454		981159	712031	
424.54125		759208	703425	
424.54868		1322664	660072	
424.55272		885544	604020	
424.56677		916009	730649	
424.58142		767402	599140	
425.01341		704072	980403	
425.01490		4002760	572775	
425.02267		996041	430724	
425.03013		8438729	593402	
425.03305		1026633	487877	
425.04067		1301450	757855	
425.04145		938698	576871	
425.04982		830538	658851	
425.05129		8808394	577814	
425.05897		1132747	565475	
425.06653		7284684	602649	
425.08621		805837	887008	
425.08768		7044045	606749	
425.10288		3563982	559812	
425.12405		2478544	590078	
425.13928		1417937	611077	
425.16056		883858	535739	
425.17562		733267	816361	
425.19686		1339093	534719	
425.20772		720853	678719	
425.23318		2093783	602464	
425.25203		699480	779720	
425.25615		1298649	658666	
425.25770		10891225	578226	
425.26955		2452442	548724	
425.29071		1699547	690676	
425.30595		2231004	550879	
425.32556		707038	885087	
425.32712		5350366	605574	
425.36191		3734496	615705	
425.36349		37349344	564938	
425.39989		6119395	613347	
425.55654		1290478	746507	
426.00996		739854	824296	
426.01204		955406	731582	
426.01820		969871	705852	
426.02334		791695	432226	
426.02535		1773839	564345	
426.03028		1267983	684680	
426.03350		1828112	631150	
426.04684		978897	462441	
426.04847		1671697	539887	
426.05464		1636625	596815	
426.06182		3962898	602494	
426.06676		1439506	666029	
426.06987		2470418	640434	
426.08294		1672211	640335	
426.09104		1530900	753516	
426.09813		1719316	707852	
426.10631		1168149	712148	
426.12743		947478	604181	
426.13453		886679	652642	
426.23659		785566	726795	
426.26110		2720800	629392	
426.33054		1149477	719383	
426.36525		1352488	837425	
426.36686		10100776	588131	
426.40324		1977898	584270	
426.50976		809010	646116	
426.52804		725683	804152	
426.53196		734260	643710	
426.54611		845749	595445	
426.55010		777461	605403	
426.56444		1250358	689455	
426.92732		1305937	650322	
426.93123		1840465	625274	
426.93625		1134034	586635	
426.97015		1732692	598866	
427.00936		1551447	642286	
427.01989		1141848	567494	
427.03053		2754137	608228	
427.03814		1830489	656003	
427.04409		1430874	859202	
427.04580		13191258	574189	
427.05637		1605467	746068	
427.05716		928859	817868	
427.06694		7205979	564647	
427.07461		1143772	615798	
427.08055		1022044	819951	
427.08219		7535709	572562	
427.09363		740445	465194	
427.10329		2949214	636739	
427.11860		3380319	615243	
427.13974		1308257	626712	
427.15502		1350754	546422	
427.17605		1015203	414572	
427.19133		1148005	770412	
427.21246		1464934	660023	
427.24886		1548393	598020	
427.27003		820842	735205	
427.28525		3141740	621321	
427.30636		2744941	644417	
427.32160		2817134	616698	
427.34275		7066736	592538	
427.35796		1690737	567307	
427.37019		1273458	709607	
427.37752		1721459	621912	
427.37914		17524850	561922	
427.53591		1125247	687569	
427.53988		758655	523632	
427.55415		969856	710453	
427.55811		1168128	529469	
427.59050		697603	777131	
428.02780		1169828	646787	
428.04106		6213798	616628	
428.04607		1976230	578476	
428.04915		3627686	638215	
428.05633		744743	482534	
428.06217		1355431	579630	
428.06414		1104807	584724	
428.07035		1903528	655151	
428.07585		712616	1034160	
428.07741		3912360	561322	
428.08221		1126313	598299	
428.08555		2268841	605835	
428.10061		930858	492133	
428.10669		1044267	705608	
428.11382		1387179	734920	
428.12191		920108	511905	
428.28864		808889	704370	
428.30960		879802	732723	
428.32509		882620	716916	
428.34610		1694653	640721	
428.36142		732223	791955	
428.38249		4943040	598034	
428.52545		743627	790261	
428.52944		950220	699745	
428.54371		1172429	638014	
428.54759		892237	623831	
428.56191		1007054	481388	
428.56582		698447	532390	
428.99202		817009	808549	
429.01732		1070323	552109	
429.02340		1534195	751189	
429.02507		17766644	613860	
429.03544		1380084	625886	
429.03642		1217524	684565	
429.04293		927221	469713	
429.04434		1023733	733062	
429.04622		4330229	574993	
429.05226		953462	653596	
429.05390		1505014	575726	
429.05980		1311990	927572	
429.06146		15390966	596417	
429.07191		1253623	650839	
429.08069		964408	426716	
429.08260		4139768	593249	
429.09021		1078393	654729	
429.09786		7033082	603745	
429.11896		1462267	650592	
429.13426		2996988	529316	
429.15523		1022846	598191	
429.17061		1943807	583082	
429.19167		865921	747853	
429.20705		1005570	621032	
429.22815		774276	745534	
429.24328		894341	704839	
429.24928		833542	651555	
429.26458		2170119	677436	
429.28404		753929	974333	
429.28566		4370697	649317	
429.29931		772106	1036911	
429.30092		6566154	612163	
429.32203		2275596	655337	
429.33727		4425997	614332	
429.34126		698125	744004	
429.35840		4538127	585145	
429.37368		1135376	581996	
429.53733		709662	756673	
429.54108		734110	686156	
429.55550		815647	719100	
429.56973		884640	598657	
430.02033		4297030	630840	
430.02541		1091910	507356	
430.02840		4394823	599747	
430.03293		1141703	663351	
430.04349		1341768	627412	
430.05033		864969	409127	
430.05513		1028169	832480	
430.05672		6768969	604277	
430.06167		1338698	645675	
430.06480		4338506	613001	
430.07987		807243	802098	
430.08605		1141836	682263	
430.09310		2734412	619159	
430.10116		1576781	614867	
430.12950		1104975	681726	
430.13762		887760	709583	
430.26781		851803	847830	
430.28427		957021	780954	
430.28899		790493	807028	
430.30428		2301790	624024	
430.32543		862944	786439	
430.34065		1239137	670318	
430.35375		2159971	564676	
430.36181		1266787	747039	
430.52700		779506	623473	
430.53062		683250	930476	
430.54867		695411	809536	
430.55921		723252	614445	
430.56347		898037	624366	
430.75951		701894	489004	
430.84548		753805	792219	
431.00434		5360028	610238	
431.02543		1300125	701686	
431.03319		1198110	654127	
431.03908		2800543	673341	
431.04073		27068830	620617	
431.05205		1433120	589682	
431.05607		1123488	750622	
431.05877		1099424	743227	
431.06007		1454496	656207	
431.06186		3077025	591232	
431.06968		1061153	688973	
431.07710		12321186	603352	
431.08845		881955	699938	
431.09633		1103140	521237	
431.09827		2651556	635568	
431.11349		6016421	613857	
431.14990		2572712	663351	
431.18628		1754028	688277	
431.22273		1352367	605429	
431.22851		1002671	739893	
431.24371		1501361	648542	
431.25907		773810	690739	
431.28018		3442100	645083	
431.30123		844342	692858	
431.31655		12034487	599203	
431.33771		2001849	626166	
431.35291		2995131	677117	
431.35701		850747	731991	
431.36408		687676	826056	
431.36598		4296124	591165	
431.37407		4673981	604060	
431.53838		1052363	744956	
431.55649		957133	654962	
432.00766		1093111	744051	
432.02278		680184	697767	
432.03038		1475577	669602	
432.03598		8197625	606210	
432.04096		976954	384518	
432.04252		984826	774195	
432.04406		6324730	614444	
432.04698		744314	635064	
432.04855		1456378	646016	
432.05916		1239035	680439	
432.06688		927228	775771	
432.07081		903676	912423	
432.07235		3665917	647880	
432.07740		816509	605940	
432.08048		2717181	632492	
432.10878		1905920	680436	
432.11687		967489	433071	
432.14522		820867	735049	
432.15318		1040004	614233	
432.28359		1045264	582391	
432.31908		801044	1069793	
432.31989		3162644	688074	
432.36937		1345561	612459	
432.37737		1378585	704003	
432.52791		807848	616861	
432.54254		728617	757231	
432.54623		1092649	690415	
432.55021		989738	755066	
432.56068		703659	797181	
432.94436		1394000	596226	
433.01835		3033687	638652	
433.01998		28392024	608095	
433.02366		733272	1032070	
433.03128		1251928	754363	
433.03519		1363673	605285	
433.03808		1476441	756946	
433.03935		2045785	664136	
433.04089		713817	670203	
433.04735		989018	643713	
433.05475		1733723	684480	
433.05637		17807962	616589	
433.07165		1457756	598389	
433.07437		791645	648583	
433.07749		2899037	588634	
433.09116		1147742	850490	
433.09275		10191454	614337	
433.10805		707168	768852	
433.11377		943456	618783	
433.12752		802914	830956	
433.12913		4650594	613635	
433.16555		2727526	620691	
433.20192		1621097	646726	
433.23834		1439853	695337	
433.25941		1593967	682710	
433.27470		1389936	731975	
433.29581		2622578	623104	
433.30888		1657972	662546	
433.31695		1177460	634920	
433.32010		715381	676079	
433.33219		9362038	610315	
433.34530		865655	443790	
433.35324		1087736	573318	
433.36301		1356153	713951	
433.52180		904073	749411	
433.53578		947210	721475	
433.54007		830987	702550	
433.55412		1406604	558489	
433.57249		713358	731602	
434.01524		3398843	660837	
434.02155		812732	862810	
434.02335		6380220	611101	
434.02780		1834172	712633	
434.03702		706877	828148	
434.04600		2020030	676928	
434.05161		4177599	679588	
434.05971		4047552	577526	
434.06412		1377088	500546	
434.06689		1163456	658389	
434.07482		778689	732792	
434.08240		873538	634614	
434.08708		704706	1005895	
434.08799		3549379	615895	
434.09519		699075	1075769	
434.09607		2553539	611063	
434.12434		1143494	777497	
434.13253		1133255	660716	
434.16884		778443	753421	
434.24177		802386	629018	
434.29923		730712	643170	
434.31242		719706	766064	
434.33557		2596060	597360	
434.52946		767728	665666	
434.54362		951154	562524	
434.54764		974898	539016	
434.56171		1008628	711710	
434.56563		682740	685061	
434.58018		788726	829602	
434.74893		681480	463578	
434.99927		1540387	744060	
435.03400		3178278	598260	
435.03562		31640358	600418	
435.03991		806951	628199	
435.04357		847463	504466	
435.04912		717352	962292	
435.04980		865064	1124813	
435.05087		4151080	588590	
435.05233		862504	805750	
435.05367		1660200	720217	
435.05499		815528	652187	
435.05711		813737	552113	
435.06441		701482	644298	
435.07074		1814698	335771	
435.07201		18209578	607462	
435.08726		2390828	662962	
435.08893		768300	675140	
435.09310		1481901	543928	
435.10695		1009710	758740	
435.10840		6216495	597798	
435.12368		888496	569475	
435.12813		1666608	676905	
435.14476		3443506	628889	
435.18117		2000950	601627	
435.21141		1679930	695574	
435.21753		2002746	628334	
435.25393		2273086	657765	
435.27503		1632320	654702	
435.29036		1375042	735348	
435.29619		865091	685944	
435.31147		3307333	627125	
435.32437		753222	625527	
435.32619		684614	516688	
435.34060		694600	683919	
435.34547		819784	626087	
435.34785		2113608	614574	
435.52273		751580	780776	
435.55148		739039	671649	
435.55546		1003807	449274	
435.56955		821345	560459	
436.02519		1205652	558391	
436.03086		3088277	618494	
436.03493		1051413	389762	
436.03768		779413	819893	
436.03898		7196566	606358	
436.04173		782486	808839	
436.04345		1894038	654301	
436.04610		2090646	647141	
436.05109		730135	632240	
436.05415		1045271	577345	
436.06173		1176984	698037	
436.06725		3800985	647172	
436.07117		791449	652000	
436.07536		4025242	605305	
436.07994		1027610	587814	
436.08253		1583003	620159	
436.09021		797211	448972	
436.10367		1822109	547434	
436.11180		1696158	623568	
436.14001		824737	667867	
436.14810		714274	583670	
436.18447		723622	828199	
436.27028		758576	628998	
436.31482		790709	795818	
436.35127		741049	780459	
436.53070		690510	611173	
436.54113		1055567	629978	
436.54510		821072	832909	
436.55283		750033	614085	
436.55920		759249	605688	
436.56335		732242	790226	
436.56683		1031378	602925	
436.99708		1120005	756168	
437.01337		1276295	476015	
437.01488		14818311	591364	
437.03007		3157001	542119	
437.03280		1041929	589824	
437.04066		1255946	562553	
437.04998		1494027	865454	
437.05126		14205964	589604	
437.05897		1095180	764256	
437.06116		744589	777642	
437.06649		6813710	565583	
437.06779		840462	994029	
437.06932		1131278	694521	
437.07697		717903	519340	
437.08634		891920	819110	
437.08764		9015312	592494	
437.10292		2821138	625977	
437.12401		3407380	587030	
437.13939		836374	654415	
437.14181		697430	531751	
437.16039		2203161	627967	
437.19662		1051741	412381	
437.20936		1416735	668336	
437.22694		950433	639272	
437.23313		2252321	603729	
437.25423		804644	731798	
437.26953		2299430	647577	
437.29069		1359400	710704	
437.30601		2121258	662613	
437.32711		2865709	597977	
437.34241		719663	616626	
437.36346		7729201	576103	
437.39987		3816502	574920	
437.43623		2364474	595209	
437.55292		805832	627149	
437.57121		777675	663372	
437.59285		741197	665432	
438.01824		3329154	573864	
438.02274		779139	572702	
438.02539		1399427	655981	
438.03030		1161348	581436	
438.04104		1007813	481289	
438.04651		1855366	614355	
438.04853		1098246	610900	
438.05466		3139719	618949	
438.05913		910855	536202	
438.06173		3899016	599686	
438.06692		879880	596614	
438.06824		800392	811867	
438.06991		1861257	589670	
438.07741		707657	595202	
438.08285		1817738	496569	
438.09097		1939595	520910	
438.09548		692428	605034	
438.09813		1178764	582896	
438.10629		861325	692587	
438.11924		720335	578600	
438.12732		911888	620835	
438.15565		726291	706010	
438.23644		823581	680455	
438.30928		984231	575466	
438.36680		2157742	650278	
438.40315		1143731	578587	
438.43956		900791	421838	
438.52793		1113667	598392	
438.54623		851781	552301	
438.97352		991613	716234	
438.99422		947071	591397	
439.00938		1605633	667268	
439.02895		992516	869901	
439.03053		7484676	578327	
439.03814		1459717	626158	
439.04455		1364230	930444	
439.04576		13460742	561175	
439.05633		1179400	746839	
439.05710		1093128	803904	
439.06488		856073	873303	
439.06562		828169	990327	
439.06692		8327433	561169	
439.07445		890122	579907	
439.07603		925450	738786	
439.08035		774923	1069153	
439.08215		5997835	577613	
439.10332		4022542	562498	
439.11064		826767	759231	
439.11855		2452240	657672	
439.13968		2012435	617404	
439.15494		1184533	594941	
439.17607		1314968	517327	
439.19134		880154	681271	
439.21245		1590300	630651	
439.22773		913438	717597	
439.24885		2035489	553090	
439.26993		1072420	605456	
439.28520		2514726	581640	
439.30640		1949481	569728	
439.32163		3463979	619472	
439.34273		6294830	579784	
439.35799		2386224	520831	
439.37744		3633459	471137	
439.37912		32509234	556553	
439.41415		1070711	516448	
439.41550		8481080	560696	
439.53573		849352	662707	
439.53979		699464	654197	
439.55399		766410	590829	
439.56821		722508	687253	
439.56920		750924	546705	
439.57231		785741	850931	
440.00967		708105	805912	
440.02558		832331	520460	
440.02779		1056779	605645	
440.03388		1729420	495585	
440.03864		786189	740064	
440.04101		7188877	592054	
440.04596		1607822	601540	
440.04912		3694990	610616	
440.05663		762895	832777	
440.06211		1417872	485628	
440.06427		925584	564195	
440.07024		1777041	639266	
440.07597		725522	499935	
440.07740		3530130	568807	
440.08059		737299	699826	
440.08233		924307	623338	
440.08549		1498387	548915	
440.09850		969749	608844	
440.10057		786709	748962	
440.10659		972694	731513	
440.11377		1126167	581248	
440.12196		983832	626068	
440.14308		907419	635014	
440.28853		756016	641929	
440.30954		843443	621339	
440.32499		1107125	606448	
440.34604		1423288	518217	
440.38087		1213885	824938	
440.38247		10055101	585819	
440.41883		2807746	576053	
440.49867		686093	543858	
440.52550		772945	773405	
440.54356		713876	497179	
440.54705		721620	568981	
440.56178		729046	578530	
440.56587		708439	692370	
440.83665		742398	569795	
440.94679		835598	730773	
440.96412		746256	862193	
440.98579		1624595	542185	
441.00981		1496855	551023	
441.01757		734392	465415	
441.02333		1114905	424743	
441.02503		12346905	557885	
441.03552		1452059	630586	
