mass	z	intensity	Res.	
649.43157		1067875	289619	
649.46816		1840483	455340	
649.48377		783843	414973	
649.50443		909411	398172	
649.54089		1181539	463765	
649.61377		5402467	407822	
650.05722		1622883	444925	
650.06533		1347939	452138	
650.09370		1898851	439840	
650.10207		1612131	436498	
650.13015		1714019	430962	
650.13822		949091	460225	
650.17454		920931	555790	
650.40605		939619	382633	
650.41397		883043	480049	
650.47163		1194595	393902	
650.61699		2794339	402356	
650.77772		896611	411827	
651.00474		1157219	442790	
651.04131		3414883	434089	
651.05294		873827	454689	
651.06061		781155	417916	
651.07768		5488484	413551	
651.09333		1015139	455644	
651.09862		905891	235585	
651.11408		4013923	421728	
651.13534		903267	470768	
651.15054		2634595	427483	
651.18678		1072995	422175	
651.22292		951907	376939	
651.29567		988772	373824	
651.31731		936548	452393	
651.35360		1234020	411906	
651.38998		1646436	420182	
651.42644		1019236	534695	
651.44759		920676	491605	
651.46277		990820	492496	
651.48377		907108	587536	
651.55652		1482596	419432	
651.59312		941156	349426	
651.62059		872676	415186	
651.62936		4828004	386315	
651.85834		760036	406474	
652.03683		1263461	413743	
652.04461		1213797	530594	
652.05146		782181	436812	
652.07295		1906021	444521	
652.08108		1815397	473274	
652.10930		1484645	479646	
652.11754		1792357	385464	
652.14558		1356389	412891	
652.15394		1184101	476646	
652.43033		853222	312891	
652.63277		1946470	395988	
653.02034		1752423	454106	
653.05702		4999016	409653	
653.07249		1064807	404533	
653.07978		811367	583599	
653.09338		4875112	413780	
653.10857		1393000	443230	
653.11465		915304	299503	
653.12977		4170600	432516	
653.16601		1809768	450083	
653.20265		1348456	410622	
653.23886		1282920	452374	
653.27552		1114984	431395	
653.31192		1045352	500038	
653.36890		1025128	322456	
653.38728		895081	427520	
653.40571		1322857	417694	
653.42535		803689	532300	
653.44176		855913	498049	
653.57206		981609	432993	
654.05235		977771	524994	
654.06027		1617771	388837	
654.06761		1179499	439625	
654.08875		1892203	440141	
654.09669		1646955	450655	
654.12506		1212011	411202	
654.13310		1198444	414734	
654.16149		756844	577772	
654.16929		811116	390197	
654.29382		764396	354087	
654.86465		759663	494799	
655.03628		2411376	438432	
655.05155		1252976	410816	
655.06901		873584	574971	
655.07269		4519792	408931	
655.07572		932208	567062	
655.08793		1411440	347211	
655.10910		3677041	409397	
655.12416		1238897	474839	
655.14539		2439025	425325	
655.18186		986481	515354	
655.21814		976241	543958	
655.25456		1064049	521153	
655.29112		1303410	464081	
655.32752		1459314	397378	
655.36377		1162866	432344	
655.38507		778866	430406	
655.42112		1510258	419202	
655.44232		802674	521233	
655.45743		984435	472591	
655.49421		886131	453578	
655.81363		837749	402364	
656.03965		1052534	519524	
656.06797		822391	453832	
656.07600		1923959	418375	
656.10425		1056119	502717	
656.11237		1314679	460722	
656.11971		810359	435310	
656.14096		874359	317231	
656.14888		799351	427101	
656.29432		902776	439993	
656.36766		778105	294987	
656.42443		980089	541230	
657.03053		1144190	442267	
657.05193		3259262	432323	
657.06715		1978238	423861	
657.07839		786303	544888	
657.08836		3510143	424548	
657.09483		867455	432695	
657.10348		2369407	417115	
657.12470		2593151	394791	
657.14003		1327487	458774	
657.16118		1650047	415510	
657.17671		762239	555331	
657.19736		1373568	394470	
657.23383		1188480	416270	
657.27020		1220480	516793	
657.30648		1141121	474747	
657.34309		1629057	395007	
657.37944		1012097	530895	
657.40057		1151105	450369	
657.41563		882562	451081	
657.43700		1099394	436004	
657.50966		859778	567298	
657.75958		819845	535370	
658.05508		1045896	510859	
658.06238		800648	507889	
658.07072		879496	447597	
658.08839		757128	472814	
658.09130		1322376	386053	
658.09886		1381256	355821	
658.11986		808328	458654	
658.12801		1275784	426736	
658.13508		1080969	441671	
658.16450		837769	408907	
658.17192		781961	474032	
658.38222		1021963	372373	
659.03110		888466	409394	
659.04633		2354067	404412	
659.06757		1942419	460654	
659.08272		2732947	403026	
659.10393		2501523	467214	
659.11921		2510739	394891	
659.14044		1592212	455898	
659.15557		1249684	390712	
659.17656		1095444	329085	
659.19177		1597844	435617	
659.21284		883092	440904	
659.22831		818837	508980	
659.24953		1127061	447705	
659.32214		1361814	449817	
659.35876		1019030	376539	
659.39503		1370007	477266	
659.41606		1008535	549695	
659.45239		1652119	402345	
659.45649		940183	445451	
659.65949		786330	374103	
660.03868		889759	403941	
660.04166		796831	548018	
660.04929		939167	428609	
660.07086		764319	414267	
660.07823		2080159	414915	
660.08615		945311	376339	
660.10709		990112	494695	
660.11452		1160608	501691	
660.14395		932768	478969	
660.15088		1036704	475973	
660.56984		758822	460164	
661.02577		1407916	457391	
661.04515		914093	466353	
661.05026		782253	390486	
661.06201		2823085	420049	
661.08322		2083757	416244	
661.09842		3152814	399183	
661.11967		1553326	404366	
661.13486		2168750	412352	
661.15623		791726	513156	
661.17115		1002671	461665	
661.20756		1218991	475500	
661.33792		1381297	410639	
661.37426		1910194	395650	
661.39529		932786	425752	
661.41063		1303986	454373	
661.43178		875186	519662	
661.44689		1151667	412427	
661.54106		1086132	472142	
661.74538		811191	396500	
662.00756		868539	504961	
662.05733		1568444	371772	
662.06547		1167804	493927	
662.09367		1544637	385046	
662.09589		945341	508867	
662.10177		942269	392791	
662.11337		895933	440543	
662.13016		887997	517308	
662.13799		978238	286650	
662.16635		886206	378047	
662.37767		773570	397692	
662.41415		890818	409270	
662.52998		759492	368436	
663.00473		871884	339386	
663.04128		2384845	434759	
663.07773		3963854	409685	
663.09905		1141966	374042	
663.11415		3556302	403153	
663.13531		1097679	451329	
663.15057		1779663	398313	
663.18688		1289935	407710	
663.29580		777681	388245	
663.31711		827090	631103	
663.35371		800338	418403	
663.38986		1527251	462444	
663.42629		1059796	505724	
663.44762		899028	429245	
663.46267		834772	380922	
663.48391		1495509	364918	
663.52036		1087445	401765	
663.62924		1142231	413801	
664.04436		1059551	330699	
664.07282		1655264	412952	
664.08110		1368544	462381	
664.10928		1311712	460151	
664.11748		1145569	449307	
664.13804		815841	469231	
664.14592		1149409	449968	
664.15400		890081	293484	
664.19038		1051106	334782	
664.35715		806629	598425	
664.37916		777702	479592	
664.39344		835302	336474	
664.42974		824551	506320	
664.72527		864237	411030	
665.02053		1028339	482689	
665.05688		3509235	438646	
665.07816		781300	365750	
665.09331		3683316	402951	
665.12123		773237	344817	
665.12976		2103285	460114	
665.16606		1667062	425427	
665.20256		1552886	396603	
665.23924		778487	410485	
665.36913		792826	600429	
665.40551		1079547	461382	
665.44195		947707	482283	
665.45485		769532	455396	
665.46313		981244	512675	
665.47808		872444	497391	
665.49955		903676	439965	
665.64503		961536	454503	
665.92798		788358	397254	
666.05235		954888	448852	
666.06050		1094665	481029	
666.08883		1167881	443894	
666.09672		1561097	451134	
666.10391		781578	405396	
666.12517		1212426	482415	
666.13320		1200138	464544	
666.16122		1158667	409729	
666.16954		845067	404483	
666.19764		1057548	482225	
666.31468		935182	431711	
666.51364		784787	323624	
667.03631		2028063	452510	
667.07270		3751968	433248	
667.08772		864672	377325	
667.10634		759840	745161	
667.10900		3159072	429192	
667.14536		2313761	407560	
667.18188		1530914	433286	
667.21846		1104163	378976	
667.25455		791844	410956	
667.29090		1205285	461557	
667.34837		775974	494954	
667.38487		961319	413003	
667.39974		779303	408215	
667.42127		994088	445501	
667.45776		1211177	374239	
667.51525		957482	491573	
667.58785		763564	262726	
668.03960		952119	497666	
668.06782		1000247	510582	
668.10408		886840	468101	
668.11227		1029433	435226	
668.14065		785977	509423	
668.22523		752315	410461	
668.25370		814524	418996	
668.75593		944713	544069	
669.05192		2624081	390531	
669.06700		1198417	432967	
669.08828		3547218	385884	
669.10336		1420626	386101	
669.12469		2752595	401350	
669.14002		948307	449966	
669.16102		1740883	401628	
669.19734		918100	471091	
669.23357		866901	346301	
669.30649		871767	380963	
669.37958		827225	442826	
669.43696		987739	554043	
669.57171		760414	302098	
670.01916		783979	470692	
670.05484		880492	440043	
670.08369		1065964	264942	
670.09170		1084013	443809	
670.09881		1197677	450293	
670.11971		1184877	420471	
670.13499		870894	353019	
670.20115		756912	285385	
671.04655		1435784	396938	
671.06749		2367624	395396	
671.08286		1877129	378171	
671.10397		2708617	429988	
671.11912		1354378	414297	
671.14026		1731210	460296	
671.15555		1174155	398006	
671.17654		858507	311601	
671.19164		831372	504644	
671.21284		770956	455431	
671.32226		917136	540938	
671.35866		953745	365039	
671.39515		809874	412553	
671.41389		786066	347371	
671.45276		1064084	460660	
671.56163		849815	549330	
672.07100		900262	567379	
672.07805		1180838	505502	
672.09846		781879	282239	
672.10723		1076647	422593	
672.11449		1054375	514740	
672.12272		777384	475506	
672.13563		757032	308875	
672.15063		781480	441078	
672.84280		917822	345283	
673.06211		2065605	386549	
673.07128		880581	532458	
673.08317		1477317	416453	
673.09842		2212038	418201	
673.11981		1330375	433226	
673.13485		1396935	376230	
673.15607		1397704	333909	
673.17123		1343176	437139	
673.26531		1198283	366761	
673.29598		816332	533032	
673.33768		1407694	386603	
673.37423		1126351	444630	
673.41040		1242832	414774	
673.43178		812497	393722	
673.44731		810193	455480	
673.46822		760786	647203	
673.50431		794323	406247	
674.05729		1186021	489968	
674.06554		954853	429865	
674.09379		931814	436603	
674.13008		975335	445710	
674.30342		818925	511151	
674.46599		755059	364104	
675.04144		1461254	391157	
675.07767		2297607	364081	
675.09894		1365256	479559	
675.11397		1816841	423413	
675.13530		1027593	397822	
675.15050		1128970	388008	
675.18684		1081099	464759	
675.35354		1441041	381680	
675.38986		1054226	415740	
675.48408		1049494	329968	
676.03655		989481	376719	
676.07280		1401642	353913	
676.08101		797995	484512	
676.10957		1247020	462602	
676.11737		760620	474820	
676.40032		780086	460438	
677.02056		1017933	426553	
677.05699		2178382	399819	
677.09328		2436432	402490	
677.11448		988240	373478	
677.12968		1944401	430146	
677.15077		996178	329745	
677.16620		1424722	438529	
677.23902		754965	244804	
677.32920		875864	337460	
677.33178		837464	305315	
677.36913		1272666	500380	
677.64519		943460	342398	
677.76898		900969	486868	
678.06033		1208180	470431	
678.08862		1394037	455142	
678.09680		1095029	391251	
678.12513		1191798	405670	
678.13305		815607	359454	
678.53752		888966	484342	
678.64861		1034379	433990	
679.03623		1537946	482216	
679.07263		3100060	390275	
679.10901		2432413	420032	
679.14543		1987486	442045	
679.18163		1447840	393476	
679.25442		820131	435959	
679.32718		875430	492197	
679.38478		1145768	428310	
679.42099		922793	454376	
679.45747		789419	326701	
679.47916		751276	419242	
679.62435		766514	330031	
679.66062		1311667	427968	
679.77448		771640	407141	
680.02516		810434	479812	
680.06775		853956	537685	
680.10461		979397	390091	
680.11232		1098437	430179	
680.38873		754641	449030	
680.49309		811733	408516	
680.66425		974300	376888	
681.05190		2364397	412395	
681.08832		2854382	414276	
681.10341		990703	380428	
681.12457		2340336	412051	
681.13996		892144	388283	
681.16110		1324529	437844	
681.19752		760563	505353	
681.23406		774900	530612	
681.36394		823802	481556	
681.47333		762622	582828	
682.05510		1058839	447573	
682.07097		805656	377940	
682.08375		1149465	456423	
682.09169		1273881	443810	
682.12008		1218586	454993	
682.12818		800155	397175	
683.03110		1023554	391924	
683.05578		822339	391983	
683.06751		1711684	385844	
683.08279		1357381	445418	
683.10390		2924102	428606	
683.14027		1758279	411787	
683.17650		1375817	473770	
683.21337		894539	518611	
683.32209		792655	615528	
683.35827		807121	309624	
683.37919		790354	275862	
683.39500		876115	432030	
683.45256		1261653	398059	
684.07095		1289330	385608	
684.07821		770162	503220	
684.10739		1245811	459826	
684.11446		1107828	441577	
684.14381		763765	314581	
684.18744		845431	357118	
684.31765		821373	436739	
684.85722		816918	379917	
685.04684		1536543	264327	
685.06228		1303200	380027	
685.08329		2267297	387719	
685.09855		1859233	361109	
685.11948		2399906	363240	
685.13505		1135267	442716	
685.15595		1226916	468402	
685.19227		858534	525195	
685.37443		1018030	394967	
685.43187		934577	393108	
685.44700		893362	372492	
685.46806		784051	547077	
685.49877		829876	421182	
685.57718		940472	408468	
686.08614		815313	331841	
686.09340		1048529	358138	
687.04136		900863	472104	
687.06263		988160	436607	
687.07756		1621249	440339	
687.08537		794114	524045	
687.09872		1827586	433889	
687.11403		2257667	422007	
687.13528		1481476	400266	
687.18684		11145991	384436	
687.20824		857096	424987	
687.31707		846861	539440	
687.35367		894223	465788	
687.39013		1069073	450775	
687.42658		825619	451836	
687.44749		926484	447470	
687.54502		818457	380934	
687.55655		802585	376523	
687.91168		914219	310376	
688.03671		957233	396418	
688.06586		782387	304083	
688.07299		1140531	395527	
688.08101		1020212	404819	
688.10922		1238581	373570	
688.11744		870581	322658	
688.19023		4651833	372521	
688.44625		994630	376593	
689.05689		1803110	428859	
689.09348		2014568	395314	
689.12975		1649002	415317	
689.15064		828779	440677	
689.16609		1306987	471337	
689.18731		761197	528225	
689.19387		920685	415095	
689.23848		820079	459492	
689.27528		935281	363759	
689.33273		982900	476946	
689.46301		980859	519344	
689.57210		932481	512798	
690.08859		1441180	412383	
690.09668		1213852	450914	
690.12493		951710	447262	
690.13312		862878	440398	
690.16947		792736	461985	
690.43477		894126	415206	
690.44545		864175	401421	
690.46450		771248	444212	
690.50212		765490	351584	
690.52645		877747	342929	
690.61032		778680	470495	
691.03635		1165519	390746	
