peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S
1289,456.178546037,0.005310932603171394,0.28033102638596424,11.0,O8,H28_C25_O8,0,25,28,8,0,0
1300,458.10013603699997,0.010892548010670675,-0.06930580787497337,17.0,O8,H18_C26_O8,0,26,18,8,0,0
1304,458.194006037,0.011591919218170463,-0.13573507977631735,10.0,O8,H30_C25_O8,0,25,30,8,0,0
1319,460.115746037,0.010896922973455611,-0.1560976789066141,16.0,O8,H20_C26_O8,0,26,20,8,0,0
1321,460.209696037,0.02232047819636639,-0.048384465070471,9.0,O8,H32_C25_O8,0,25,32,8,0,0
1331,462.037506037,0.006155818072650057,-0.13300435384772888,22.0,O8,H10_C27_O8,0,27,10,8,0,0
1335,462.131456037,0.01126733535297731,-0.025743757157252897,15.0,O8,H22_C26_O8,0,26,22,8,0,0
1348,464.053236037,0.014226556479716232,0.039807932747572175,21.0,O8,H12_C27_O8,0,27,12,8,0,0
1352,464.147156037,0.009038750055367578,0.08193306704024796,14.0,O8,H24_C26_O8,0,26,24,8,0,0
1358,465.056556037,0.006464121953330385,-0.035193568892472854,21.0,O8,H12_C26_13C_O8,0,27,12,8,0,0
1366,466.068826037,0.020614832434187092,-0.08925934892000884,20.0,O8,H14_C27_O8,0,27,14,8,0,0
1371,466.162666037,0.007630974783656313,-0.21890427394415857,13.0,O8,H26_C26_O8,0,26,26,8,0,0
1381,467.072116037,0.005157082829394905,-0.2278898617632874,20.0,O8,H14_C26_13C_O8,0,27,14,8,0,0
1387,468.084526037,0.010974193854451014,0.017785249345301412,19.0,O8,H16_C27_O8,0,27,16,8,0,0
1390,468.17848603699997,0.005299696194967961,0.14498957562394188,12.0,O8,H28_C26_O8,0,26,28,8,0,0
1398,469.08777603699997,0.006058124043364642,-0.20575040520352653,19.0,O8,H16_C26_13C_O8,0,27,16,8,0,0
1401,470.100166037,0.009466712869208497,-0.0037204836417728646,18.0,O8,H18_C27_O8,0,27,18,8,0,0
1414,472.115736037,0.01069588797939345,-0.17331131705795155,17.0,O8,H20_C27_O8,0,27,20,8,0,0
1424,474.037526037,0.005113619054523578,-0.08744666331391562,23.0,O8,H10_C28_O8,0,28,10,8,0,0
1429,474.131446037,0.008176145597031755,-0.04618339532963879,16.0,O8,H22_C27_O8,0,27,22,8,0,0
1447,476.053226037,0.013473147858993676,0.017798430035306942,22.0,O8,H12_C28_O8,0,28,12,8,0,0
1450,476.146976037,0.007523390825697781,-0.2981663374821873,15.0,O8,H24_C27_O8,0,27,24,8,0,0
1465,478.068916037,0.01025229821143759,0.10123854200222507,21.0,O8,H14_C28_O8,0,28,14,8,0,0
1469,478.162786037,0.006645246581361275,0.037549973684388976,14.0,O8,H26_C27_O8,0,27,26,8,0,0
1477,480.084546037,0.009672353651117935,0.05900002457985921,20.0,O8,H16_C28_O8,0,28,16,8,0,0
1479,480.178366037,0.007490472931733689,-0.10854091658612121,13.0,O8,H28_C27_O8,0,27,28,8,0,0
1487,481.087736037,0.006626274611733229,-0.28376320933898785,20.0,O8,H16_C27_13C_O8,0,28,16,8,0,0
1494,482.100256037,0.004465840657265658,0.18305528552890274,19.0,O8,H18_C28_O8,0,28,18,8,0,0
1498,482.19406603699997,0.005826440448145359,-0.004547961401277305,12.0,O8,H30_C27_O8,0,27,30,8,0,0
1510,484.115796037,0.008592246242742857,-0.04507805813393448,18.0,O8,H20_C28_O8,0,28,20,8,0,0
1522,486.13147603699997,0.006952142623950412,0.016668330215145136,17.0,O8,H22_C28_O8,0,28,22,8,0,0
1525,486.225146037,0.005381119005249246,-0.45727992843451676,10.0,O8,H34_C27_O8,0,27,34,8,0,0
1536,488.053276037,0.006594330663179854,0.11980864158714868,23.0,O8,H12_C29_O8,0,29,12,8,0,0
1541,488.147176037,0.01009318426271618,0.118876033514265,16.0,O8,H24_C28_O8,0,28,24,8,0,0
1543,488.241016037,0.004442124112569308,-0.00494632753860943,9.0,O8,H36_C27_O8,0,27,36,8,0,0
1551,490.06879603699997,0.010882281652096315,-0.1461039767904622,22.0,O8,H14_C29_O8,0,29,14,8,0,0
1556,490.162786037,0.006946112927912668,0.036630687893935976,15.0,O8,H26_C28_O8,0,28,26,8,0,0
1566,492.084516037,0.01271282471282774,-0.0034038867509930087,21.0,O8,H16_C29_O8,0,29,16,8,0,0
1569,492.178426037,0.0075499522649388326,0.01601248577273146,14.0,O8,H28_C28_O8,0,28,28,8,0,0
1574,493.087746037,0.004985801867630123,-0.2565770514346572,21.0,O8,H16_C28_13C_O8,0,29,16,8,0,0
1579,494.100076037,0.008922458051491833,-0.18568910313426137,20.0,O8,H18_C29_O8,0,29,18,8,0,0
1580,494.19415603699997,0.004741446755644716,0.17767713140118604,13.0,O8,H30_C28_O8,0,28,30,8,0,0
1587,496.115776037,0.008016326511832986,-0.08430088705855021,19.0,O8,H20_C29_O8,0,29,20,8,0,0
1590,496.209536037,0.004768805369204439,-0.3673186158666372,12.0,O8,H32_C28_O8,0,28,32,8,0,0
1603,498.225276037,0.006425269323006094,-0.18533985410078269,11.0,O8,H34_C28_O8,0,28,34,8,0,0
1611,500.053176037,0.004573141684082377,-0.08304516787565527,24.0,O8,H12_C30_O8,0,30,12,8,0,0
1616,500.147296037,0.005210680506264733,0.35595313910593285,17.0,O8,H24_C29_O8,0,29,24,8,0,0
1625,502.068816037,0.01047366772475739,-0.10277674762371337,23.0,O8,H14_C30_O8,0,30,14,8,0,0
1638,504.084756037,0.005583672380206714,0.47278755634596525,22.0,O8,H16_C30_O8,0,30,16,8,0,0
1642,504.178316037,0.009217656035752858,-0.2025454025167492,15.0,O8,H28_C29_O8,0,29,28,8,0,0
1652,506.194166037,0.008507908413847298,0.19322032254384175,14.0,O8,H30_C29_O8,0,29,30,8,0,0
1662,508.115946037,0.007258344730434413,0.25225935344399697,20.0,O8,H20_C30_O8,0,30,20,8,0,0
1664,508.209796037,0.007143899814030091,0.1529545487278335,13.0,O8,H32_C29_O8,0,29,32,8,0,0
1675,510.225156037,0.004977528201366089,-0.4161711697192583,12.0,O8,H34_C29_O8,0,29,34,8,0,0
1681,512.0532660370001,0.006283815926417201,0.09466397994371761,25.0,O8,H12_C31_O8,0,31,12,8,0,0
1684,512.2411260370001,0.006592977366031664,0.21002804061386565,11.0,O8,H36_C29_O8,0,29,36,8,0,0
1691,514.162716037,0.007027833765489632,-0.1012228198154853,17.0,O8,H26_C30_O8,0,30,26,8,0,0
1693,514.256626037,0.005105245071882241,-0.08262217305708916,10.0,O8,H38_C29_O8,0,29,38,8,0,0
1702,516.084366037,0.007576367125395572,-0.2938957464424012,23.0,O8,H16_C31_O8,0,31,16,8,0,0
1705,516.178216037,0.0073452323484152265,-0.3915682486609,16.0,O8,H28_C30_O8,0,30,28,8,0,0
1707,516.272136037,0.004850180943133304,-0.3536177673040435,9.0,O8,H40_C29_O8,0,29,40,8,0,0
1716,518.100256037,0.005305703003288553,0.17033575825769195,22.0,O8,H18_C31_O8,0,31,18,8,0,0
1719,518.194166037,0.0048990389146618815,0.18874585316665476,15.0,O8,H30_C30_O8,0,30,30,8,0,0
1727,520.115756037,0.005079524147530636,-0.11886392460221958,21.0,O8,H20_C31_O8,0,31,20,8,0,0
1730,520.209526037,0.006205740079539843,-0.3695953079776126,14.0,O8,H32_C30_O8,0,30,32,8,0,0
1739,522.131496037,0.004825401823993862,0.053823606103465996,20.0,O8,H22_C31_O8,0,31,22,8,0,0
1740,522.225186037,0.006677665815275079,-0.34916163544454126,13.0,O8,H34_C30_O8,0,30,34,8,0,0
1748,524.240976037,0.006021602551380902,-0.08090744903856743,12.0,O8,H36_C30_O8,0,30,36,8,0,0
1752,526.069106037,0.0056836853735150435,0.45317050026047867,25.0,O8,H14_C32_O8,0,32,14,8,0,0
1770,532.115806037,0.005822156062283618,-0.022218847642607578,22.0,O8,H20_C32_O8,0,32,20,8,0,0
1799,540.084546037,0.005399224163461754,0.05244549251489426,25.0,O8,H16_C33_O8,0,33,16,8,0,0
1801,540.272356037,0.004837200198699278,0.06929282893706004,11.0,O8,H40_C31_O8,0,31,40,8,0,0
1808,542.194136037,0.006351884971172156,0.12506037144922608,17.0,O8,H30_C32_O8,0,32,30,8,0,0
695,383.993866037,0.004356102332058622,-0.32078377002377034,14.0,O8S1,H8_C18_O8_S,0,18,8,8,0,1
1088,434.009726037,0.004223446584364728,0.19987340113457175,17.0,O8S1,H10_C22_O8_S,0,22,10,8,0,1
1218,448.025296037,0.0041139736592821115,0.014894248358080429,17.0,O8S1,H12_C23_O8_S,0,23,12,8,0,1
215,308.016926037,0.003439831046728809,0.30511634938256454,9.0,O9,H8_C13_O9,0,13,8,9,0,0
327,330.001306037,0.003579935041951155,0.375922754684094,12.0,O9,H6_C15_O9,0,15,6,9,0,0
338,332.016866037,0.008164008776296116,0.10234721026978545,11.0,O9,H8_C15_O9,0,15,8,9,0,0
349,334.032536037,0.0048900956609279796,0.1613824827787223,10.0,O9,H10_C15_O9,0,15,10,9,0,0
395,342.001226037,0.0036201059073888496,0.12881532765212517,13.0,O9,H6_C16_O9,0,16,6,9,0,0
412,344.016826037,0.022716996695649628,-0.01749623726440973,12.0,O9,H8_C16_O9,0,16,8,9,0,0
428,346.032406037,0.004853741200582177,-0.21990136961386686,11.0,O9,H10_C16_O9,0,16,10,9,0,0
486,356.016756037,0.010128751288197419,-0.2135264667070594,13.0,O9,H8_C17_O9,0,17,8,9,0,0
501,358.032526037,0.01212737103029237,0.12263410954800849,12.0,O9,H10_C17_O9,0,17,10,9,0,0
517,360.048076037,0.005493231809367608,-0.15599861175046517,11.0,O9,H12_C17_O9,0,17,12,9,0,0
531,362.063816037,0.003879897567161403,0.09324046900923373,10.0,O9,H14_C17_O9,0,17,14,9,0,0
557,366.001186037,0.0037970221173000353,0.01107919916172515,15.0,O9,H6_C18_O9,0,18,6,9,0,0
578,368.016786037,0.017628077383714517,-0.12504592662619027,14.0,O9,H8_C18_O9,0,18,8,9,0,0
595,370.032486037,0.015024344383996188,0.010558532438377441,13.0,O9,H10_C18_O9,0,18,10,9,0,0
609,372.048086037,0.010294873748094343,-0.12408879853506569,12.0,O9,H12_C18_O9,0,18,12,9,0,0
627,374.063786037,0.004997480447050021,0.010049088358129073,11.0,O9,H14_C18_O9,0,18,14,9,0,0
666,380.016776037,0.010116495159148966,-0.14741191318692534,15.0,O9,H8_C19_O9,0,19,8,9,0,0
681,382.032486037,0.016006254233308512,0.010226878995564573,14.0,O9,H10_C19_O9,0,19,10,9,0,0
700,384.048116037,0.01268581818053399,-0.04209628777594059,13.0,O9,H12_C19_O9,0,19,12,9,0,0
717,386.063896037,0.008469846140223804,0.29466365855939386,12.0,O9,H14_C19_O9,0,19,14,9,0,0
731,388.079496037,0.005128581777868411,0.16410297538719612,11.0,O9,H16_C19_O9,0,19,16,9,0,0
750,392.016846037,0.01654042822905156,0.03566428365615741,16.0,O9,H8_C20_O9,0,20,8,9,0,0
765,394.032436037,0.03497183283156948,-0.11697767941125965,15.0,O9,H10_C20_O9,0,20,10,9,0,0
776,395.035836037,0.008699408969311253,-0.0023618109597916457,15.0,O9,H10_C19_13C_O9,0,20,10,9,0,0
782,396.048146037,0.010457695506994349,0.0349275715768835,14.0,O9,H12_C20_O9,0,20,12,9,0,0
802,398.063816037,0.010052831269486681,0.08480800981776476,13.0,O9,H14_C20_O9,0,20,14,9,0,0
820,400.079466037,0.006370829670328702,0.08419577311017488,12.0,O9,H16_C20_O9,0,20,16,9,0,0
835,402.094916037,0.0045498824067563585,-0.41380528159271407,11.0,O9,H18_C20_O9,0,20,18,9,0,0
847,404.016776037,0.009790817066286874,-0.1386551334531991,17.0,O9,H8_C21_O9,0,21,8,9,0,0
860,406.032486037,0.029104187187960248,0.009622382933080143,16.0,O9,H10_C21_O9,0,21,10,9,0,0
871,407.035796037,0.008066860156440703,-0.1005636368552665,16.0,O9,H10_C20_13C_O9,0,21,10,9,0,0
876,408.048106037,0.02038393968264131,-0.06412724284249244,15.0,O9,H12_C21_O9,0,21,12,9,0,0
885,409.051426037,0.004577084215104956,-0.14914261645178564,15.0,O9,H12_C20_13C_O9,0,21,12,9,0,0
893,410.063826037,0.010001212162718723,0.1067126561078574,14.0,O9,H14_C21_O9,0,21,14,9,0,0
912,412.079506037,0.006086157114121287,0.17881258078039836,13.0,O9,H16_C21_O9,0,21,16,9,0,0
933,414.095116037,0.005278303970994285,0.0811673423502696,12.0,O9,H18_C21_O9,0,21,18,9,0,0
944,416.016816037,0.0105629181343046,-0.038505654984437546,18.0,O9,H8_C22_O9,0,22,8,9,0,0
960,418.032476037,0.054310936538884795,-0.01457542252563656,17.0,O9,H10_C22_O9,0,22,10,9,0,0
975,419.035836037,0.013129889077522744,-0.0022265398011931847,17.0,O9,H10_C21_13C_O9,0,22,10,9,0,0
980,420.048076037,0.027086713323631946,-0.133715646444838,16.0,O9,H12_C22_O9,0,22,12,9,0,0
990,421.051516037,0.0077081049295398656,0.06885855757162385,16.0,O9,H12_C21_13C_O9,0,22,12,9,0,0
998,422.063756037,0.014223947766933628,-0.062173071173015376,15.0,O9,H14_C22_O9,0,22,14,9,0,0
1008,423.067326037,0.005483776747320375,0.44654594754737026,15.0,O9,H14_C21_13C_O9,0,22,14,9,0,0
1015,424.079406037,0.010024948673295992,-0.06205205826810251,14.0,O9,H16_C22_O9,0,22,16,9,0,0
1030,426.095146037,0.007395778654313281,0.1492882531558499,13.0,O9,H18_C22_O9,0,22,18,9,0,0
1040,428.016736037,0.006456886512874174,-0.22433468583606428,19.0,O9,H8_C23_O9,0,23,8,9,0,0
1055,430.032476037,0.019596432746116874,-0.014168697266373606,18.0,O9,H10_C23_O9,0,23,10,9,0,0
1067,431.035846037,0.0053805643433378425,0.02103537348703819,18.0,O9,H10_C22_13C_O9,0,23,10,9,0,0
1075,432.048116037,0.03190425735605215,-0.037419443373100734,17.0,O9,H12_C23_O9,0,23,12,9,0,0
1086,433.051506037,0.00944905134313057,0.04385852448987458,17.0,O9,H12_C22_13C_O9,0,23,12,9,0,0
1092,434.063786037,0.019007852698813107,0.008660017625017169,16.0,O9,H14_C23_O9,0,23,14,9,0,0
1109,436.079456037,0.011708450812617247,0.05431349641871031,15.0,O9,H16_C23_O9,0,23,16,9,0,0
1127,438.095086037,0.010153654098404023,0.008242502886007488,14.0,O9,H18_C23_O9,0,23,18,9,0,0
1142,440.016746037,0.00403841594826416,-0.19549028702786928,20.0,O9,H8_C24_O9,0,24,8,9,0,0
1148,440.110686037,0.00628012954303764,-0.10557116998201857,13.0,O9,H20_C23_O9,0,23,20,9,0,0
1160,442.032446037,0.021909998676593236,-0.08165237704237864,19.0,O9,H10_C24_O9,0,24,10,9,0,0
1172,443.035646037,0.00518050816441345,-0.43096532233210827,19.0,O9,H10_C23_13C_O9,0,24,10,9,0,0
1178,444.048086037,0.025675026687151246,-0.10396846973405317,18.0,O9,H12_C24_O9,0,24,12,9,0,0
1189,445.051386037,0.008865770045833802,-0.22695581482087876,18.0,O9,H12_C23_13C_O9,0,24,12,9,0,0
1195,446.063676037,0.021190259835691845,-0.23817451560485106,17.0,O9,H14_C24_O9,0,24,14,9,0,0
1201,446.157586037,0.004716269779804997,-0.2167059421215064,10.0,O9,H26_C23_O9,0,23,26,9,0,0
1212,447.067076037,0.006660895449247957,-0.13662603060375828,17.0,O9,H14_C23_13C_O9,0,24,14,9,0,0
1222,448.079406037,0.013833247617534006,-0.05872842995943733,16.0,O9,H16_C24_O9,0,24,16,9,0,0
1233,449.082756037,0.0041241971642584,-0.06937474109657799,16.0,O9,H16_C23_13C_O9,0,24,16,9,0,0
1241,450.094986037,0.010130449362021003,-0.21415257435453552,15.0,O9,H18_C24_O9,0,24,18,9,0,0
1259,452.110866037,0.0071836513959684725,0.2953633942141255,14.0,O9,H20_C24_O9,0,24,20,9,0,0
1271,454.032416037,0.01176540373142699,-0.14556890124006622,20.0,O9,H10_C25_O9,0,25,10,9,0,0
1277,454.126526037,0.005214754519917758,0.31590975599011467,13.0,O9,H22_C24_O9,0,24,22,9,0,0
1284,456.048126037,0.018200450492411265,-0.013522695710515011,19.0,O9,H12_C25_O9,0,25,12,9,0,0
1293,457.051576037,0.0051227590452304446,0.19471106707111271,19.0,O9,H12_C24_13C_O9,0,25,12,9,0,0
1298,458.063766037,0.019994992148008272,-0.035455762217119595,18.0,O9,H14_C25_O9,0,25,14,9,0,0
1302,458.157736037,0.007190649193744468,0.11636821952097211,11.0,O9,H26_C24_O9,0,24,26,9,0,0
1309,459.067136037,0.006144886996332884,-0.002354775388303869,18.0,O9,H14_C24_13C_O9,0,25,14,9,0,0
1318,460.079356037,0.016842848018533044,-0.16587355854980348,17.0,O9,H16_C25_O9,0,25,16,9,0,0
1320,460.173346037,0.021059768681673266,0.028773939532428343,10.0,O9,H28_C24_O9,0,24,28,9,0,0
1327,461.082826037,0.00661851129286441,0.08424733663724775,17.0,O9,H16_C24_13C_O9,0,25,16,9,0,0
1334,462.095116037,0.013565063470157311,0.07273610752955578,16.0,O9,H18_C25_O9,0,25,18,9,0,0
1351,464.110636037,0.007251454066653596,-0.2078448381568089,15.0,O9,H20_C25_O9,0,25,20,9,0,0
1363,466.032436037,0.010968654052954859,-0.09890513268881343,21.0,O9,H10_C26_O9,0,26,10,9,0,0
1370,466.126486037,0.005729985277422375,0.22196335783433246,14.0,O9,H22_C25_O9,0,25,22,9,0,0
1385,468.048156037,0.028491025732435414,0.05091997413683034,20.0,O9,H12_C26_O9,0,26,12,9,0,0
1389,468.142166037,0.0058112235250483285,0.28493267583690385,13.0,O9,H24_C25_O9,0,25,24,9,0,0
1395,469.051496037,0.007808322938357151,0.019172735035036744,20.0,O9,H12_C25_13C_O9,0,26,12,9,0,0
1400,470.063736037,0.016414943154444063,-0.09837176622011769,19.0,O9,H14_C26_O9,0,26,14,9,0,0
1403,470.157566037,0.004878697090813663,-0.2481827549999922,12.0,O9,H26_C25_O9,0,25,26,9,0,0
1409,471.066966037,0.004711118095555013,-0.3631776633762515,19.0,O9,H14_C25_13C_O9,0,26,14,9,0,0
1413,472.079356037,0.01435794853323972,-0.1616571430740087,18.0,O9,H16_C26_O9,0,26,16,9,0,0
1428,474.095056037,0.00849219721345433,-0.05566183328441109,17.0,O9,H18_C26_O9,0,26,18,9,0,0
1449,476.110736037,0.006404299304367964,0.007428943884725102,16.0,O9,H20_C26_O9,0,26,20,9,0,0
1453,476.204486037,0.005285560838249531,-0.30849562382257983,9.0,O9,H32_C25_O9,0,25,32,9,0,0
1463,478.032386037,0.005383282138006446,-0.20101776108613942,22.0,O9,H10_C27_O9,0,27,10,9,0,0
1468,478.126346037,0.006872536708832818,-0.07641703970957596,15.0,O9,H22_C26_O9,0,26,22,9,0,0
1476,480.048116037,0.01662357589665522,-0.033677874097219236,21.0,O9,H12_C27_O9,0,27,12,9,0,0
1485,481.051606037,0.006947313315631375,0.24736015546873877,21.0,O9,H12_C26_13C_O9,0,27,12,9,0,0
1492,482.063846037,0.016463502611704255,0.1322625635186365,20.0,O9,H14_C27_O9,0,27,14,9,0,0
1496,482.157616037,0.005985912808777912,-0.13830539591382024,13.0,O9,H26_C26_O9,0,26,26,9,0,0
1508,484.079446037,0.011412568631705193,0.02827015299042529,19.0,O9,H16_C27_O9,0,27,16,9,0,0
1521,486.09520603699997,0.01079372079589989,0.25429380593982454,18.0,O9,H18_C27_O9,0,27,18,9,0,0
1524,486.188926037,0.004708826888976303,-0.11689488794781785,11.0,O9,H30_C26_O9,0,26,30,9,0,0
1539,488.110666037,0.007669597562863674,-0.1361637937406292,17.0,O9,H20_C27_O9,0,27,20,9,0,0
1549,490.032666037,0.005461749023966207,0.375295389083967,23.0,O9,H10_C28_O9,0,28,10,9,0,0
1554,490.126396037,0.007455645130819184,0.027468424726769372,16.0,O9,H22_C27_O9,0,27,22,9,0,0
1564,492.048086037,0.01782099989947812,-0.09382619565789858,22.0,O9,H12_C28_O9,0,28,12,9,0,0
1568,492.142156037,0.008450933094293107,0.2507182092667093,15.0,O9,H24_C27_O9,0,27,24,9,0,0
1577,494.063676037,0.018632268669160505,-0.21503503520278103,21.0,O9,H14_C28_O9,0,28,14,9,0,0
1586,496.079366037,0.011728254044653339,-0.133678206687316,20.0,O9,H16_C28_O9,0,28,16,9,0,0
1589,496.173316037,0.0059575135345468384,-0.03377650390724983,13.0,O9,H28_C27_O9,0,27,28,9,0,0
1596,497.082666037,0.005818831499624138,-0.24373209570363896,20.0,O9,H16_C27_13C_O9,0,28,16,9,0,0
1600,498.094906037,0.011438448309158744,-0.35412729150894523,19.0,O9,H18_C28_O9,0,28,18,9,0,0
1602,498.188836037,0.005157578080636254,-0.294733621890727,12.0,O9,H30_C27_O9,0,27,30,9,0,0
1615,500.110746037,0.010091467196957088,0.027068004596582627,18.0,O9,H20_C28_O9,0,28,20,9,0,0
1628,502.126256037,0.009693916315538488,-0.25200235687760036,17.0,O9,H22_C28_O9,0,28,22,9,0,0
1636,504.048076037,0.010231585314387889,-0.11143183100072968,23.0,O9,H12_C29_O9,0,29,12,9,0,0
1641,504.14212603699997,0.005943358211947489,0.1852433970603281,16.0,O9,H24_C28_O9,0,28,24,9,0,0
1647,506.063806037,0.014090562047154403,0.046948625371705154,22.0,O9,H14_C29_O9,0,29,14,9,0,0
1651,506.157686037,0.006371552337823453,0.006549342440873071,15.0,O9,H26_C28_O9,0,28,26,9,0,0
1656,507.067106037,0.004849049218566052,-0.06129563456477742,22.0,O9,H14_C28_13C_O9,0,29,14,9,0,0
1661,508.079416037,0.012348570103165294,-0.03211112185219819,21.0,O9,H16_C29_O9,0,29,16,9,0,0
1673,510.095076037,0.013113823361000275,-0.01252511593208033,20.0,O9,H18_C29_O9,0,29,18,9,0,0
1674,510.188836037,0.00468870907257255,-0.28780127995600024,13.0,O9,H30_C28_O9,0,28,30,9,0,0
1690,514.126256037,0.008516737715968146,-0.24612047827253228,18.0,O9,H22_C29_O9,0,29,22,9,0,0
1692,514.220386037,0.004992453427812609,0.20034017085108746,11.0,O9,H34_C28_O9,0,28,34,9,0,0
1700,516.048096037,0.01012143403632671,-0.07008455266040377,24.0,O9,H12_C30_O9,0,30,12,9,0,0
1704,516.142036037,0.005584369725120786,0.0065660222349433325,17.0,O9,H24_C29_O9,0,29,24,9,0,0
1714,518.063716037,0.009624004566066458,-0.12786265079496062,23.0,O9,H14_C30_O9,0,30,14,9,0,0
1718,518.157816037,0.006546517735076974,0.25728647883874683,16.0,O9,H26_C29_O9,0,29,26,9,0,0
1726,520.079286037,0.007905835813796173,-0.28133210450798574,22.0,O9,H16_C30_O9,0,30,16,9,0,0
1729,520.173166037,0.0076358036050026435,-0.3205836264824272,15.0,O9,H28_C29_O9,0,29,28,9,0,0
1733,521.082626037,0.005264521182514535,-0.3092695705982857,22.0,O9,H16_C29_13C_O9,0,30,16,9,0,0
1738,522.095046037,0.011046591112611191,-0.06969803731696785,21.0,O9,H18_C30_O9,0,30,18,9,0,0
1746,524.110586037,0.007692278803588433,-0.2794505663121955,20.0,O9,H20_C30_O9,0,30,20,9,0,0
1754,526.126216037,0.008296310494833214,-0.3165343124230054,19.0,O9,H22_C30_O9,0,30,22,9,0,0
1759,528.142166037,0.006813430883692685,0.2525626785279347,18.0,O9,H24_C30_O9,0,30,24,9,0,0
1760,528.236086037,0.005373538301144936,0.2895390981623936,11.0,O9,H36_C29_O9,0,29,36,9,0,0
1769,532.079366037,0.009691666501639733,-0.12463366230555036,23.0,O9,H16_C31_O9,0,31,16,9,0,0
1772,532.173226037,0.0052538282358502815,-0.20060949101066433,16.0,O9,H28_C30_O9,0,30,28,9,0,0
1787,536.110736037,0.007662245735930883,0.006597517564978121,21.0,O9,H20_C31_O9,0,31,20,9,0,0
1794,538.126406037,0.007126715521203414,0.04360127989357149,20.0,O9,H22_C31_O9,0,31,22,9,0,0
1797,540.048216037,0.00633761277512352,0.15523243568432224,26.0,O9,H12_C32_O9,0,32,12,9,0,0
1800,540.142086037,0.006815561389278626,0.09884251098478497,19.0,O9,H24_C31_O9,0,31,24,9,0,0
1813,544.079516037,0.009647673387437683,0.15381023815322092,24.0,O9,H16_C32_O9,0,32,16,9,0,0
1821,546.095076037,0.007255047438246434,-0.011699427891039758,23.0,O9,H18_C32_O9,0,32,18,9,0,0
1827,548.110596037,0.005928534275823683,-0.24896982648480884,22.0,O9,H20_C32_O9,0,32,20,9,0,0
1829,550.126496037,0.0061119418318972924,0.20624892795611727,21.0,O9,H22_C32_O9,0,32,22,9,0,0
1837,552.235926037,0.004990065313665533,-0.012775336837902797,13.0,O9,H36_C31_O9,0,31,36,9,0,0
1844,556.079616037,0.005208759885914801,0.3303214049340428,25.0,O9,H16_C33_O9,0,33,16,9,0,0
1850,558.095136037,0.005577635866551095,0.09606068309274855,24.0,O9,H18_C33_O9,0,33,18,9,0,0
1853,558.188766037,0.005106129414315171,-0.38845819400330134,17.0,O9,H30_C32_O9,0,32,30,9,0,0
1870,568.079256037,0.0064207438856552015,-0.31037042472920967,26.0,O9,H16_C34_O9,0,34,16,9,0,0
1876,570.189106037,0.0068049687589916774,0.21601079127199885,18.0,O9,H30_C33_O9,0,33,30,9,0,0
