peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S
94,278.057916037,0.0035781522348768387,0.02555942333496273,12.0,O4,H10_C17_O4,0,17,10,4,0,0
95,278.151796037,0.004957752726774202,-0.04794863874482917,5.0,O4,H22_C16_O4,0,16,22,4,0,0
99,280.073566037,0.0059152477125306935,0.025111259423425465,11.0,O4,H12_C17_O4,0,17,12,4,0,0
109,282.089196037,0.005128269628364277,-0.046230058334540275,10.0,O4,H14_C17_O4,0,17,14,4,0,0
116,284.104846037,0.003483487662791457,-0.046162535361520304,9.0,O4,H16_C17_O4,0,17,16,4,0,0
117,284.198766037,0.0033254557674213528,0.022663715511775134,2.0,O4,H28_C16_O4,0,16,28,4,0,0
127,286.120456037,0.0032555347654679213,-0.18589722931452637,8.0,O4,H18_C17_O4,0,17,18,4,0,0
128,286.214406037,0.005393328871890689,-0.0126932814320006,1.0,O4,H30_C16_O4,0,16,30,4,0,0
133,288.136156037,0.0033732949920503214,-0.011324507476414343,7.0,O4,H20_C17_O4,0,17,20,4,0,0
138,290.057916037,0.016884185670572777,0.02450200320242469,13.0,O4,H10_C18_O4,0,18,10,4,0,0
140,291.061236037,0.003364771508788439,-0.09528235501937202,13.0,O4,H10_C17_13C_O4,0,18,10,4,0,0
143,292.073466037,0.0046064335730841835,-0.31830005396218314,12.0,O4,H12_C18_O4,0,18,12,4,0,0
144,292.167446037,0.0033307613350462293,-0.045901760033639646,5.0,O4,H24_C17_O4,0,17,24,4,0,0
150,294.183116037,0.030761962559257432,0.02214607039062337,4.0,O4,H26_C17_O4,0,17,26,4,0,0
159,296.104786037,0.004426413399149045,-0.24692272286159864,10.0,O4,H16_C18_O4,0,18,16,4,0,0
181,300.136176037,0.005649304613544057,0.05576468712994692,8.0,O4,H20_C18_O4,0,18,20,4,0,0
184,300.230006037,0.004775038132860317,-0.17888618368071754,1.0,O4,H32_C17_O4,0,17,32,4,0,0
190,302.057916037,0.004541756780194753,0.023528600345493502,14.0,O4,H10_C19_O4,0,19,10,4,0,0
193,302.151746037,0.003849997443052416,-0.20961983772252157,7.0,O4,H22_C18_O4,0,18,22,4,0,0
201,304.073506037,0.00747941134673148,-0.17419143376916674,13.0,O4,H12_C19_O4,0,19,12,4,0,0
209,306.089176037,0.004944214885565247,-0.10794566610447003,12.0,O4,H14_C19_O4,0,19,14,4,0,0
218,308.104826037,0.0051174393553971124,-0.10747965370699457,11.0,O4,H16_C19_O4,0,19,16,4,0,0
220,308.198756037,0.007061090592456652,-0.011547742885974047,4.0,O4,H28_C18_O4,0,18,28,4,0,0
229,310.214426037,0.009030440840096054,0.0527602800737436,3.0,O4,H30_C18_O4,0,18,30,4,0,0
238,312.230096037,0.00768017168818782,0.11623799388463497,2.0,O4,H32_C18_O4,0,18,32,4,0,0
246,314.057936037,0.010094514672147219,0.08631210004125459,15.0,O4,H10_C20_O4,0,20,10,4,0,0
249,314.151796037,0.005946280535152343,-0.04245399883956965,8.0,O4,H22_C19_O4,0,19,22,4,0,0
251,314.245656037,0.008282621205112892,-0.17114317727686787,1.0,O4,H34_C18_O4,0,18,34,4,0,0
259,316.073516037,0.01095125500516512,-0.13593989319883482,14.0,O4,H12_C20_O4,0,20,12,4,0,0
261,316.167566037,0.004296754481483925,0.3371281922420238,7.0,O4,H24_C19_O4,0,19,24,4,0,0
269,318.089296037,0.0048514159059140916,0.27337920851146413,13.0,O4,H14_C20_O4,0,20,14,4,0,0
279,320.104906037,0.003872049515041852,0.14646760820098087,12.0,O4,H16_C20_O4,0,20,16,4,0,0
289,322.214376037,0.003670697014775797,-0.1043808175180835,4.0,O4,H30_C19_O4,0,19,30,4,0,0
299,324.136086037,0.004595082239322286,-0.22602543562119956,10.0,O4,H20_C20_O4,0,20,20,4,0,0
301,324.230066037,0.010348487982036154,0.019409057379291734,3.0,O4,H32_C19_O4,0,19,32,4,0,0
308,326.057866037,0.004835056057877586,-0.1315502690401415,16.0,O4,H10_C21_O4,0,21,10,4,0,0
310,326.151746037,0.004759624472790323,-0.19419488259158577,9.0,O4,H22_C20_O4,0,20,22,4,0,0
319,328.073516037,0.005137233821924509,-0.13096759693398777,15.0,O4,H12_C21_O4,0,21,12,4,0,0
322,328.167496037,0.004997476064295673,0.11149489340556729,8.0,O4,H24_C20_O4,0,20,24,4,0,0
332,330.183086037,0.006171572613613802,-0.07112720481078993,7.0,O4,H26_C20_O4,0,20,26,4,0,0
334,330.276906037,0.003816268252561198,-0.31467231929891115,0.0,O4,H38_C19_O4,0,19,38,4,0,0
343,332.104916037,0.00443314482285521,0.1712862328900225,13.0,O4,H16_C21_O4,0,21,16,4,0,0
345,332.198816037,0.003532183472409151,0.16990126768971608,6.0,O4,H28_C20_O4,0,20,28,4,0,0
354,334.214406037,0.0067171661192974965,-0.010870267529157113,5.0,O4,H30_C20_O4,0,20,30,4,0,0
362,336.136196037,0.0048438994822068895,0.10929200839586596,11.0,O4,H20_C21_O4,0,21,20,4,0,0
363,336.229966037,0.005583781462092713,-0.2786991329879931,4.0,O4,H32_C20_O4,0,20,32,4,0,0
370,338.058056037,0.004413036745905563,0.4351530671971948,17.0,O4,H10_C22_O4,0,22,10,4,0,0
373,338.151976037,0.004429863600766507,0.4928641905697695,10.0,O4,H22_C21_O4,0,21,22,4,0,0
383,340.073516037,0.008727328575427549,-0.1263462104128543,16.0,O4,H12_C22_O4,0,22,12,4,0,0
386,340.167456037,0.003610701490502974,-0.010027414161761769,9.0,O4,H24_C21_O4,0,21,24,4,0,0
400,342.089186037,0.005948965215676983,-0.06735378071096886,15.0,O4,H14_C22_O4,0,22,14,4,0,0
403,342.183096037,0.004727871904510153,-0.03940872640126509,8.0,O4,H26_C21_O4,0,21,26,4,0,0
405,342.277016037,0.004984308322342789,0.017737095067774523,1.0,O4,H38_C20_O4,0,20,38,4,0,0
420,344.198716037,0.004831303446210097,-0.1265518956802455,7.0,O4,H28_C21_O4,0,21,28,4,0,0
435,346.214416037,0.004193764137055036,0.01839033753103872,6.0,O4,H30_C21_O4,0,21,30,4,0,0
444,348.136186037,0.0036803001165254586,0.07680040471815879,12.0,O4,H20_C22_O4,0,22,20,4,0,0
456,350.151816037,0.0066770717085745425,0.019028888784621542,11.0,O4,H22_C22_O4,0,22,22,4,0,0
465,352.073516037,0.007096176488904997,-0.12203985263275102,17.0,O4,H12_C23_O4,0,23,12,4,0,0
467,352.167506037,0.005273209749523534,0.13229215990335652,10.0,O4,H24_C22_O4,0,22,24,4,0,0
479,354.183086037,0.005775766068425795,-0.06630751414018397,9.0,O4,H26_C22_O4,0,22,26,4,0,0
480,354.277006037,0.005315140534318393,-0.011090192114311406,2.0,O4,H38_C21_O4,0,21,38,4,0,0
494,356.292776037,0.004332857176941058,0.32556652216317195,1.0,O4,H40_C21_O4,0,21,40,4,0,0
509,358.214356037,0.004015689419077803,-0.1497232008971459,7.0,O4,H30_C22_O4,0,22,30,4,0,0
523,360.229936037,0.004257827344335715,-0.3434112149621256,6.0,O4,H32_C22_O4,0,22,32,4,0,0
536,362.245716037,0.004213281516113083,0.01716790488913241,5.0,O4,H34_C22_O4,0,22,34,4,0,0
544,364.073646037,0.007998697612926318,0.23905328206850524,18.0,O4,H12_C24_O4,0,24,12,4,0,0
547,364.167406037,0.005568873279690881,-0.1466660638072086,11.0,O4,H24_C23_O4,0,23,24,4,0,0
550,364.261426037,0.0038960153897633454,0.1815866167000438,4.0,O4,H36_C22_O4,0,22,36,4,0,0
562,366.089166037,0.003933295585222035,-0.11756971803401611,17.0,O4,H14_C24_O4,0,24,14,4,0,0
565,366.183246037,0.003884326583916635,0.37280515011475046,10.0,O4,H26_C23_O4,0,23,26,4,0,0
584,368.104866037,0.005613753171189388,0.018703909238988254,16.0,O4,H16_C24_O4,0,24,16,4,0,0
602,370.308256037,0.006963455973841291,-0.14603239094483536,1.0,O4,H42_C22_O4,0,22,42,4,0,0
615,372.136066037,0.0037540954733227194,-0.2506153220960288,14.0,O4,H20_C24_O4,0,24,20,4,0,0
618,372.229936037,0.003677955829921865,-0.3323402768655834,7.0,O4,H32_C23_O4,0,23,32,4,0,0
632,374.151796037,0.0038990808829435747,-0.0356459602292756,13.0,O4,H22_C24_O4,0,24,22,4,0,0
654,378.089056037,0.003951932517628794,-0.40477500628263446,18.0,O4,H14_C25_O4,0,25,14,4,0,0
657,378.182976037,0.004469206125632388,-0.3529640635623072,11.0,O4,H26_C24_O4,0,24,26,4,0,0
670,380.104896037,0.004728129513071288,0.0970390025765315,17.0,O4,H16_C25_O4,0,25,16,4,0,0
673,380.198716037,0.00541694461323703,-0.1145690350015538,10.0,O4,H28_C24_O4,0,24,28,4,0,0
708,384.230176037,0.006170158444877442,0.3026649316348825,8.0,O4,H32_C24_O4,0,24,32,4,0,0
722,386.245606037,0.004849909699336419,-0.26869172978276756,7.0,O4,H34_C24_O4,0,24,34,4,0,0
774,394.214596037,0.0039585271020047535,0.4727551994341453,10.0,O4,H30_C25_O4,0,25,30,4,0,0
790,396.230086037,0.006768472102615909,0.06635790892389912,9.0,O4,H32_C25_O4,0,25,32,4,0,0
824,400.167516037,0.006360039329123377,0.1414132775108443,14.0,O4,H24_C26_O4,0,26,24,4,0,0
826,400.261316037,0.0046752588864505595,-0.10956592181405757,7.0,O4,H36_C25_O4,0,25,36,4,0,0
838,402.183046037,0.0038290025888063125,-0.15785100994154894,13.0,O4,H26_C26_O4,0,26,26,4,0,0
852,404.198696037,0.003893047778096893,-0.15724691997947218,12.0,O4,H28_C26_O4,0,26,28,4,0,0
899,410.245646037,0.003959842902254631,-0.15547026682025866,9.0,O4,H34_C26_O4,0,26,34,4,0,0
921,412.261326037,0.0043067155081720244,-0.08212024240048998,8.0,O4,H36_C26_O4,0,26,36,4,0,0
970,418.214296037,0.006551685489426235,-0.2717099847829235,12.0,O4,H30_C27_O4,0,27,30,4,0,0
988,420.230036037,0.004853874631103445,-0.05641433974797958,11.0,O4,H32_C27_O4,0,27,32,4,0,0
1083,432.230066037,0.005062827801354729,0.014559375782213594,12.0,O4,H32_C28_O4,0,28,32,4,0,0
1098,434.245786037,0.005020885329214942,0.1755204136551411,11.0,O4,H34_C28_O4,0,28,34,4,0,0
1133,438.277116037,0.005254275276793801,0.24201811152491412,9.0,O4,H38_C28_O4,0,28,38,4,0,0
1206,446.245576037,0.004661643616581453,-0.2997923278771658,12.0,O4,H34_C29_O4,0,29,34,4,0,0
1264,452.292666037,0.005801842482852311,0.013259113865984402,9.0,O4,H40_C29_O4,0,29,40,4,0,0
1356,464.292696037,0.0061110092791665325,0.07753083399349081,10.0,O4,H40_C30_O4,0,30,40,4,0,0
1406,470.339826037,0.004624375595440397,0.45876404265658316,7.0,O4,H46_C30_O4,0,30,46,4,0,0
63,266.155166037,0.03740310883043959,-0.057428905808710774,-1.0,O4S1,H26_C12_O4_S,0,12,26,4,0,1
101,280.170796037,0.010017658691896782,-0.12620515942620783,-1.0,O4S1,H28_C13_O4_S,0,13,28,4,0,1
151,294.186496037,0.02483190259794786,0.04951620890161974,-1.0,O4S1,H30_C14_O4_S,0,14,30,4,0,1
846,404.014346037,0.004258178451656278,0.0380704302202554,21.0,O4S1,H8_C25_O4_S,0,25,8,4,0,1
943,416.014416037,0.0038803694437128953,0.20523567614778823,22.0,O4S1,H8_C26_O4_S,0,26,8,4,0,1
0,206.021486037,0.00306754820504583,-0.18146165579016466,7.0,O5,H6_C10_O5,0,10,6,5,0,0
4,220.037176037,0.0033219627122058194,0.011548048655272473,7.0,O5,H8_C11_O5,0,11,8,5,0,0
20,242.021526037,0.007843928921654818,0.0108048241447435,10.0,O5,H6_C13_O5,0,13,6,5,0,0
37,254.021426037,0.0035762019091918795,-0.3833731724703514,11.0,O5,H6_C14_O5,0,14,6,5,0,0
42,256.037186037,0.012405385208699424,0.048981166527223015,10.0,O5,H8_C14_O5,0,14,8,5,0,0
48,258.052816037,0.005041994135074099,-0.029191698384940384,9.0,O5,H10_C14_O5,0,14,10,5,0,0
67,268.037176037,0.009802842370272987,0.009480028302093697,11.0,O5,H8_C15_O5,0,15,8,5,0,0
73,270.052816037,0.007164900998921364,-0.027894543310759305,10.0,O5,H10_C15_O5,0,15,10,5,0,0
81,272.068556037,0.0032068701221033705,0.3028391123690738,9.0,O5,H12_C15_O5,0,15,12,5,0,0
98,280.037176037,0.012567054303205847,0.009073795311049345,12.0,O5,H8_C16_O5,0,16,8,5,0,0
100,280.131066037,0.045772506623756475,-0.028211794397104997,5.0,O5,H20_C15_O5,0,15,20,5,0,0
108,282.052846037,0.009375414739435256,0.07965528560919695,11.0,O5,H10_C16_O5,0,16,10,5,0,0
115,284.06843603699997,0.0067965197825537145,-0.13238711258793506,10.0,O5,H12_C16_O5,0,16,12,5,0,0
126,286.084076037,0.005777071155276155,-0.16666778757068212,9.0,O5,H14_C16_O5,0,16,14,5,0,0
142,292.037196037,0.008029677355523086,0.0771853733944783,13.0,O5,H8_C17_O5,0,17,8,5,0,0
148,294.052836037,0.008042809548468477,0.04239714264018514,12.0,O5,H10_C17_O5,0,17,10,5,0,0
149,294.146646037,0.0036827953646677136,-0.2650956624528406,5.0,O5,H22_C16_O5,0,16,22,5,0,0
157,296.068466037,0.008502156779224314,-0.02569338129179273,11.0,O5,H12_C17_O5,0,17,12,5,0,0
167,298.084096037,0.004557259069297123,-0.09286305567441404,10.0,O5,H14_C17_O5,0,17,14,5,0,0
180,300.099726037,0.005489930621397986,-0.15913043525947765,9.0,O5,H16_C17_O5,0,17,16,5,0,0
200,304.037236037,0.005163335071958998,0.2057017780094471,14.0,O5,H8_C18_O5,0,18,8,5,0,0
207,306.052816037,0.024574667057905734,-0.024613398663274888,13.0,O5,H10_C18_O5,0,18,10,5,0,0
210,306.146756037,0.0046366190631985105,0.10460016115004615,6.0,O5,H22_C17_O5,0,17,22,5,0,0
213,307.056196037,0.005722545308429914,0.05740642984731979,13.0,O5,H10_C17_13C_O5,0,18,10,5,0,0
217,308.068426037,0.006286748963021573,-0.1545338501951629,12.0,O5,H12_C18_O5,0,18,12,5,0,0
219,308.162346037,0.0036148032616002052,-0.09102669524403076,5.0,O5,H24_C17_O5,0,17,24,5,0,0
226,310.084076037,0.00545039135955914,-0.15376797358210736,11.0,O5,H14_C18_O5,0,18,14,5,0,0
228,310.178086037,0.008317808878856659,0.19948217754216496,4.0,O5,H26_C17_O5,0,17,26,5,0,0
236,312.099716037,0.00725913606108062,-0.18505303604128645,10.0,O5,H16_C18_O5,0,18,16,5,0,0
248,314.115486037,0.0036750870737146,0.19792402072282608,9.0,O5,H18_C18_O5,0,18,18,5,0,0
257,316.037156037,0.010385729219678414,-0.05524350430953832,15.0,O5,H8_C19_O5,0,19,8,5,0,0
260,316.131016037,0.0038730969933310775,-0.18316140172702855,8.0,O5,H20_C18_O5,0,18,20,5,0,0
267,318.052836037,0.012851124474176735,0.0391978898492241,14.0,O5,H10_C19_O5,0,19,10,5,0,0
271,318.146706037,0.007753937826622759,-0.05650537827138217,7.0,O5,H22_C18_O5,0,18,22,5,0,0
274,319.056086037,0.0036852511680208343,-0.28951963015931514,14.0,O5,H10_C18_13C_O5,0,19,10,5,0,0
278,320.068476037,0.010900368792318725,0.007476525079936237,13.0,O5,H12_C19_O5,0,19,12,5,0,0
281,320.162306037,0.0033939056248318976,-0.2125515674016531,6.0,O5,H24_C18_O5,0,18,24,5,0,0
284,321.071816037,0.0034099869244809383,-0.0387670276206,13.0,O5,H12_C18_13C_O5,0,19,12,5,0,0
288,322.084146037,0.007016545738179431,0.06929555600958927,12.0,O5,H14_C19_O5,0,19,14,5,0,0
293,323.08741603699997,0.003505218332795357,-0.19351109611419617,12.0,O5,H14_C18_13C_O5,0,19,14,5,0,0
298,324.099746037,0.006412902651153525,-0.08563721619208227,11.0,O5,H16_C19_O5,0,19,16,5,0,0
321,328.130996037,0.00607403782440304,-0.23741432834431345,9.0,O5,H20_C19_O5,0,19,20,5,0,0
323,328.224976037,0.005754761961698289,0.005036179725719446,2.0,O5,H32_C18_O5,0,18,32,5,0,0
329,330.052796037,0.017088076272579158,-0.08341998707503251,15.0,O5,H10_C20_O5,0,20,10,5,0,0
331,330.146706037,0.004509493377546663,-0.05445155030079325,8.0,O5,H22_C19_O5,0,19,22,5,0,0
333,330.240616037,0.006915145846606241,-0.02549958911548562,1.0,O5,H34_C18_O5,0,18,34,5,0,0
341,332.068496037,0.015379185811264061,0.06743488244738756,14.0,O5,H12_C20_O5,0,20,12,5,0,0
351,334.084046037,0.008320193584194797,-0.2325193343257914,13.0,O5,H14_C20_O5,0,20,14,5,0,0
361,336.099746037,0.003966086379310028,-0.08257965186356934,12.0,O5,H16_C20_O5,0,20,16,5,0,0
372,338.115476037,0.00379352614024827,0.1542993553696024,11.0,O5,H18_C20_O5,0,20,18,5,0,0
381,340.037086037,0.003980535833423413,-0.2572042981000853,17.0,O5,H8_C21_O5,0,21,8,5,0,0
385,340.131066037,0.005069732587344001,-0.02323516087888892,10.0,O5,H20_C20_O5,0,20,20,5,0,0
388,340.225056037,0.00557350292920072,0.2399970212255781,3.0,O5,H32_C19_O5,0,19,32,5,0,0
398,342.052816037,0.012567631852834401,-0.02202291464930306,16.0,O5,H10_C21_O5,0,21,10,5,0,0
402,342.146706037,0.006231782405876983,-0.052541788975499534,9.0,O5,H22_C20_O5,0,20,22,5,0,0
404,342.240656037,0.003580532070487924,0.09227132848615786,2.0,O5,H34_C19_O5,0,19,34,5,0,0
408,343.05616603699997,0.0037618865496357435,-0.036066980529441135,16.0,O5,H10_C20_13C_O5,0,21,10,5,0,0
416,344.068426037,0.01037423276805032,-0.13836491929062353,15.0,O5,H12_C21_O5,0,21,12,5,0,0
419,344.162336037,0.0058235877620373706,-0.11056119745160212,8.0,O5,H24_C20_O5,0,20,24,5,0,0
422,344.256186037,0.0039836592763555796,-0.25706146640006916,1.0,O5,H36_C19_O5,0,19,36,5,0,0
426,345.071816037,0.003521009883684709,-0.03607075217979541,15.0,O5,H12_C20_13C_O5,0,21,12,5,0,0
431,346.084076037,0.008439177573185762,-0.13777288038872956,14.0,O5,H14_C21_O5,0,21,14,5,0,0
434,346.177956037,0.0036344672194425654,-0.19679184880575992,7.0,O5,H26_C20_O5,0,20,26,5,0,0
442,348.09977603699997,0.006329131658487004,0.006449300219292722,13.0,O5,H16_C21_O5,0,21,16,5,0,0
445,348.193606037,0.0039815701634495935,-0.1958651704543406,6.0,O5,H28_C20_O5,0,20,28,5,0,0
455,350.115466037,0.005154611442915212,0.12044883489078115,12.0,O5,H18_C21_O5,0,21,18,5,0,0
457,350.20937603699997,0.005346728018851446,0.1477030699629369,5.0,O5,H30_C20_O5,0,20,30,5,0,0
469,352.22504603699997,0.003796759152039142,0.20342959925701207,4.0,O5,H32_C20_O5,0,20,32,5,0,0
475,354.052836037,0.009849630220831088,0.035212258635625805,17.0,O5,H10_C22_O5,0,22,10,5,0,0
478,354.146756037,0.006294818587722062,0.0904229656612893,10.0,O5,H22_C21_O5,0,21,22,5,0,0
490,356.068466037,0.015545272722153494,-0.02136386878352312,16.0,O5,H12_C22_O5,0,22,12,5,0,0
493,356.162406037,0.004450972406625665,0.08970345960793746,9.0,O5,H24_C21_O5,0,21,24,5,0,0
499,357.071716037,0.004563764050695297,-0.31491432936847935,16.0,O5,H12_C21_13C_O5,0,22,12,5,0,0
505,358.084086037,0.010485858599463325,-0.10522947388619847,15.0,O5,H14_C22_O5,0,22,14,5,0,0
508,358.177996037,0.005388197153521625,-0.0785224114345607,8.0,O5,H26_C21_O5,0,21,26,5,0,0
520,360.099896037,0.006280195771325569,0.339475243801404,14.0,O5,H16_C22_O5,0,22,16,5,0,0
522,360.193736037,0.00497883523610727,0.17157710929471906,7.0,O5,H28_C21_O5,0,21,28,5,0,0
533,362.11535603699997,0.006222432042961402,-0.1873132384868089,13.0,O5,H18_C22_O5,0,22,18,5,0,0
535,362.209246037,0.004550569038270913,-0.21609884574159519,6.0,O5,H30_C21_O5,0,21,30,5,0,0
546,364.131126037,0.006664871581387206,0.14307208654959497,12.0,O5,H20_C22_O5,0,22,20,5,0,0
549,364.224986037,0.004172714741865932,0.03199396100794787,5.0,O5,H32_C21_O5,0,21,32,5,0,0
560,366.052836037,0.005456145916018357,0.03405792499296882,18.0,O5,H10_C23_O5,0,23,10,5,0,0
564,366.146796037,0.005558021092951976,0.19670525797966862,11.0,O5,H22_C22_O5,0,22,22,5,0,0
568,366.240676037,0.0043583940256100365,0.14083361946297202,4.0,O5,H34_C21_O5,0,21,34,5,0,0
582,368.068416037,0.007276974845223298,-0.1565116632230212,17.0,O5,H12_C23_O5,0,23,12,5,0,0
586,368.162396037,0.005577194182307335,0.05961771290419233,10.0,O5,H24_C22_O5,0,22,24,5,0,0
592,369.071646037,0.004127310867736459,-0.49434033187082216,17.0,O5,H12_C22_13C_O5,0,23,12,5,0,0
598,370.084116037,0.006407582961320194,-0.02075474106223223,16.0,O5,H14_C23_O5,0,23,14,5,0,0
601,370.17812603699997,0.0076174856397178935,0.27520534796319185,9.0,O5,H26_C22_O5,0,22,26,5,0,0
613,372.099846037,0.00709056997214821,0.19415487746637794,15.0,O5,H16_C23_O5,0,23,16,5,0,0
617,372.193726037,0.00574932978117002,0.139177520629534,8.0,O5,H28_C22_O5,0,22,28,5,0,0
630,374.115346037,0.006908931587913166,-0.2080347701431885,14.0,O5,H18_C23_O5,0,23,18,5,0,0
634,374.209236037,0.005809793286212692,-0.23589209328974714,7.0,O5,H30_C22_O5,0,22,30,5,0,0
645,376.13093603699997,0.0038580553804079764,-0.36663562296974755,13.0,O5,H20_C23_O5,0,23,20,5,0,0
646,376.22495603699997,0.00505849082244081,-0.04876603676113299,6.0,O5,H32_C22_O5,0,22,32,5,0,0
656,378.14678603699997,0.007144205145916351,0.1640183183659868,12.0,O5,H22_C23_O5,0,23,22,5,0,0
659,378.240556037,0.0037564714131521613,-0.18089281793076717,5.0,O5,H34_C22_O5,0,22,34,5,0,0
668,380.068466037,0.014243496799217523,-0.020014814871866477,18.0,O5,H12_C24_O5,0,24,12,5,0,0
672,380.162476037,0.007523220872223611,0.26817218011722105,11.0,O5,H24_C23_O5,0,23,24,5,0,0
675,380.256236037,0.004829125704271736,-0.10123436873438045,4.0,O5,H36_C22_O5,0,22,36,5,0,0
685,382.084126037,0.009277427552581216,0.006069343940592864,17.0,O5,H14_C24_O5,0,24,14,5,0,0
704,384.099726037,0.006070687939162882,-0.12432969041200931,16.0,O5,H16_C24_O5,0,24,16,5,0,0
707,384.19361603699997,0.005177758229546294,-0.1514835166266563,9.0,O5,H28_C23_O5,0,23,28,5,0,0
709,384.287526037,0.004117777890056369,-0.12657970066153715,2.0,O5,H40_C22_O5,0,22,40,5,0,0
721,386.209266037,0.007907626412433774,-0.15088452065673164,8.0,O5,H30_C23_O5,0,23,30,5,0,0
734,388.225036037,0.006439832241759828,0.15880737785020446,7.0,O5,H32_C23_O5,0,23,32,5,0,0
740,390.052936037,0.00435414908453743,0.28833778602153914,20.0,O5,H10_C25_O5,0,25,10,5,0,0
744,390.146576037,0.0064978175427049326,-0.3792856560301245,13.0,O5,H22_C24_O5,0,24,22,5,0,0
746,390.240616037,0.00660271535922071,-0.021578994272061957,6.0,O5,H34_C23_O5,0,23,34,5,0,0
754,392.06843603699997,0.008866149397571276,-0.09591947876354914,19.0,O5,H12_C25_O5,0,25,12,5,0,0
770,394.084086037,0.007044977152609058,-0.09561664963338794,18.0,O5,H14_C25_O5,0,25,14,5,0,0
773,394.177976037,0.005550178397532184,-0.12208952022589593,11.0,O5,H26_C24_O5,0,24,26,5,0,0
786,396.099706037,0.005243808772437539,-0.17105541609651442,17.0,O5,H16_C25_O5,0,25,16,5,0,0
789,396.193656037,0.00647618475421481,-0.04593460731334874,10.0,O5,H28_C24_O5,0,24,28,5,0,0
807,398.209326037,0.012043775834772483,0.004336914959294649,9.0,O5,H30_C24_O5,0,24,30,5,0,0
822,400.131056037,0.003897207498946062,-0.04474284048667951,15.0,O5,H20_C25_O5,0,25,20,5,0,0
825,400.224896037,0.0069007041840561415,-0.19575743731722867,8.0,O5,H32_C24_O5,0,24,32,5,0,0
849,404.068466037,0.00415157915250798,-0.018826017434550965,20.0,O5,H12_C26_O5,0,26,12,5,0,0
853,404.256196037,0.0050450732634900785,-0.1941714209818307,6.0,O5,H36_C24_O5,0,24,36,5,0,0
865,406.084156037,0.0069214044198155035,0.07958695145485752,19.0,O5,H14_C26_O5,0,26,14,5,0,0
868,406.177996037,0.004926963877477936,-0.06924304183395935,12.0,O5,H26_C25_O5,0,25,26,5,0,0
879,408.099666037,0.00733910330994559,-0.26404089234895306,18.0,O5,H16_C26_O5,0,26,16,5,0,0
882,408.193486037,0.006341985303044931,-0.4610534131888028,11.0,O5,H28_C25_O5,0,25,28,5,0,0
898,410.20928603699997,0.0054487624358597175,-0.09330115463603596,10.0,O5,H30_C25_O5,0,25,30,5,0,0
915,412.131036037,0.006712088941871433,-0.09196832246571102,16.0,O5,H20_C26_O5,0,26,20,5,0,0
919,412.224966037,0.008767273972502664,-0.020248652295870254,9.0,O5,H32_C25_O5,0,25,32,5,0,0
935,414.146766037,0.006439798153670453,0.10146885944301239,15.0,O5,H22_C26_O5,0,26,22,5,0,0
938,414.240756037,0.005460639213170696,0.3176389528355667,8.0,O5,H34_C25_O5,0,25,34,5,0,0
948,416.068306037,0.004464421618802244,-0.4028352978306468,21.0,O5,H12_C27_O5,0,27,12,5,0,0
954,416.256316037,0.006186219291672858,0.09971019863718568,7.0,O5,H36_C25_O5,0,25,36,5,0,0
965,418.084226037,0.006236734918290475,0.24473298353486703,20.0,O5,H14_C27_O5,0,27,14,5,0,0
968,418.177966037,0.005503419278363699,-0.13899584562144301,13.0,O5,H26_C26_O5,0,26,26,5,0,0
973,418.272036037,0.0048488929003276315,0.2664079603533136,6.0,O5,H38_C25_O5,0,25,38,5,0,0
987,420.193516037,0.006824994050581412,-0.3764908166354568,12.0,O5,H28_C26_O5,0,26,28,5,0,0
1019,424.224806037,0.006760064031885196,-0.39683440855700464,10.0,O5,H32_C26_O5,0,26,32,5,0,0
1035,426.240616037,0.005837810773842765,-0.019756446714260013,9.0,O5,H34_C26_O5,0,26,34,5,0,0
1049,428.256176037,0.0059917102188352,-0.22999084553319418,8.0,O5,H36_C26_O5,0,26,36,5,0,0
1059,430.084086037,0.007042291498139008,-0.08761309986589937,21.0,O5,H14_C28_O5,0,28,14,5,0,0
1065,430.271946037,0.004202377223294704,0.04980803464108822,7.0,O5,H38_C26_O5,0,26,38,5,0,0
1079,432.099896037,0.004427217391085592,0.2829091168991005,20.0,O5,H16_C28_O5,0,28,16,5,0,0
1082,432.193736037,0.008720908814252814,0.14299374299585585,13.0,O5,H28_C27_O5,0,27,28,5,0,0
1097,434.209226037,0.010232790084860945,-0.22632637470375483,12.0,O5,H30_C27_O5,0,27,30,5,0,0
1114,436.225066037,0.009227479249165341,0.21010484519512673,11.0,O5,H32_C27_O5,0,27,32,5,0,0
1132,438.240686037,0.0066145288300799914,0.14051411002585432,10.0,O5,H34_C27_O5,0,27,34,5,0,0
1153,440.256276037,0.008645141704971559,0.0034184634770607937,9.0,O5,H36_C27_O5,0,27,36,5,0,0
1170,442.271986037,0.006024294536496121,0.13889869105119676,8.0,O5,H38_C27_O5,0,27,38,5,0,0
1184,444.19361603699997,0.0052238536049173745,-0.13102169396767804,14.0,O5,H28_C28_O5,0,28,28,5,0,0
1187,444.287616037,0.004110586277143641,0.0930860966941181,7.0,O5,H40_C27_O5,0,27,40,5,0,0
1199,446.115516037,0.00447381240045237,0.20660792259475547,20.0,O5,H18_C29_O5,0,29,18,5,0,0
1204,446.20937603699997,0.007521365993188902,0.11592539903549727,13.0,O5,H30_C28_O5,0,28,30,5,0,0
